Time,GSR,Temp(C)
1606922038.7716,77,33.88
1606922040.3739,77,33.88
1606922041.9817,79,33.88
1606922043.5703,77,33.94
1606922045.1823,80,33.94
1606922046.8873,74,33.94
1606922048.3705,69,34.00
1606922049.9602,67,34.00
1606922051.5509,68,34.00
1606922053.1702,71,34.00
1606922054.7602,67,34.06
1606922056.4325,72,34.06
1606922058.0821,72,34.06
1606922059.5602,74,34.06
1606922061.1502,72,34.06
1606922062.7401,65,34.13
1606922064.3600,55,34.13
1606922066.0017,57,34.13
1606922067.6526,61,34.19
1606922069.1312,66,34.19
1606922070.7801,68,34.19
1606922072.3400,71,34.19
1606922073.9300,74,34.19
1606922075.5206,74,34.25
1606922077.1842,73,34.25
1606922078.8919,76,34.25
1606922080.3801,78,34.25
1606922082.0302,79,34.31
1606922083.5900,81,34.25
1606922085.1807,81,34.31
1606922086.8000,76,34.31
1606922088.4329,76,34.31
1606922089.9801,76,34.31
1606922091.5701,74,34.38
1606922093.1900,73,34.38
1606922094.7807,76,34.38
1606922096.3823,78,34.38
1606922098.0038,80,34.38
1606922099.6828,75,34.38
1606922101.2003,76,34.44
1606922102.7901,79,34.44
1606922104.3507,80,34.44
1606922105.9700,79,34.44
1606922107.5599,72,34.44
1606922109.1915,76,34.50
1606922110.9040,78,34.50
1606922112.3600,80,34.50
1606922113.9500,82,34.50
1606922115.5401,83,34.50
1606922117.1600,84,34.50
1606922118.7800,85,34.50
1606922120.4817,87,34.50
1606922122.1179,89,34.56
1606922123.5501,90,34.56
1606922125.1700,91,34.56
1606922126.7299,91,34.56
1606922128.3806,91,34.63
1606922129.9872,91,34.63
1606922131.6706,92,34.63
1606922133.1207,94,34.63
1606922134.7399,93,34.63
1606922136.3299,95,34.63
1606922137.9204,96,34.69
1606922139.5399,96,34.63
1606922141.2014,98,34.69
1606922142.8918,98,34.63
1606922144.3100,100,34.63
1606922145.9599,101,34.69
1606922147.5507,102,34.69
1606922149.1099,103,34.69
1606922150.7409,104,34.69
1606922152.3918,104,34.69
1606922153.9100,104,34.69
1606922155.5600,104,34.75
1606922157.1199,102,34.69
1606922158.7098,104,34.75
1606922160.3300,105,34.75
1606922161.9362,107,34.75
1606922163.5100,106,34.75
1606922165.1301,106,34.75
1606922166.7202,108,34.75
1606922168.3111,109,34.81
1606922169.9002,110,34.75
1606922171.5199,111,34.75
1606922173.1526,112,34.75
1606922174.8610,113,34.81
1606922176.3201,114,34.81
1606922177.9100,115,34.81
1606922179.5600,116,34.81
1606922181.1201,117,34.81
1606922182.7240,118,34.81
1606922184.4035,119,34.81
1606922185.9202,119,34.81
1606922187.5401,112,34.81
1606922189.1310,108,34.81
1606922190.7700,110,34.81
1606922192.4811,112,34.81
1606922194.0117,114,34.81
1606922195.5929,113,34.81
1606922197.3017,114,34.81
1606922198.7010,116,34.81
1606922200.3200,113,34.81
1606922201.9399,115,34.81
1606922203.5310,116,34.88
1606922205.1709,116,34.81
1606922206.8126,117,34.81
1606922208.3012,117,34.81
1606922209.9199,118,34.88
1606922211.5100,118,34.81
1606922213.1298,119,34.88
1606922214.7199,119,34.88
1606922216.3519,120,34.88