,hr,rr,ecg,gsr,temperature
1602839686.8345,62.0,1069.0,290.0,436.00000000000006,36.31
1602839686.837,62.0,1069.0,1411.0,436.00000000000006,36.31
1602839686.8396,62.0,1069.0,3411.0,436.00000000000006,36.31
1602839686.8422,62.0,1069.0,4934.0,436.00000000000006,36.31
1602839686.844,62.0,1069.0,5759.0,436.00000000000006,36.31
1602839686.846,62.0,1069.0,6662.0,436.00000000000006,36.31
1602839686.848,62.0,1069.0,7544.0,436.00000000000006,36.31
1602839686.8501,62.0,1069.0,8161.0,436.00000000000006,36.31
1602839686.852,62.0,1069.0,8727.0,436.00000000000006,36.31
1602839686.8542,62.0,1069.0,9279.0,436.00000000000006,36.31
1602839686.8562,62.0,1069.0,9718.0,436.00000000000006,36.31
1602839686.8582,62.0,1069.0,10117.0,436.00000000000006,36.31
1602839686.8604,62.0,1069.0,10507.0,436.00000000000006,36.31
1602839686.8625,62.0,1069.0,10831.0,436.00000000000006,36.31
1602839686.864,62.0,1069.0,11119.0,436.00000000000006,36.31
1602839686.866,62.0,1069.0,11405.0,436.00000000000006,36.31
1602839686.868,62.0,1069.0,11662.0,436.00000000000006,36.31
1602839686.87,62.0,1069.0,11884.0,436.00000000000006,36.31
1602839686.872,62.0,1069.0,12093.0,436.00000000000006,36.31
1602839686.874,62.0,1069.0,12279.0,436.00000000000006,36.31
1602839686.876,62.0,1069.0,12441.0,436.00000000000006,36.31
1602839686.878,62.0,1069.0,12584.0,436.00000000000006,36.31
1602839686.88,62.0,1069.0,12712.0,436.00000000000006,36.31
1602839686.882,62.0,1069.0,12838.0,436.00000000000006,36.31
1602839686.884,62.0,1069.0,12945.0,436.0,36.31
1602839686.886,62.0,1069.0,13027.0,436.0,36.31
1602839686.888,62.0,1069.0,13090.0,436.0,36.31
1602839686.89,62.0,1069.0,13156.0,436.0,36.31
1602839686.892,62.0,1069.0,13209.0,436.0,36.31
1602839686.8939,62.0,1069.0,13250.0,436.0,36.31
1602839686.8959,62.0,1069.0,13301.0,436.0,36.31
