,hr,rr
1605962751.6002,76.0,775.0
1605962752.5008,76.0,757.5
1605962753.4908,77.0,740.0
1605962754.5106,78.0,792.0
1605962755.5222,78.0,807.0
1605962756.6313,78.0,785.0
1605962757.5108,78.0,743.0
1605962758.5006,79.0,737.0
1605962759.8804,79.0,708.0
1605962761.286,81.0,697.0
1605962761.6585,82.0,667.0
1605962762.4905,84.0,672.0
1605962763.5104,85.0,710.0
1605962764.5299,85.0,723.0
1605962765.6391,85.0,740.0
1605962766.5106,84.0,778.0
1605962767.5004,84.0,815.0
1605962768.4903,83.0,814.0
1605962769.5325,81.0,817.0
1605962770.5006,81.0,791.0
1605962771.4904,80.0,789.0
1605962772.5103,80.0,775.0
1605962773.5003,80.0,774.0
1605962774.6082,80.0,817.0
1605962775.5105,80.0,859.0
1605962776.5003,79.0,891.0
1605962777.4903,78.0,895.0
1605962778.5321,77.0,914.0
1605962779.6413,75.0,923.0
1605962780.4903,75.0,848.0
1605962781.5104,74.0,801.0
1605962782.5002,75.0,775.0
1605962783.571,75.0,772.0
1605962784.5106,76.0,784.0
1605962785.5302,76.0,763.0
1605962786.4902,77.0,804.0
1605962787.54,77.0,827.0
1605962788.64,77.0,845.0
1605962789.4903,76.0,848.0
1605962790.5102,76.0,831.0
1605962791.5001,76.0,778.0
1605962792.5409,76.0,778.0
1605962793.5104,76.0,813.0
1605962794.5002,76.0,820.0
1605962795.49,76.0,856.0
1605962796.5099,76.0,866.0
1605962797.5798,75.0,892.0
1605962798.4901,74.0,869.0
1605962799.51,74.0,848.0
1605962800.4999,74.0,803.0
1605962801.5416,74.0,747.0
1605962802.5103,75.0,727.0
1605962803.5,76.0,741.0
1605962804.4898,78.0,749.0
1605962805.5098,78.0,768.0
1605962806.5812,78.0,761.0
1605962807.49,79.0,732.0
1605962811.7404,79.0,711.0
1605962811.7459,80.0,692.0
1605962811.7514,82.0,677.0
1605962811.7571,83.0,662.0
1605962812.9369,85.0,667.0
1605962813.5305,86.0,678.0
1605962814.5122,87.0,679.0
1605962815.6087,87.0,734.0
1605962816.522,86.0,804.0
1605962817.5117,85.0,846.0
1605962818.5014,84.0,889.0
1605962819.6051,82.0,905.0
1605962820.618,81.0,897.0
1605962821.5015,78.0,863.0
1605962822.4914,78.0,800.0
1605962823.5114,78.0,781.0
1605962824.5151,78.0,790.0
1605962825.4914,78.0,810.0
1605962826.5118,77.0,838.0
1605962827.5014,77.0,857.0
1605962828.5092,77.0,869.0
1605962829.6136,76.0,850.0
1605962830.5016,75.0,856.0
1605962831.4913,75.0,829.0
1605962832.5114,75.0,814.0
1605962833.5205,75.0,807.0
1605962834.6303,75.0,742.0
1605962835.5413,77.0,707.0
1605962836.5009,78.0,694.0
1605962837.4912,79.0,736.0
1605962838.5847,80.0,821.0
1605962839.5614,80.0,841.0
1605962840.4912,79.0,933.0
1605962841.511,78.0,961.0
1605962842.5509,77.0,989.0
1605962843.6519,75.0,994.0
1605962844.511,74.0,1007.0
1605962845.501,72.0,1001.0
1605962846.4911,71.0,929.0
1605962847.5226,70.0,897.0
1605962848.5011,70.0,880.0
1605962849.5215,70.0,879.0
1605962850.511,70.0,877.0
1605962851.501,70.0,858.0
1605962852.5977,70.0,822.0
1605962853.5109,70.0,807.0
1605962854.501,72.0,763.0
1605962855.4908,73.0,748.0
1605962856.5302,74.0,739.0
1605962857.6489,75.0,805.0
1605962858.4909,75.0,847.0
1605962859.5111,75.0,836.0
1605962860.5007,75.0,846.0
1605962861.5634,74.0,853.0
1605962862.5156,74.0,849.0
1605962863.5009,74.0,806.0
1605962864.4907,74.0,777.0
1605962865.5264,75.0,765.0
1605962866.639,75.0,784.0
1605962867.4909,76.0,790.0
1605962868.5105,76.0,829.0
1605962869.5306,76.0,871.0
1605962870.5345,76.0,922.0
1605962871.7076,74.0,922.0
1605962872.5009,73.0,922.0
1605962873.4906,73.0,902.0
1605962874.5106,72.0,866.0
1605962875.604,72.0,813.0
1605962876.4903,73.0,765.0
1605962877.5107,73.0,781.0
1605962878.5025,74.0,793.0
1605962879.555,74.0,813.0
1605962880.6441,74.0,861.0
1605962881.5005,74.0,913.0
1605962882.5205,73.0,945.0
1605962883.5128,72.0,946.0
1605962884.5568,71.0,939.0
1605962885.5206,71.0,924.0
1605962886.5091,70.0,896.0
1605962887.5288,70.0,859.0
1605962888.5315,70.0,825.0
1605962889.6438,71.0,833.0
1605962890.4956,71.0,828.0
1605962891.4848,71.0,824.0
1605962892.5229,72.0,831.0
1605962893.5389,72.0,862.0
1605962894.6473,72.0,850.0
1605962895.5034,72.0,854.0
1605962896.4918,72.0,857.0
1605962897.4826,72.0,814.0
1605962898.5738,72.0,761.0
1605962899.4904,74.0,736.0
1605962900.4798,75.0,782.0
1605962901.4995,75.0,808.0
1605962902.5354,75.0,823.0
1605962903.6425,75.0,830.0
1605962904.4987,75.0,785.0
1605962905.4881,76.0,772.0
1605962906.4778,76.0,717.0
1605962907.5401,78.0,696.0
1605962908.4872,79.0,657.0
1605962909.4776,82.0,655.0
1605962910.4969,83.0,655.0
1605962911.4867,85.0,659.0
1605962912.683,87.0,669.0
1605962913.4963,87.0,705.0
1605962914.4863,87.0,772.0
1605962915.5059,86.0,754.0
1605962916.5417,85.0,759.0
1605962917.4858,85.0,762.0
1605962918.4756,84.0,777.0
1605962919.4955,83.0,774.0
1605962920.4853,83.0,737.0
1605962921.5801,83.0,741.0
1605962922.5251,83.0,741.0
1605962923.4849,83.0,729.0
1605962924.4747,83.0,733.0
1605962925.4947,83.0,756.0
1605962926.6479,83.0,830.0
1605962927.4744,82.0,857.0
1605962928.4945,81.0,881.0
1605962929.6509,80.0,890.0
1605962930.5323,78.0,876.0
1605962931.4928,77.0,788.0
1605962932.4823,77.0,774.0
1605962933.4723,77.0,800.0
1605962934.4922,77.0,824.0
1605962935.5912,77.0,833.0
1605962936.4721,77.0,869.0
1605962937.4919,76.0,888.0
1605962938.4818,76.0,884.0
1605962939.528,75.0,851.0
1605962940.4925,75.0,828.0
1605962941.4819,74.0,828.0
1605962942.4717,74.0,848.0
1605962943.4917,74.0,852.0
1605962944.563,74.0,832.0
1605962945.4717,74.0,829.0
1605962946.4916,74.0,822.0
1605962947.5114,74.0,820.0
1605962948.4713,74.0,763.0
1605962949.4918,75.0,741.0
1605962950.4816,76.0,749.0
1605962951.4714,77.0,735.0
1605962952.4914,78.0,720.0
