,ecg
1607090724.0728,4203.0
1607090724.0754,4811.0
1607090724.0778,5521.0
1607090724.0805,6004.0
1607090724.0825,6391.0
1607090724.0844,6812.0
1607090724.0865,7154.0
1607090724.0884,7442.0
1607090724.0904,7741.0
1607090724.0924,8003.0
1607090724.0944,8221.0
1607090724.0968,8445.0
1607090724.0993,8659.0
1607090724.1015,8842.0
1607090724.1036,9005.0
1607090724.1056,9152.0
1607090724.1074,9344.0
1607090724.1095,9681.0
1607090724.1114,10133.0
1607090724.1134,10487.0
1607090724.1154,10417.0
1607090724.1174,9982.0
1607090724.1194,9823.0
1607090724.1214,10085.0
1607090724.1234,10222.0
1607090724.1253,10191.0
1607090724.1273,10280.0
1607090724.1293,10388.0
1607090724.1313,10419.0
1607090724.1333,10470.0
1607090724.1354,10535.0
1607090724.1373,10578.0
1607090724.1393,10621.0
1607090724.1413,10660.0
1607090724.1433,10682.0
1607090724.1454,10708.0
1607090724.1473,10742.0
1607090724.1493,10766.0
1607090724.1513,10783.0
1607090724.1533,10780.0
1607090724.1554,10780.0
1607090724.1573,10780.0
1607090724.1594,10775.0
1607090724.1614,10778.0
1607090724.1634,10780.0
1607090724.1654,10766.0
1607090724.1673,10746.0
1607090724.1693,10744.0
1607090724.1713,10737.0
1607090724.1733,10718.0
1607090724.1756,10703.0
1607090724.1774,10691.0
1607090724.1793,10665.0
1607090724.1813,10633.0
1607090724.1833,10605.0
1607090724.1854,10576.0
1607090724.1873,10532.0
1607090724.1893,10465.0
1607090724.1913,10386.0
1607090724.1933,10309.0
1607090724.1954,10225.0
1607090724.1972,10133.0
1607090724.1993,10059.0
1607090724.2012,9991.0
1607090724.2033,9917.0
1607090724.2053,9847.0
1607090724.2073,9789.0
1607090724.2093,9734.0
1607090724.2114,9672.0
1607090724.2133,9604.0
1607090724.2153,9542.0
1607090724.2173,9489.0
1607090724.2193,9431.0
1607090724.6112,9359.0
1607090724.6123,9294.0
1607090724.6147,9239.0
1607090724.6173,9164.0
1607090724.6193,9090.0
1607090724.6213,9032.0
1607090724.6234,8969.0
1607090724.6253,8895.0
1607090724.6274,8823.0
1607090724.6294,8763.0
1607090724.6313,8705.0
1607090724.6333,8613.0
1607090724.6354,8517.0
1607090724.6373,8460.0
1607090724.6393,8395.0
1607090724.6414,8303.0
1607090724.6433,8233.0
1607090724.6453,8171.0
1607090724.6474,8099.0
1607090724.6493,8019.0
1607090724.6513,7947.0
1607090724.6533,7875.0
1607090724.6553,7803.0
1607090724.6573,7731.0
1607090724.6593,7661.0
1607090724.6613,7596.0
1607090724.6633,7524.0
1607090724.6653,7442.0
1607090724.6674,7373.0
1607090724.6693,7310.0
1607090724.6713,7243.0
1607090724.6733,7173.0
1607090724.6753,7091.0
1607090724.6773,7012.0
