,gsr,temp
1607021409.2388,13883.329308972532,2.7067027027026995
1607021410.8888,13995.81871528682,2.7067027027026995
1607021412.5388,14052.343974690832,2.7067027027026995
1607021414.1887,14052.343974690832,2.7067027027026995
1607021415.8688,14165.960286399632,2.7067027027026995
1607021417.4886,14223.053229638066,2.7067027027026995
1607021419.1387,14223.053229638066,2.7067027027026995
1607021420.8187,14165.960286399632,2.7067027027026995
1607021422.4387,14223.053229638066,2.7067027027026995
1607021424.0886,14280.337302305388,2.7067027027026995
1607021425.7086,14337.813465773668,2.7067027027026995
1607021427.3587,14395.482687873347,2.7067027027026995
1607021429.0442,14453.345942947564,2.7067027027026995
1607021430.7257,14511.404211907024,2.7067027027026995
1607021432.4329,14569.65848228543,2.7067027027026995
1607021434.0854,14628.109748295472,2.7067027027026995
1607021435.6088,14686.759010885395,2.7067027027026995
1607021437.2589,14745.607277796125,2.7067027027026995
1607021438.9089,14745.607277796125,2.7067027027026995
1607021440.5588,14804.655563618999,2.7067027027026995
1607021442.2086,14804.655563618999,2.7067027027026995
1607021443.8587,14863.904889854066,2.7067027027026995
1607021445.5087,14983.010784458567,2.7067027027026995
1607021447.1586,14983.010784458567,2.7067027027026995
1607021448.8087,15042.869430904842,2.7067027027026995
1607021450.4586,15042.869430904842,2.7067027027026995
1607021452.1085,15102.933274037845,2.7067027027026995
1607021453.7585,15163.203370796951,2.7067027027026995
1607021455.4087,15223.68078539289,2.7067027027026995
1607021457.0871,15284.366589370367,2.7067027027026995
1607021458.7364,15345.261861671368,2.7067027027026995
1607021460.4557,15406.367688699087,2.7067027027026995
1607021462.1279,15467.685164382541,2.7067027027026995
1607021463.6586,15529.21539024185,2.7067027027026995
1607021465.3086,15529.21539024185,2.7067027027026995
1607021466.9586,15590.959475454192,2.7067027027026995
1607021468.6087,15652.918536920462,2.7067027027026995
1607021470.2586,15715.09369933261,2.7067027027026995
1607021471.9085,15715.09369933261,2.7067027027026995
1607021473.5586,15777.486095241698,2.7067027027026995
1607021475.2085,15840.096865126668,2.7067027027026995
1607021476.8584,15840.096865126668,2.7067027027026995
1607021478.5084,15902.927157463831,2.7067027027026995
1607021480.1585,15965.978128797089,2.7067027027026995
1607021481.8364,16029.250943808906,2.7067027027026995
1607021483.4584,16092.746775392008,2.7067027027026995
1607021485.1453,16092.746775392008,2.7067027027026995
1607021486.8457,16156.466804721877,2.7067027027026995
1607021488.4956,16220.412221329974,2.7067027027026995
1607021490.0583,16284.58422317778,2.7067027027026995
1607021491.7086,16284.58422317778,2.7067027027026995
1607021493.3584,16413.61281703813,2.7067027027026995
1607021495.0083,16413.61281703813,2.7067027027026995
1607021496.6583,16478.471847800978,2.7067027027026995
1607021498.3083,16543.562341457775,2.7067027027026995
1607021499.9583,16543.562341457775,2.7067027027026995
1607021501.6083,16608.88553925832,2.7067027027026995
1607021503.2583,16608.88553925832,2.7067027027026995
1607021504.9082,16674.44269134345,2.7067027027026995
1607021506.5582,16740.2350568248,2.7067027027026995
1607021508.2083,16740.2350568248,2.7067027027026995
1607021509.865,16806.2639038654,2.7067027027026995
1607021511.5081,16806.2639038654,2.7067027027026995
1607021513.216,16872.53050976118,2.7067027027026995
1607021514.867,16872.53050976118,2.7067027027026995
1607021516.5771,16939.036161023316,2.7067027027026995
1607021518.1084,16939.036161023316,2.7067027027026995
1607021519.7584,17005.782153461485,2.7067027027026995
1607021521.4084,17072.76979226803,2.7067027027026995
1607021523.0583,17140.00039210305,2.7067027027026995
1607021524.7082,17140.00039210305,2.7067027027026995
1607021526.3582,17207.475277180376,2.7067027027026995
1607021528.0082,17275.195781354538,2.7067027027026995
1607021529.6582,17343.163248208642,2.7067027027026995
1607021531.3081,17411.379031143242,2.7067027027026995
1607021532.9581,17411.379031143242,2.7067027027026995
1607021534.6081,17479.84449346616,2.7067027027026995
1607021536.2581,17548.561008483317,2.7067027027026995
1607021537.908,17548.561008483317,2.7067027027026995
1607021539.5594,17617.52995959055,2.7067027027026995
1607021541.2645,17686.75274036645,2.7067027027026995
1607021542.9148,17686.75274036645,2.7067027027026995
1607021544.5083,17756.23075466622,2.7067027027026995
1607021546.2753,17825.96541671659,2.7067027027026995
1607021547.8081,17895.958151211762,2.7067027027026995
1607021549.4582,17966.21039341043,2.7067027027026995
1607021551.1082,17966.21039341043,2.7067027027026995
1607021552.728,18036.723589233912,2.6467027027027044
1607021554.3781,18107.49919536531,2.6467027027027044
1607021556.0282,18178.53867934986,2.7067027027026995
1607021557.6781,18178.53867934986,2.7067027027026995
1607021559.3281,18249.843519696333,2.6467027027027044
1607021560.978,18249.843519696333,2.6467027027027044
1607021562.628,18321.415205979636,2.6467027027027044
1607021564.3069,18393.255238944515,2.6467027027027044
1607021565.9588,18393.255238944515,2.7067027027026995
1607021567.6349,18465.36513061047,2.7067027027026995
1607021569.2867,18537.746404377816,2.6467027027027044
1607021570.9961,18537.746404377816,2.6467027027027044
1607021572.5284,18610.400595134983,2.7067027027026995
1607021574.178,18683.32924936699,2.6467027027027044
1607021575.828,18683.32924936699,2.6467027027027044
1607021577.478,18756.533925265197,2.6467027027027044
1607021579.1279,18830.016192838262,2.6467027027027044
1607021580.7781,18830.016192838262,2.6467027027027044
1607021582.428,18903.777634024365,2.6467027027027044
