,ecg
1607021408.7126,750.0
1607021408.7154,3193.0
1607021408.7175,5971.0
1607021408.7196,7397.0
1607021408.7219,8343.0
1607021408.7241,9521.0
1607021408.7263,10355.0
1607021408.7283,10909.0
1607021408.7303,11513.0
1607021408.7323,12000.0
1607021408.7343,12335.0
1607021408.7365,12668.0
1607021408.7389,12969.0
1607021408.7412,13178.0
1607021408.7434,13369.0
1607021408.7455,13547.0
1607021408.7473,13680.0
1607021408.7493,13780.0
1607021408.7513,13870.0
1607021408.7533,13946.0
1607021408.7554,13991.0
1607021408.7573,14005.0
1607021408.7593,14003.0
1607021408.7614,13986.0
1607021408.7634,13910.0
1607021408.7653,13799.0
1607021408.7672,13697.0
1607021408.7693,13592.0
1607021408.7714,13478.0
1607021408.7733,13385.0
1607021408.7753,13321.0
1607021408.7772,13271.0
1607021408.7792,13224.0
1607021408.7812,13162.0
1607021408.7833,13098.0
1607021408.7853,13057.0
1607021408.7873,13007.0
1607021408.7893,12943.0
1607021408.7913,12891.0
1607021408.7933,12841.0
1607021408.7953,12767.0
1607021408.7973,12698.0
1607021408.7992,12639.0
1607021408.8012,12577.0
1607021408.8033,12501.0
1607021408.8052,12423.0
1607021408.8072,12347.0
1607021408.8092,12283.0
1607021408.8112,12218.0
1607021408.8132,12123.0
1607021408.8163,12033.0
1607021408.8172,11964.0
1607021408.8191,11879.0
1607021408.8212,11793.0
1607021408.8232,11719.0
1607021408.8252,11643.0
1607021408.8271,11548.0
1607021408.8291,11449.0
1607021408.8312,11368.0
1607021408.8332,11289.0
1607021408.8352,11197.0
1607021408.8371,11106.0
1607021408.8391,11033.0
1607021408.8411,10945.0
1607021408.8431,10847.0
1607021408.8452,10764.0
1607021408.8471,10686.0
1607021408.8491,10595.0
1607021408.8511,10505.0
1607021408.8531,10422.0
1607021408.8552,10339.0
1607021408.8571,10244.0
1607021408.8591,10149.0
1607021409.2495,10061.0
1607021409.2502,9982.0
1607021409.2517,9897.0
1607021409.2536,9814.0
1607021409.2557,9761.0
1607021409.2577,9716.0
1607021409.2597,9631.0
1607021409.2616,9528.0
1607021409.2637,9441.0
1607021409.2657,9353.0
1607021409.2677,9236.0
1607021409.2696,9113.0
1607021409.2717,9034.0
1607021409.2736,8975.0
1607021409.2756,8884.0
1607021409.2776,8782.0
1607021409.2796,8706.0
1607021409.2816,8640.0
1607021409.2836,8549.0
1607021409.2857,8433.0
1607021409.2876,8286.0
1607021409.2896,8183.0
1607021409.2916,8298.0
1607021409.2936,8740.0
1607021409.2957,9357.0
1607021409.2976,9369.0
1607021409.2996,8195.0
1607021409.3016,7117.0
1607021409.3038,7352.0
1607021409.3057,7794.0
1607021409.3076,7592.0
1607021409.3097,7428.0
1607021409.3116,7482.0
1607021409.3136,7402.0
1607021409.3156,7283.0
1607021409.3176,7257.0
1607021409.3196,7212.0
1607021409.3216,7128.0
1607021409.3236,7067.0
1607021409.3256,7014.0
1607021409.3276,6960.0
1607021409.3296,6905.0
1607021409.3316,6838.0
1607021409.3336,6781.0
1607021409.3357,6739.0
1607021409.3376,6689.0
1607021409.3396,6637.0
1607021409.3416,6591.0
1607021409.3436,6549.0
1607021409.3456,6508.0
1607021409.3476,6465.0
1607021409.3496,6420.0
1607021409.3516,6375.0
1607021409.3536,6318.0
1607021409.3556,6254.0
1607021409.3576,6187.0
1607021409.3596,6099.0
1607021409.3616,5983.0
1607021409.3636,5852.0
1607021409.3656,5707.0
1607021409.3676,5555.0
1607021409.3696,5415.0
1607021409.3716,5296.0
1607021409.3736,5204.0
1607021409.3756,5125.0
1607021409.3776,5056.0
1607021409.3796,4997.0
1607021409.3816,4949.0
