Time,GSR
1601637906.4567,390
1601637906.5872,390
1601637906.6660,390
1601637906.7861,390
1601637906.8766,390
1601637906.9967,390
1601637907.1167,390
1601637907.2060,390
1601637907.3268,390
1601637907.4168,390
1601637907.5361,390
1601637907.6601,390
1601637907.7467,390
1601637907.8665,390
1601637907.9565,390
1601637908.0765,391
1601637908.1966,390
1601637908.2865,390
1601637908.4066,390
1601637908.5265,390
1601637908.6167,390
1601637908.7365,390
1601637908.8265,390
1601637908.9467,390
1601637909.0666,390
1601637909.1866,390
1601637909.2765,390
1601637909.3665,390
1601637909.4861,390
1601637909.6366,390
1601637909.6966,390
1601637909.8165,390
1601637909.9064,390
1601637910.0263,389
1601637910.1465,389
1601637910.2366,389
1601637910.3571,389
1601637910.4763,389
1601637910.5664,389
1601637910.6864,388
1601637910.7764,388
1601637910.8965,388
1601637911.0165,388
1601637911.1065,387
1601637911.2268,387
1601637911.3163,387
1601637911.4366,386
1601637911.6380,386
1601637911.6458,385
1601637911.7657,385
1601637911.8556,385
1601637911.9757,384
1601637912.1777,384
1601637912.1856,384
1601637912.3056,383
1601637912.3956,383
1601637912.5157,382
1601637912.7180,382
1601637912.7256,381
1601637912.8456,381
1601637912.9656,381
1601637913.0557,381
1601637913.3194,380
1601637913.3198,380
1601637913.3855,380
1601637913.5055,379
1601637913.5956,379
1601637913.8280,379
1601637913.8285,378
1601637913.9255,378
1601637914.1056,378
1601637914.1356,378
1601637914.3974,378
1601637914.3979,378
1601637914.4655,377
1601637914.5855,377
1601637914.6756,377
1601637914.7957,377
1601637914.9979,377
1601637915.0055,377
1601637915.1255,377
1601637915.2156,377
1601637915.3356,377
1601637915.5368,377
1601637915.5455,377
1601637915.6655,377
1601637915.7555,377
1601637915.8756,377
1601637916.0999,377
1601637916.1004,377
1601637916.2054,377
1601637916.2954,377
1601637916.4155,376
1601637916.6383,376
1601637916.6390,376
1601637916.7455,375
1601637916.8655,375
1601637916.9556,374
1601637917.2098,374
1601637917.2103,373
1601637917.2856,372
1601637917.4055,372
1601637917.4956,371
1601637917.7576,370
1601637917.7582,369
1601637917.8255,368
1601637917.9455,368
1601637918.0355,367
1601637918.1556,366
1601637918.3559,366
1601637918.3955,365
1601637918.4855,364
1601637918.5755,363
1601637918.6956,362
1601637918.9270,361
1601637918.9275,360
1601637919.0255,359
1601637919.1155,359
1601637919.2355,358
1601637919.4969,357
1601637919.4974,357
1601637919.5655,356
1601637919.6555,355
1601637919.7755,355
1601637920.0073,354
1601637920.0078,354
1601637920.1057,353
1601637920.1955,353
1601637920.3156,353
1601637920.5777,352
1601637920.5782,352
1601637920.6455,352
1601637920.7355,351
1601637920.8555,351
1601637920.9755,351
1601637921.1457,351
1601637921.1855,351
1601637921.3055,351
1601637921.3956,351
1601637921.5156,350
1601637921.7177,350
1601637921.7256,350
1601637921.8455,350
1601637921.9356,350
1601637922.0556,350
1601637922.2825,350
1601637922.2831,350
1601637922.3855,349
1601637922.5056,349
1601637922.5956,349
1601637922.8293,349
1601637922.8298,349
1601637922.9255,350
1601637923.0155,349
1601637923.1356,349
1601637923.2558,349
1601637923.4213,349
1601637923.4655,349
1601637923.5555,349
1601637923.6755,349
1601637923.9357,348
1601637923.9362,348
1601637924.0055,348
1601637924.0956,347
1601637924.2155,347
1601637924.3356,347
1601637924.5057,346
1601637924.5455,346
1601637924.6355,346
1601637924.7555,345
1601637924.8766,345
1601637925.1075,345
1601637925.1080,345
1601637925.1754,345
1601637925.2955,344
1601637925.4156,344
1601637925.6472,344
1601637925.6477,344
1601637925.7455,344
1601637925.8354,344
1601637925.9861,344
1601637926.1839,344
1601637926.1844,344
1601637926.2854,344
1601637926.3755,344
1601637926.4955,344
1601637926.5856,344
1601637926.7558,344
1601637926.8255,344
1601637926.9155,344
1601637927.0355,344
1601637927.1257,344
1601637927.2978,344
1601637927.3655,344
1601637927.4554,345
1601637927.5755,345
1601637927.6955,345
1601637927.8656,345
1601637927.9354,345
1601637927.9957,345
1601637928.1156,345
1601637928.2356,345
1601637928.3258,345
1601637928.5277,345
1601637928.5354,345
1601637928.6555,345
1601637928.7755,345
1601637929.0002,345
1601637929.0007,345
1601637929.0755,346
1601637929.1954,345
1601637929.3155,345
1601637929.4056,345
1601637929.5699,345
1601637929.6155,345
1601637929.7355,345
1601637929.8555,345
1601637929.9455,345
1601637930.1096,345
1601637930.1854,346
1601637930.2755,346
1601637930.3955,346
1601637930.4856,346
1601637930.6878,346
1601637930.7255,346
1601637930.8154,346
1601637930.9354,346
1601637931.0255,346
1601637931.2273,346
1601637931.2656,346
1601637931.3554,346
1601637931.4754,346
1601637931.5655,346
1601637931.8276,346
1601637931.8281,346
1601637931.8955,346
1601637932.0154,346
1601637932.1355,347
1601637932.2255,346
1601637932.3956,347
1601637932.4654,347
1601637932.5554,347
1601637932.6755,347
1601637932.7656,347
1601637932.9359,347
1601637932.9754,347
1601637933.0955,347
1601637933.2166,347
1601637933.3055,347
1601637933.4757,347
1601637933.5154,347
1601637933.6355,347
1601637933.7555,347
1601637933.8456,348
1601637934.0476,348
1601637934.0854,348
1601637934.1754,348
1601637934.2956,348
1601637934.3856,348
1601637934.5853,348
1601637934.6255,348
1601637934.7157,348
1601637934.8355,348
1601637934.9255,348
1601637935.1839,348
1601637935.1844,348
1601637935.2554,348
1601637935.3754,348
1601637935.4655,348
1601637935.5856,348
1601637935.7479,348
1601637935.7954,348
1601637935.9154,348
1601637936.0055,348
1601637936.1256,347
1601637936.2979,347
1601637936.3354,347
1601637936.4555,346
1601637936.5755,345
1601637936.6655,344
1601637936.8631,344
1601637936.8755,343
1601637936.9954,342
1601637937.1154,342
1601637937.2055,341
1601637937.4066,341
1601637937.4154,341
1601637937.5355,340
1601637937.6555,340
1601637937.7454,340
1601637937.9772,340
1601637937.9777,340
1601637938.0755,339
1601637938.1954,339
1601637938.2855,339
1601637938.4055,339
1601637938.6011,339
1601637938.6155,339
1601637938.7354,339
1601637938.8254,339
1601637938.9455,339
1601637939.1056,339
1601637939.1554,339
1601637939.2754,339
1601637939.3654,339
1601637939.4854,339
1601637939.6785,339
1601637939.6954,339
1601637939.8155,339
1601637939.9354,340
1601637940.0255,339
1601637940.2172,339
1601637940.2354,339
1601637940.3554,339
1601637940.4454,339
1601637940.5655,340
1601637940.7572,340
1601637940.7754,339
1601637940.8954,339
1601637941.0154,340
1601637941.1656,339
1601637941.3255,339
1601637941.3260,339
1601637941.4354,339
1601637941.5554,339
1601637941.6455,339
1601637941.7656,340
1601637941.9259,339
1601637941.9754,340
1601637942.0955,340
1601637942.1854,340
1601637942.3055,340
1601637942.4657,340
1601637942.5154,340
1601637942.6354,340
1601637942.7254,340
1601637942.8455,340
1601637943.0388,340
1601637943.0554,341
1601637943.1754,341
1601637943.2654,341
1601637943.3854,341
1601637943.6361,341
1601637943.6366,341
1601637943.7154,341
1601637943.8054,341
1601637943.9254,341
1601637944.1488,341
1601637944.1493,342
1601637944.2554,342
1601637944.3465,342
1601637944.4654,342
1601637944.6889,342
1601637944.6894,342
1601637944.7954,342
1601637944.9154,342
1601637945.0054,342
1601637945.1256,342
1601637945.2899,342
1601637945.3354,342
1601637945.4556,342
1601637945.5453,342
1601637945.6655,342
1601637945.8592,342
1601637945.8754,342
1601637945.9955,342
1601637946.0855,342
1601637946.2054,341
1601637946.3985,341
1601637946.4154,341
1601637946.5354,341
1601637946.6255,340
1601637946.7455,340
1601637946.9391,340
1601637946.9553,340
1601637947.0754,339
1601637947.1654,339
1601637947.2855,339
1601637947.5092,339
1601637947.5097,339
1601637947.6454,339
1601637947.7053,338
1601637947.8254,338
1601637948.0487,338
1601637948.0492,338
1601637948.1553,337
1601637948.2454,337
1601637948.3654,337
1601637948.4856,337
1601637948.6507,336
1601637948.7254,335
1601637948.7854,335
1601637948.9054,334
1601637949.0265,334
1601637949.2181,333
1601637949.2353,333
1601637949.3554,332
1601637949.4453,331
1601637949.5654,330
1601637949.7581,330
1601637949.7754,329
1601637949.8954,328
1601637949.9853,327
1601637950.1354,327
1601637950.3333,327
1601637950.3338,326
1601637950.4354,326
1601637950.5253,325
1601637950.6454,325
1601637950.8691,324
1601637950.8696,324
1601637950.9753,323
1601637951.0653,322
1601637951.1853,322
1601637951.4391,321
1601637951.4396,321
1601637951.5453,320
1601637951.6053,320
1601637951.7254,319
1601637951.8454,319
1601637952.0381,318
1601637952.0553,318
1601637952.1453,318
1601637952.2654,317
1601637952.3854,317
1601637952.5790,316
1601637952.5954,316
1601637952.6853,315
1601637952.8053,315
1601637952.9254,314
1601637953.1188,314
1601637953.1353,314
1601637953.2254,313
1601637953.3453,313
1601637953.4654,312
1601637953.6890,311
1601637953.6895,310
1601637953.7953,310
1601637953.8853,309
1601637954.0053,308
1601637954.2286,307
1601637954.2291,307
1601637954.3353,306
1601637954.4253,305
1601637954.5453,305
1601637954.6353,304
