,ecg
1606922746.8497,-57.0
1606922746.8525,95.0
1606922746.8552,945.0
1606922746.8579,2493.0
1606922746.86,3694.0
1606922746.862,4328.0
1606922746.8638,5024.0
1606922746.8656,5706.0
1606922746.8676,6165.0
1606922746.8696,6591.0
1606922746.8717,7019.0
1606922746.874,7357.0
1606922746.8764,7646.0
1606922746.8785,7940.0
1606922746.881,8204.0
1606922746.8829,8421.0
1606922746.8846,8625.0
1606922746.8866,8821.0
1606922746.8886,8998.0
1606922746.8906,9151.0
1606922746.8926,9302.0
1606922746.8946,9448.0
1606922746.8966,9563.0
1606922746.8986,9670.0
1606922746.9006,9790.0
1606922746.9025,9893.0
1606922746.9045,9984.0
1606922746.9065,10082.0
1606922746.9085,10170.0
1606922746.9105,10264.0
1606922746.9125,10362.0
1606922746.9145,10429.0
1606922746.9165,10460.0
1606922746.9185,10465.0
1606922746.9205,10457.0
1606922746.9224,10481.0
1606922746.9245,10529.0
1606922746.9265,10558.0
1606922746.9285,10572.0
1606922746.9305,10591.0
1606922746.9325,10608.0
1606922746.9345,10620.0
1606922746.9365,10656.0
1606922746.9385,10780.0
1606922746.9405,11218.0
1606922746.9426,11948.0
1606922746.9445,12276.0
1606922746.9465,11369.0
1606922746.9485,9709.0
1606922746.9505,9182.0
1606922746.9527,10020.0
1606922746.9545,10505.0
1606922746.9565,10359.0
1606922746.9585,10398.0
1606922746.9604,10508.0
1606922746.9625,10434.0
1606922746.9644,10388.0
1606922746.9664,10395.0
1606922746.9684,10343.0
1606922746.9704,10300.0
1606922746.9724,10285.0
1606922746.9744,10256.0
1606922746.9764,10221.0
1606922746.9784,10180.0
1606922746.9804,10139.0
1606922746.9824,10103.0
1606922746.9844,10072.0
1606922746.9864,10053.0
1606922746.9884,10029.0
1606922746.9904,9993.0
1606922746.9924,9965.0
1606922746.9944,9945.0
1606922746.9964,9910.0
1606922747.3876,9852.0
1606922747.3885,9795.0
1606922747.391,9730.0
1606922747.3936,9637.0
1606922747.3956,9524.0
1606922747.3976,9405.0
1606922747.3997,9264.0
1606922747.4017,9091.0
1606922747.4037,8909.0
1606922747.4057,8749.0
1606922747.4077,8630.0
1606922747.4096,8519.0
1606922747.4116,8393.0
1606922747.4136,8297.0
1606922747.4156,8244.0
1606922747.4176,8177.0
1606922747.4196,8106.0
1606922747.4216,8055.0
1606922747.4236,8007.0
1606922747.4256,7940.0
1606922747.4276,7871.0
1606922747.4296,7804.0
1606922747.4316,7735.0
1606922747.4335,7668.0
1606922747.4355,7603.0
1606922747.4375,7539.0
1606922747.4395,7474.0
1606922747.4416,7395.0
1606922747.4437,7321.0
1606922747.4456,7256.0
1606922747.4475,7189.0
1606922747.4495,7117.0
1606922747.4515,7046.0
1606922747.4536,6979.0
1606922747.4557,6912.0
1606922747.4576,6840.0
1606922747.4596,6770.0
1606922747.4616,6708.0
1606922747.4635,6641.0
1606922747.4656,6572.0
1606922747.4675,6507.0
1606922747.4695,6445.0
1606922747.4716,6383.0
1606922747.4735,6323.0
1606922747.4755,6254.0
1606922747.4776,6180.0
1606922747.4795,6117.0
1606922747.4816,6062.0
1606922747.4835,5998.0
1606922747.4855,5940.0
1606922747.4875,5880.0
1606922747.4895,5821.0
1606922747.4915,5761.0
1606922747.4935,5699.0
1606922747.4955,5627.0
1606922747.4975,5560.0
1606922747.4995,5495.0
1606922747.5015,5440.0
1606922747.5035,5395.0
1606922747.5055,5361.0
1606922747.5075,5340.0
1606922747.5095,5318.0
1606922747.5116,5263.0
1606922747.5135,5175.0
1606922747.5155,5077.0
1606922747.5175,4998.0
1606922747.5195,4940.0
1606922747.5215,4892.0
1606922747.5235,4837.0
1606922747.5255,4780.0
1606922747.5275,4727.0
1606922747.5295,4679.0
1606922747.5316,4643.0
1606922747.9579,4646.0
1606922747.9588,4828.0
1606922747.9604,5397.0
1606922747.9624,6017.0
1606922747.9643,5818.0
1606922747.9663,4404.0
1606922747.9685,3012.0
1606922747.9704,3218.0
1606922747.9724,4105.0
1606922747.9743,4158.0
1606922747.9763,3942.0
1606922747.9783,4067.0
1606922747.9803,4091.0
1606922747.9823,3954.0
1606922747.9843,3942.0
1606922747.9863,3950.0
1606922747.9883,3887.0
1606922747.9903,3847.0
1606922747.9923,3832.0
1606922747.9943,3797.0
1606922747.9963,3765.0
1606922747.9983,3749.0
1606922748.0003,3732.0
1606922748.0023,3713.0
1606922748.0043,3698.0
1606922748.0063,3686.0
1606922748.0083,3679.0
1606922748.0103,3675.0
1606922748.0123,3667.0
1606922748.0143,3658.0
1606922748.0162,3646.0
1606922748.0183,3622.0
1606922748.0202,3579.0
1606922748.0223,3526.0
1606922748.0243,3471.0
1606922748.0263,3395.0
1606922748.0282,3287.0
1606922748.0303,3155.0
1606922748.0323,3009.0
1606922748.0342,2873.0
1606922748.0363,2758.0
1606922748.0383,2670.0
1606922748.0403,2603.0
1606922748.0423,2548.0
1606922748.0442,2505.0
1606922748.0463,2473.0
1606922748.0482,2457.0
1606922748.0503,2445.0
1606922748.0523,2426.0
1606922748.0543,2402.0
1606922748.0563,2380.0
1606922748.0583,2361.0
1606922748.0603,2339.0
1606922748.0623,2318.0
1606922748.0643,2294.0
1606922748.0663,2265.0
1606922748.0683,2241.0
1606922748.0705,2222.0
1606922748.0724,2196.0
1606922748.0743,2162.0
1606922748.0763,2134.0
1606922748.0783,2110.0
1606922748.0803,2086.0
1606922748.0823,2057.0
1606922748.0843,2033.0
1606922748.0863,2012.0
1606922748.0883,1988.0
1606922748.0903,1964.0
1606922748.0923,1942.0
1606922748.0943,1923.0
1606922748.0963,1897.0
1606922748.0983,1875.0
1606922748.1003,1859.0
1606922748.4977,1835.0
1606922748.4985,1811.0
1606922748.5,1792.0
1606922748.5018,1775.0
1606922748.5038,1751.0
1606922748.5059,1727.0
1606922748.508,1713.0
1606922748.5099,1696.0
1606922748.5119,1674.0
1606922748.5138,1655.0
1606922748.5158,1629.0
1606922748.5178,1607.0
1606922748.5198,1593.0
1606922748.5219,1571.0
1606922748.5238,1550.0
1606922748.5258,1533.0
1606922748.5278,1519.0
1606922748.5298,1500.0
1606922748.5318,1481.0
1606922748.5338,1469.0
1606922748.5358,1457.0
1606922748.5378,1433.0
1606922748.5398,1402.0
1606922748.5419,1397.0
1606922748.5438,1406.0
1606922748.5458,1421.0
1606922748.5479,1440.0
1606922748.5498,1447.0
1606922748.5518,1418.0
1606922748.5538,1361.0
1606922748.5558,1308.0
1606922748.5578,1282.0
1606922748.5598,1270.0
1606922748.5618,1256.0
1606922748.5638,1241.0
1606922748.566,1232.0
1606922748.5679,1217.0
1606922748.5698,1210.0
1606922748.5719,1232.0
1606922748.5738,1342.0
1606922748.5758,1753.0
1606922748.5778,2430.0
1606922748.5798,2734.0
1606922748.5818,1969.0
1606922748.5838,452.0
1606922748.5858,-165.0
1606922748.5878,636.0
1606922748.5898,1213.0
1606922748.5918,1021.0
1606922748.5938,1007.0
1606922748.5958,1172.0
1606922748.5978,1117.0
1606922748.5998,1067.0
1606922748.6018,1122.0
1606922748.6038,1122.0
1606922748.6058,1098.0
1606922748.6079,1110.0
1606922748.6098,1117.0
1606922748.6118,1117.0
1606922748.6138,1129.0
1606922748.6158,1136.0
1606922748.6178,1146.0
1606922748.6198,1169.0
1606922748.6218,1191.0
1606922748.6238,1205.0
1606922748.6258,1225.0
1606922748.6278,1251.0
1606922748.6298,1275.0
1606922748.6318,1289.0
1606922748.6338,1296.0
1606922748.6358,1301.0
1606922748.6378,1291.0
1606922748.6398,1260.0
1606922749.0381,1215.0
1606922749.0389,1158.0
1606922749.0414,1081.0
1606922749.044,976.0
1606922749.0459,851.0
1606922749.048,746.0
1606922749.0501,660.0
1606922749.0519,583.0
1606922749.0539,535.0
1606922749.0559,521.0
1606922749.0579,521.0
1606922749.0599,523.0
1606922749.062,523.0
1606922749.0641,523.0
1606922749.066,528.0
1606922749.0679,538.0
1606922749.0699,545.0
1606922749.072,545.0
1606922749.0739,543.0
1606922749.0759,545.0
1606922749.0779,547.0
1606922749.0799,538.0
1606922749.0819,521.0
1606922749.0839,514.0
1606922749.0859,519.0
1606922749.0879,516.0
1606922749.0899,500.0
1606922749.0919,490.0
1606922749.0939,492.0
1606922749.0959,492.0
1606922749.0979,480.0
1606922749.0999,478.0
1606922749.1019,483.0
1606922749.1039,476.0
1606922749.1059,466.0
1606922749.1079,468.0
1606922749.1099,473.0
1606922749.112,468.0
1606922749.1139,459.0
1606922749.1159,456.0
1606922749.1179,454.0
1606922749.1199,456.0
1606922749.122,454.0
1606922749.1239,447.0
1606922749.1259,445.0
1606922749.1279,442.0
1606922749.1299,440.0
1606922749.1319,437.0
1606922749.1339,435.0
1606922749.1359,433.0
1606922749.1379,433.0
1606922749.1399,425.0
1606922749.1419,418.0
1606922749.1439,421.0
1606922749.1459,423.0
1606922749.1479,418.0
1606922749.1499,413.0
1606922749.1519,418.0
1606922749.1539,421.0
1606922749.1559,411.0
1606922749.1579,406.0
1606922749.1599,409.0
1606922749.1619,397.0
1606922749.1639,389.0
1606922749.1661,404.0
1606922749.1679,421.0
1606922749.1699,430.0
1606922749.172,456.0
1606922749.1739,478.0
1606922749.1759,464.0
1606922749.1779,425.0
1606922749.1799,392.0
1606922749.1819,378.0
1606922749.608,366.0
1606922749.6089,366.0
1606922749.6114,373.0
1606922749.614,361.0
1606922749.616,334.0
1606922749.618,330.0
1606922749.6201,361.0
1606922749.622,478.0
1606922749.6239,830.0
1606922749.6259,1488.0
1606922749.6279,2009.0
1606922749.6299,1531.0
1606922749.6319,-69.0
1606922749.6339,-1114.0
1606922749.636,-521.0
1606922749.6379,260.0
1606922749.6399,275.0
1606922749.642,258.0
1606922749.6439,430.0
1606922749.6459,442.0
1606922749.6479,387.0
1606922749.6499,425.0
1606922749.6519,445.0
1606922749.6539,421.0
1606922749.6559,437.0
1606922749.6579,459.0
1606922749.6599,456.0
1606922749.6619,471.0
1606922749.6641,495.0
1606922749.6659,495.0
1606922749.668,528.0
1606922749.6699,586.0
1606922749.6719,593.0
1606922749.6739,607.0
1606922749.6759,667.0
1606922749.6779,701.0
1606922749.6799,703.0
1606922749.6819,727.0
1606922749.6839,744.0
1606922749.6859,732.0
1606922749.6879,720.0
1606922749.6899,689.0
1606922749.6921,629.0
1606922749.6939,574.0
1606922749.6959,490.0
1606922749.6979,358.0
1606922749.6999,248.0
1606922749.7019,181.0
1606922749.7039,110.0
1606922749.7059,55.0
1606922749.7079,31.0
1606922749.71,19.0
1606922749.7119,33.0
1606922749.7139,59.0
1606922749.7159,59.0
1606922749.7179,59.0
1606922749.7199,57.0
1606922749.7219,33.0
1606922749.7239,69.0
1606922749.7259,145.0
1606922749.7279,133.0
1606922749.7299,95.0
1606922749.7319,124.0
1606922749.7339,131.0
1606922749.7359,105.0
1606922749.7379,102.0
1606922749.7399,122.0
