Time,HR,RR
1602661164.9145,66,974
1602661165.9340,66,969
1602661166.9241,66,931
1602661167.9140,66,936
1602661168.9040,66,963
1602661170.0124,66,983
1602661170.9140,65,973
1602661171.9041,65,984
1602661172.9241,65,991
1602661173.9165,65,985
1602661175.0229,64,951
1602661175.9240,64,938
1602661176.9141,64,992
1602661177.9039,64,974
1602661178.9527,64,932
1602661179.9139,64,937
1602661180.9039,64,970
1602661181.9240,64,995
1602661182.9140,64,989
1602661184.0147,64,931
1602661184.9239,64,883
1602661185.9140,64,888
1602661186.9041,65,928
1602661187.9532,65,954
1602661189.0912,65,982
1602661189.9043,65,980
1602661190.9240,64,931
1602661191.9140,64,948
1602661193.0245,65,962
1602661193.9541,65,978
1602661194.9140,64,996
1602661195.9039,64,986
1602661196.9465,64,956
1602661198.0232,64,978
1602661198.9341,64,992
1602661199.9240,64,1018
1602661200.9140,63,998
1602661201.9534,63,1016
1602661202.9243,63,1016
1602661203.9139,63,1006
1602661204.9039,63,1012
1602661205.9239,62,1018
1602661207.0232,62,1014
1602661207.9040,62,984
1602661208.9239,62,1007
1602661209.9138,62,1015
1602661210.9550,62,995
1602661212.0634,62,990
1602661212.9141,62,995
1602661213.9038,62,969
1602661214.9239,62,949
1602661215.9633,62,964
1602661216.9041,62,941
1602661217.9241,63,905
1602661219.1591,63,927
1602661221.2977,63,962
1602661221.3284,64,970
1602661222.1575,64,943
1602661222.9038,64,977
1602661223.9238,64,963
1602661224.9643,64,899
1602661225.9041,64,902
1602661226.9241,65,875
1602661227.9138,65,860
1602661228.9038,66,839
1602661230.0358,67,841
1602661230.9139,68,841
1602661231.9338,68,851
1602661232.9238,69,879
1602661233.9637,69,894
1602661234.9039,69,888
1602661235.9238,69,866
1602661236.9138,69,896
1602661237.9037,69,918
1602661238.9739,69,904
1602661239.9139,69,895
1602661240.9037,69,935
1602661241.9238,69,973
1602661242.9137,68,990
1602661243.9041,68,957
1602661244.9238,67,946
1602661245.9738,67,973
1602661246.9037,67,959
1602661247.9789,66,934
1602661248.9138,66,910
1602661249.9038,67,967
1602661250.9237,66,989
1602661251.9137,66,930
1602661253.0149,66,966
1602661253.9238,66,987
1602661254.9137,65,973
1602661255.9036,65,926
1602661256.9749,65,946
1602661257.9140,65,951
1602661258.9037,65,929
1602661259.9236,65,912
1602661260.9436,65,949
1602661261.9848,65,973
1602661262.9238,65,969
1602661263.9136,65,995
1602661264.9336,65,1027
1602661265.9236,64,1026
1602661266.9139,64,983
1602661267.9037,64,998
1602661268.9236,63,984
1602661269.9135,63,950
1602661270.9932,63,983
1602661271.9240,63,1012
1602661272.9137,63,1006
1602661273.9035,63,996
1602661274.9235,63,1048
1602661276.0232,63,1044
1602661276.9037,62,974
1602661277.9236,62,969
1602661278.9134,62,965
1602661279.9535,62,940
1602661280.9238,63,913
1602661281.9136,63,935
1602661282.9035,63,957
1602661283.9422,63,968
1602661285.0249,64,935
1602661285.9035,64,999
1602661286.9237,63,999
1602661287.9134,63,960
1602661288.9799,63,975
1602661290.0338,63,1003
1602661290.9135,63,1009
1602661291.9034,63,971
1602661292.9234,63,909
1602661293.9952,63,914
1602661294.9035,64,960
1602661295.9235,64,1000
1602661296.9135,64,1030
1602661297.9334,63,1029
1602661299.0643,63,1014
1602661299.9135,63,1036
1602661300.9333,62,1045
1602661301.9234,62,1019
1602661302.9330,62,981
