,meanTemp,stdTemp,meanNN,stdNN,NNnumjump,rootjumps,meanHR,stdHR
0,35.10666666666667,0.033023458033461815,1021.0,31.724134845686763,0,4.898979485566356,68.55555555555556,0.9565421578419832
1,35.114444444444445,0.029123952462639362,1029.4444444444443,17.58300099867031,0,7.874007874011811,67.66666666666667,1.0548956716418836
2,35.12222222222223,0.02201563868897454,1004.1111111111111,52.76681457949881,1,12.409673645990857,66.77777777777777,1.2281973923960052
3,35.13,0.0,964.5555555555555,65.69741036751213,1,12.84523257866513,66.11111111111111,1.1976150645422043
4,35.13,0.0,941.861963190184,63.16104275659186,1,12.84523257866513,65.77760736196319,0.8593509030837275
5,35.13,0.0,918.5555555555555,46.80007788426104,1,11.269427669584644,65.55555555555556,0.4972825885748756
6,35.13,0.0,893.4444444444445,12.375244652805947,0,6.708203932499369,65.77777777777777,0.7862728103205162
7,35.13,0.0,887.6666666666666,8.184794051076459,0,3.872983346207417,66.22222222222223,0.7862728103205162
8,35.13,0.0,884.7984615384615,13.036431023828658,0,6.164414002968976,66.66307692307693,0.4730223548173255
9,35.13,0.0,879.0095846645368,17.678368363263065,0,7.3484692283495345,66.81629392971246,0.3875539743920744
10,35.13,0.0,869.1111111111111,17.233550343808282,0,6.6332495807108,67.22222222222223,0.4160564637519892
11,35.13,0.0,852.4444444444445,23.944556837996014,0,8.660254037844387,67.66666666666667,0.8171186736510605
12,35.13,0.0,832.2222222222222,26.231833305943102,0,8.54400374531753,68.11111111111111,0.8755563465529559
13,35.140112359550564,0.02247871929786845,816.6147672552167,27.696841385528636,0,9.848857801796104,68.84590690208668,1.183492476308834
14,35.15,0.028305821171536304,804.7777777777778,29.095918841393072,0,9.0,69.44444444444444,1.1662310452686935
15,35.15,0.028305821171536304,785.2222222222222,19.404218941692225,0,7.211102550927978,70.33333333333333,1.2481693912559677
16,35.156666666666666,0.029836955314490134,770.5555555555555,15.99210086176609,0,6.708203932499369,71.44444444444444,1.7082217889421742
17,35.169815668202766,0.028370566551221776,752.2749615975422,24.28509456987462,0,8.54400374531753,72.75729646697388,1.6122859270097387
18,35.16984662576687,0.02835978694346367,737.3573619631902,30.720776446445296,0,9.38083151964686,73.83588957055214,2.2743612678566913
19,35.17,0.028305821171536304,721.6666666666666,32.56878274906966,0,9.0,75.44444444444444,2.8349469341137925
20,35.18333333333333,0.01887054744769087,699.4444444444445,30.85316874617933,0,9.273618495495704,77.44444444444444,2.873931992036511
21,35.19,0.0,673.8888888888889,26.54250183750654,0,8.717797887081348,79.44444444444444,2.9123952462639244
22,35.19308681672025,0.013265122133351981,655.8199356913183,26.63790214321824,0,9.746794344808963,81.72025723472669,2.995252485826957
23,35.19694136291601,0.019206349414245257,641.5087163232963,28.193878150672273,0,9.055385138137417,83.70206022187004,3.3960732043149457
24,35.19857142857143,0.02101620023384201,632.0,22.484678879488705,0,7.937253933193772,84.57142857142857,3.203901683010538
25,35.202,0.024032944421823587,619.6,12.988541018998161,0,5.830951894845301,86.0,2.686964871333494
26,35.21,0.028349069204661785,610.0,7.087267301165178,0,3.872983346207417,88.0,1.4174534602330355
27,35.21157894736842,0.02892097708751182,605.3947368421053,7.230244271877681,0,3.872983346207417,88.92105263157895,1.4460488543755363
