Time,ECG
1606913413.1133,6054
1606913413.1160,6806
1606913413.1187,7769
1606913413.1213,8520
1606913413.1236,8992
1606913413.1257,9499
1606913413.1274,9950
1606913413.1291,10242
1606913413.1311,10493
1606913413.1331,10867
1606913413.1351,11528
1606913413.1372,12344
1606913413.1397,12713
1606913413.1420,12247
1606913413.1441,11569
1606913413.1468,11514
1606913413.1482,11825
1606913413.1501,11888
1606913413.1520,11869
1606913413.1541,11994
1606913413.1561,12081
1606913413.1582,12100
1606913413.1601,12144
1606913413.1621,12194
1606913413.1641,12226
1606913413.1661,12250
1606913413.1680,12267
1606913413.1700,12276
1606913413.1720,12293
1606913413.1740,12305
1606913413.1760,12281
1606913413.1780,12269
1606913413.1800,12286
1606913413.1820,12276
1606913413.1840,12247
1606913413.1860,12240
1606913413.1880,12240
1606913413.1900,12219
1606913413.1920,12185
1606913413.1940,12151
1606913413.1960,12108
1606913413.1980,12059
1606913413.2000,12001
1606913413.2020,11927
1606913413.2040,11852
1606913413.2060,11777
1606913413.2080,11695
1606913413.2100,11627
1606913413.2120,11569
1606913413.2140,11502
1606913413.2163,11437
1606913413.2180,11381
1606913413.2200,11319
1606913413.2219,11249
1606913413.2239,11183
1606913413.2260,11128
1606913413.2279,11070
1606913413.2299,10995
1606913413.2319,10923
1606913413.2339,10865
1606913413.2360,10802
1606913413.2379,10725
1606913413.2399,10655
1606913413.2419,10592
1606913413.2439,10515
1606913413.2459,10435
1606913413.2479,10361
1606913413.2499,10295
1606913413.2519,10223
1606913413.2539,10139
1606913413.2560,10057
1606913413.2580,9989
1606913413.2600,9914
1606913413.6515,9835
1606913413.6524,9767
1606913413.6549,9685
1606913413.6576,9591
1606913413.6595,9511
1606913413.6615,9439
1606913413.6635,9364
1606913413.6655,9287
1606913413.6675,9202
1606913413.6695,9125
1606913413.6715,9067
1606913413.6735,8985
1606913413.6755,8874
1606913413.6775,8799
1606913413.6795,8739
1606913413.6814,8647
1606913413.6834,8561
1606913413.6854,8495
1606913413.6875,8423
1606913413.6894,8341
1606913413.6915,8261
1606913413.6935,8189
1606913413.6956,8119
1606913413.6974,8035
1606913413.6994,7952
1606913413.7014,7885
1606913413.7034,7803
1606913413.7054,7718
1606913413.7077,7656
1606913413.7095,7603
1606913413.7114,7537
1606913413.7134,7465
1606913413.7154,7395
1606913413.7174,7320
1606913413.7194,7233
1606913413.7214,7154
1606913413.7234,7086
1606913413.7254,7011
1606913413.7274,6929
1606913413.7294,6850
1606913413.7314,6782
1606913413.7334,6722
1606913413.7354,6652
1606913413.7374,6577
1606913413.7394,6507
1606913413.7414,6442
1606913413.7434,6374
1606913413.7454,6295
1606913413.7474,6191
1606913413.7494,6128
1606913413.7514,6333
1606913413.7534,6879
1606913413.7554,7291
1606913413.7575,6956
1606913413.7594,6046
1606913413.7614,5499
1606913413.7634,5595
1606913413.7654,5639
1606913413.7675,5460
1606913413.7694,5417
1606913413.7714,5424
1606913413.7734,5344
1606913413.7755,5281
1606913413.7775,5255
1606913413.7795,5207
1606913413.7815,5151
1606913413.7834,5103
1606913413.7854,5055
1606913413.7875,5006
1606913413.7896,4956
1606913413.7915,4905
1606913413.7935,4864
