,hr,rr
1607020135.9335,0.7006578947368354,-85.75
1607020136.8338,1.7006578947368354,-60.75
1607020137.8537,1.7006578947368354,-47.75
1607020138.8435,1.7006578947368354,-16.75
1607020139.8335,1.7006578947368354,21.25
1607020140.9364,1.7006578947368354,-64.75
1607020141.8437,1.7006578947368354,-99.75
1607020142.8634,2.7006578947368354,-119.75
1607020143.8532,3.7006578947368354,-115.75
1607020144.8432,4.700657894736835,-78.75
1607020145.8336,4.700657894736835,33.25
1607020146.8534,4.700657894736835,48.25
1607020147.8432,3.7006578947368354,80.25
1607020148.8333,1.7006578947368354,91.25
1607020149.9435,0.7006578947368354,-21.75
1607020150.8436,0.7006578947368354,-64.75
1607020151.8334,0.7006578947368354,-89.75
1607020152.8532,1.7006578947368354,-207.75
1607020153.8431,4.700657894736835,-207.75
1607020154.9525,6.700657894736835,-166.75
1607020155.8532,7.700657894736835,-71.75
1607020156.843,7.700657894736835,136.25
1607020157.8332,1.7006578947368354,111.25
1607020158.9085,0.7006578947368354,52.25
1607020159.8431,0.7006578947368354,1.25
1607020160.8331,-0.2993421052631646,-69.75
1607020161.8529,0.7006578947368354,-138.75
1607020162.865,0.7006578947368354,-106.75
1607020163.9699,1.7006578947368354,-74.75
1607020164.853,1.7006578947368354,134.25
1607020165.8428,0.7006578947368354,110.25
1607020166.8332,-1.2993421052631646,63.25
1607020167.9045,-1.2993421052631646,22.25
1607020168.8432,-1.2993421052631646,-15.75
1607020169.8335,-1.2993421052631646,-113.75
1607020170.8528,-0.2993421052631646,-122.75
1607020171.8427,0.7006578947368354,-83.75
1607020172.9401,1.7006578947368354,-12.75
1607020173.8531,1.7006578947368354,53.25
1607020174.8429,0.7006578947368354,106.25
1607020175.8627,-0.2993421052631646,110.25
1607020176.8526,-1.2993421052631646,-26.75
1607020177.9513,-1.2993421052631646,-62.75
1607020178.8329,-0.2993421052631646,-79.75
1607020179.8827,0.7006578947368354,-109.75
1607020180.8426,1.7006578947368354,-57.75
1607020181.9134,1.7006578947368354,36.25
1607020182.8527,1.7006578947368354,103.25
1607020183.8426,0.7006578947368354,98.25
1607020184.8325,-0.2993421052631646,87.25
1607020185.8525,-0.2993421052631646,61.25
1607020186.962,-1.2993421052631646,-20.75
1607020187.8326,-1.2993421052631646,-55.75
1607020188.8525,-0.2993421052631646,-38.75
1607020189.8424,-0.2993421052631646,-60.75
1607020190.8902,-0.2993421052631646,-44.75
1607020192.0735,0.7006578947368354,-6.75
1607020192.8919,-0.2993421052631646,-11.75
1607020193.8338,-0.2993421052631646,-14.75
1607020195.1607,-0.2993421052631646,-21.75
1607020196.1422,-0.2993421052631646,-14.75
1607020196.8329,-0.2993421052631646,-40.75
1607020197.8525,0.7006578947368354,-19.75
1607020198.8439,0.7006578947368354,2.25
1607020199.8662,0.7006578947368354,-13.75
1607020200.9787,0.7006578947368354,11.25
1607020201.8423,-0.2993421052631646,37.25
1607020202.8325,-0.2993421052631646,-10.75
1607020203.8524,-0.2993421052631646,-37.75
1607020204.8961,-0.2993421052631646,-52.75
1607020205.8321,-0.2993421052631646,-85.75
1607020206.8523,0.7006578947368354,-78.75
1607020207.842,1.7006578947368354,10.25
1607020208.862,1.7006578947368354,24.25
1607020209.9927,0.7006578947368354,13.25
1607020210.8423,0.7006578947368354,27.25
1607020211.8319,-0.2993421052631646,51.25
1607020212.8518,-0.2993421052631646,19.25
1607020213.8927,-0.2993421052631646,-59.75
1607020214.8322,-0.2993421052631646,-53.75
1607020215.8519,-0.2993421052631646,-44.75
1607020216.8417,0.7006578947368354,-30.75
1607020217.8316,0.7006578947368354,49.25
1607020218.9029,0.7006578947368354,171.25
1607020219.8418,-0.2993421052631646,168.25
1607020220.8316,-2.2993421052631646,60.25
1607020221.8516,-2.2993421052631646,-14.75
1607020222.9214,-2.2993421052631646,-0.75
1607020223.8319,-2.2993421052631646,37.25
