Time,HR,RR
1607020133.8358,69,763
1607020134.8554,71,739
1607020135.9335,72,790
1607020136.8338,73,815
1607020137.8537,73,828
1607020138.8435,73,859
1607020139.8335,73,897
1607020140.9364,73,811
1607020141.8437,73,776
1607020142.8634,74,756
1607020143.8532,75,760
1607020144.8432,76,797
1607020145.8336,76,909
1607020146.8534,76,924
1607020147.8432,75,956
1607020148.8333,73,967
1607020149.9435,72,854
1607020150.8436,72,811
1607020151.8334,72,786
1607020152.8532,73,668
1607020153.8431,76,668
1607020154.9525,78,709
1607020155.8532,79,804
1607020156.8430,79,1012
1607020157.8332,73,987
1607020158.9085,72,928
1607020159.8431,72,877
1607020160.8331,71,806
1607020161.8529,72,737
1607020162.8650,72,nan
1607020163.9699,73,801
1607020164.8530,73,1010
1607020165.8428,72,986
1607020166.8332,70,939
1607020167.9045,70,898
1607020168.8432,70,860
1607020169.8335,70,762
1607020170.8528,71,753
1607020171.8427,72,792
1607020172.9401,73,863
1607020173.8531,73,929
1607020174.8429,72,982
1607020175.8627,71,986
1607020176.8526,70,849
1607020177.9513,70,813
1607020178.8329,71,796
1607020179.8827,72,766
1607020180.8426,73,818
1607020181.9134,73,912
1607020182.8527,73,979
1607020183.8426,72,974
1607020184.8325,71,963
1607020185.8525,71,937
1607020186.9620,70,855
1607020187.8326,70,820
1607020188.8525,71,837
1607020189.8424,71,815
1607020190.8902,71,831
1607020192.0735,72,869
1607020192.8919,71,864
1607020193.8338,71,861
1607020195.1607,71,854
1607020196.1422,71,861
1607020196.8329,71,835
1607020197.8525,72,856
1607020198.8439,72,878
1607020199.8662,72,862
1607020200.9787,72,887
1607020201.8423,71,913
1607020202.8325,71,865
1607020203.8524,71,838
1607020204.8961,71,823
1607020205.8321,71,790
1607020206.8523,72,797
1607020207.8420,73,886
1607020208.8620,73,900
1607020209.9927,72,889
1607020210.8423,72,903
1607020211.8319,71,927
1607020212.8518,71,895
1607020213.8927,71,816
1607020214.8322,71,822
1607020215.8519,71,831
1607020216.8417,72,845
1607020217.8316,72,925
1607020218.9029,72,1047
1607020219.8418,71,1044
1607020220.8316,69,936
1607020221.8516,69,861
1607020222.9214,69,875
1607020223.8319,69,913
1607020224.8517,69,885
1607020225.8415,69,893
1607020226.8315,69,961
1607020227.9027,69,1047
1607020228.8416,68,981
1607020229.8315,67,943
1607020230.8514,67,918
1607020231.8413,67,862
1607020232.8318,67,842
1607020233.8516,68,852
1607020234.8414,68,916
1607020235.8313,68,975
1607020236.9105,68,983
1607020237.8415,67,986
1607020238.8314,67,896
1607020239.8512,67,777
1607020240.8412,67,728
1607020241.9429,69,733
1607020242.8513,70,857
1607020243.8413,71,1199
1607020244.8313,70,1072
1607020245.8512,68,944
1607020246.8416,68,842
1607020247.8313,68,835
1607020248.8513,69,804
1607020249.8411,69,810
1607020250.9095,70,827
1607020251.8518,70,927
1607020252.8412,70,940
1607020253.8311,69,944
1607020254.8510,69,915
1607020255.9510,69,846
1607020256.8311,69,835
1607020257.8509,70,819
1607020258.8409,70,833
1607020259.9090,71,843
1607020260.8513,71,859
1607020261.8410,71,836
1607020262.8308,71,871
1607020263.8701,71,914
1607020264.9519,71,860
1607020265.8309,71,838
1607020266.8508,71,809
1607020267.8406,72,810
1607020268.8490,72,837
1607020269.8513,72,894
1607020270.8407,72,921
1607020271.8307,72,927
1607020272.8505,71,914
1607020273.9263,71,867
1607020274.8606,71,855
1607020275.8505,71,869
1607020276.8405,71,885
1607020277.8605,71,906
1607020278.9606,70,948
1607020279.8705,70,946
1607020280.8305,69,849
1607020281.8503,70,811
1607020282.8915,70,824
1607020283.8305,71,819
1607020284.8504,71,862
1607020285.8403,71,878
1607020286.8566,71,958
1607020287.9681,70,900
1607020288.8404,70,872
1607020289.8303,70,846
1607020290.8502,70,808
1607020291.8909,71,821
1607020292.8306,71,888
1607020293.8502,71,987
1607020294.8401,71,985
1607020295.8300,70,997
1607020296.9617,69,975
1607020297.8401,68,924
1607020298.8300,68,859
1607020299.8499,69,833
1607020300.8596,69,820
1607020301.9711,70,870
1607020302.8500,70,940
1607020303.8399,70,1024
1607020304.8298,69,978
1607020305.9005,68,951
1607020306.8404,68,929
1607020307.8599,68,945
1607020308.8498,67,974
1607020309.8398,67,913
1607020310.9708,67,944
1607020311.8199,67,935
1607020312.8399,67,959
1607020313.8296,66,981
1607020314.9002,66,922
1607020315.8400,66,867
1607020316.8298,67,792
1607020317.8196,68,802
1607020318.8397,69,947
1607020319.9193,69,1004
1607020320.8198,68,1013
1607020321.8397,68,998
1607020322.8295,67,960
1607020323.8693,67,882
1607020324.8396,67,826
1607020325.8295,68,812
1607020326.8196,68,866
1607020327.8394,69,887
1607020328.9402,69,910
1607020329.8495,69,963
1607020330.8394,68,951
1607020331.8294,68,841
1607020332.8396,68,778
1607020333.8398,69,776
1607020334.8296,71,776
1607020335.8194,72,825
1607020336.8394,72,871
1607020337.9191,72,890
1607020338.8195,72,872
1607020339.8395,71,880
1607020340.8593,71,841
1607020341.8492,71,805
1607020342.9206,72,815
1607020343.8293,72,841
1607020344.8192,72,907
1607020345.8392,72,901
1607020346.8514,71,928
1607020347.8191,71,925
1607020348.8389,70,852
1607020349.8290,70,840
1607020350.8189,71,831
1607020351.9193,71,839
1607020352.8293,71,872
1607020353.8191,71,908
1607020354.8390,71,958
1607020355.8503,70,930
1607020356.9609,70,922
1607020357.8392,69,892
1607020358.8288,70,847
1607020359.8188,70,865
1607020360.9502,70,911
1607020361.8292,70,890
1607020362.8188,70,892
1607020363.8386,70,900
1607020364.8287,69,896
1607020365.9402,70,843
1607020366.8388,70,874
1607020367.8287,70,848
1607020368.8186,70,873
1607020369.8582,70,903
1607020370.8290,70,918
1607020371.8187,70,923
1607020372.8386,69,900
1607020373.8586,69,846
1607020374.9270,70,817
1607020375.8387,70,785
