Time,HR,RR
1606836169.0438,88,668
1606836170.0026,88,686
1606836170.9894,89,638
1606836172.0092,90,624
1606836172.9991,91,676
1606836174.1082,91,718
1606836175.0094,90,699
1606836175.9993,88,729
1606836176.9893,88,698
1606836178.0375,88,678
1606836179.1186,88,692
1606836179.9896,89,686
1606836181.0094,89,640
1606836181.9992,91,677
1606836183.0432,90,791
1606836184.0098,89,713
1606836184.9994,87,746
1606836185.9893,86,806
1606836187.0093,85,752
1606836188.1401,84,715
1606836188.9896,84,784
1606836190.0094,83,823
1606836190.9993,82,748
1606836192.0486,81,810
1606836193.0097,80,732
1606836193.9996,80,725
1606836194.9894,81,783
1606836196.0093,80,760
1606836197.0587,80,752
1606836197.9894,80,818
1606836199.0096,79,759
1606836199.9994,79,796
1606836201.0495,79,840
1606836202.0397,78,802
1606836202.9995,79,763
1606836204.0195,79,806
1606836205.0393,79,778
1606836206.0506,79,754
1606836206.9898,80,865
1606836208.0097,79,921
1606836208.9994,78,839
1606836209.9893,77,844
1606836211.1216,76,860
1606836211.9996,76,749
1606836212.9894,76,762
1606836214.0095,77,841
1606836215.0493,76,789
1606836215.9898,76,838
1606836217.0098,76,932
1606836217.9993,75,844
1606836218.9893,75,762
1606836220.0912,75,891
1606836220.9998,75,773
1606836221.9907,75,664
1606836223.0094,77,709
1606836223.9993,79,765
1606836224.9898,79,803
1606836226.0095,79,856
1606836226.9994,79,799
1606836227.9893,78,784
1606836229.0610,78,856
1606836229.9997,77,747
1606836230.9896,77,784
1606836232.0093,77,829
1606836232.9993,77,725
1606836234.1286,77,759
1606836235.0397,78,858
1606836235.9994,78,962
1606836236.9893,76,818
1606836238.0607,76,934
1606836238.9997,75,882
1606836239.9894,74,816
1606836241.0093,74,921
1606836242.0174,74,978
1606836243.1010,72,961
1606836244.0094,71,786
1606836244.9993,71,831
1606836245.9892,72,924
1606836247.0044,72,867
1606836247.9994,71,772
1606836248.9894,72,844
1606836249.9792,72,971
1606836250.9991,71,880
1606836252.0700,70,844
1606836253.0097,70,942
1606836253.9992,70,958
1606836254.9891,70,804
1606836255.9980,70,838
1606836257.1097,70,939
1606836257.9891,70,799
1606836259.0091,70,874
1606836259.9990,70,955
1606836261.0395,70,860
1606836262.0394,70,784
1606836262.9993,71,914
1606836263.9891,70,793
1606836264.9994,70,812
1606836266.1050,71,912
1606836266.9892,71,975
1606836267.9790,70,853
1606836268.9988,71,894
1606836270.0111,71,985
1606836271.1179,70,962
1606836271.9990,70,871
1606836272.9888,69,749
1606836273.9789,71,766
1606836275.0806,72,946
1606836275.9889,71,889
1606836276.9788,71,790
1606836277.9989,71,876
1606836279.0094,71,950
1606836280.1185,70,913
1606836280.9991,71,911
1606836281.9888,71,936
1606836282.9788,70,847
1606836284.0492,71,825
1606836284.9889,71,843
1606836286.0089,71,761
1606836286.9989,71,880
1606836287.9889,72,929
1606836289.1189,71,868
1606836289.9992,71,778
1606836290.9888,72,904
1606836291.9787,71,865
1606836293.0491,71,789
1606836293.9892,71,824
1606836294.9790,72,923
1606836295.9989,71,779
1606836296.9888,71,772
1606836298.0683,72,701
1606836298.9992,74,749
1606836299.9890,74,845
1606836300.9789,73,853
1606836302.0208,73,929
1606836303.1279,73,942
1606836303.9790,72,855
1606836305.0290,72,775
1606836305.9888,72,868
1606836307.0985,72,896
1606836308.0295,71,797
1606836308.9888,72,868
1606836309.9788,72,929
1606836310.9987,71,905
1606836312.1274,71,805
1606836312.9789,72,926
1606836313.9987,72,948
1606836314.9888,71,866
1606836316.0602,71,778
1606836316.9991,72,840
1606836317.9887,72,897
1606836319.0086,71,778
1606836319.9986,72,829
1606836321.0694,72,895
1606836321.9788,72,759
1606836322.9987,72,777
1606836323.9886,73,886
1606836325.0003,72,948
1606836325.9990,72,754
1606836326.9887,73,826
1606836327.9786,73,908
1606836328.9985,73,960
1606836330.0695,72,796
1606836330.9788,72,820
1606836331.9986,72,897
1606836332.9884,72,880
1606836333.9784,72,758
1606836335.0804,72,785
1606836335.9887,73,862
1606836336.9785,73,828
1606836337.9986,72,795
1606836339.0984,73,888
1606836339.9787,72,921
1606836340.9987,72,747
1606836341.9886,73,820
1606836342.9784,73,910
1606836344.0779,73,922
1606836344.9886,72,806
1606836345.9785,72,881
1606836346.9984,72,978
1606836348.0078,71,853
1606836348.9788,71,821
1606836349.9984,71,910
1606836350.9891,71,939
1606836352.0083,70,826
1606836353.0806,70,805
1606836353.9887,71,933
1606836354.9784,70,1019
1606836355.9982,69,870
1606836357.0091,69,931
1606836358.1184,69,942
1606836358.9983,69,862
1606836359.9883,69,832
1606836360.9782,69,913
1606836362.0200,69,962
1606836363.0185,69,896
1606836363.9781,69,967
1606836364.9982,69,937
1606836365.9880,68,818
1606836367.0895,68,918
1606836367.9982,68,950
1606836368.9881,69,838
1606836370.0079,69,907
1606836371.0185,69,934
1606836372.1296,69,819
1606836373.0082,69,853
1606836373.9980,70,922
1606836374.9881,69,967
1606836376.1189,69,854
1606836376.9982,69,836
1606836377.9881,71,728
1606836378.9779,72,810
1606836380.0177,73,873
1606836381.1289,73,827
1606836381.9783,74,735
1606836382.9980,75,820
1606836383.9881,75,904
1606836385.0886,75,794
1606836385.9984,75,802
1606836386.9882,75,944
1606836387.9782,74,822
1606836388.9981,73,839
1606836390.0990,73,880
1606836390.9781,73,741
1606836391.9980,74,824
1606836392.9879,74,922
1606836394.0276,74,874
1606836394.9984,73,747
1606836395.9882,74,775
1606836396.9780,74,917
1606836397.9979,74,782
1606836399.0711,74,791
1606836399.9781,74,894
1606836400.9980,74,791
1606836401.9879,74,913
1606836403.0566,73,954
1606836404.1684,73,787
1606836404.9880,73,777
1606836405.9778,73,934
1606836406.9978,73,812
1606836408.0379,73,891
1606836408.9782,73,938
1606836409.9979,72,862
1606836410.9878,72,784
1606836411.9965,72,896
1606836413.1674,72,836
1606836414.0180,72,764
1606836415.1315,72,831
1606836416.2390,73,914
1606836417.4685,72,903
1606836418.0077,72,772
1606836419.0321,72,757
1606836419.9877,73,828
1606836420.9778,73,798
1606836422.0782,73,887
1606836422.9882,73,950
1606836423.9779,72,953
1606836424.9981,72,791
1606836425.9877,72,844
1606836426.9782,73,865
1606836427.9979,72,763
1606836428.9878,73,776
1606836429.9777,74,887
1606836431.0476,73,860
1606836431.9881,73,752
1606836432.9779,73,810
1606836433.9978,74,912
1606836434.9877,73,949
1606836436.1168,72,852
1606836436.9977,73,871
1606836437.9877,73,808
1606836438.9777,73,772
1606836440.0472,74,871
1606836440.9880,74,896
1606836441.9777,74,812
1606836442.9977,74,883
1606836444.0079,73,926
1606836445.0871,72,770
1606836445.9978,73,727
1606836446.9877,73,774
1606836447.9775,74,893
1606836448.9975,74,782
1606836449.9878,74,838
1606836451.0377,74,927
1606836451.9975,73,716
1606836452.9874,74,687
1606836454.0570,77,730
1606836454.9976,77,695
1606836455.9875,78,726
1606836456.9775,79,801
1606836457.9974,78,822
1606836459.0973,78,747
1606836459.9776,78,789
1606836460.9974,77,898
1606836461.9874,77,743
1606836463.0271,77,813
1606836463.9975,77,901
1606836464.9876,76,902
1606836465.9775,75,761
1606836466.9973,76,782
1606836468.0975,76,833
1606836468.9774,76,815
1606836469.9975,76,740
1606836470.9873,77,894
1606836471.9967,76,869
1606836473.1091,75,776
1606836473.9875,76,816
1606836474.9773,75,904
1606836475.9973,75,783
1606836477.0716,74,772
1606836477.9778,75,832
1606836478.9973,75,775
1606836479.9872,75,783
1606836480.9970,75,775
1606836482.1084,76,756
1606836482.9873,76,712
1606836484.0073,78,768
