Time,HR,RR
1606912452.3064,82,718
1606912453.3259,83,730
1606912454.3441,83,752
1606912455.3339,83,749
1606912456.3529,83,722
1606912457.3143,83,793
1606912458.3040,83,834
1606912459.3241,82,902
1606912460.3139,80,873
1606912461.4238,79,852
1606912462.3241,78,830
1606912463.3134,78,813
1606912464.3024,77,814
1606912465.3465,77,787
1606912466.4650,77,814
1606912467.3002,77,823
1606912468.3196,77,839
1606912469.3089,76,835
1606912470.4180,76,816
1606912471.3180,76,796
1606912472.3075,76,788
1606912473.2969,76,827
1606912474.3458,76,810
1606912475.4259,76,816
1606912476.2957,76,847
1606912477.3152,75,819
1606912478.3049,75,807
1606912479.3546,75,815
1606912480.3148,75,777
1606912481.3042,76,780
1606912482.2937,76,796
1606912483.3134,76,784
1606912484.4146,77,812
1606912485.2932,77,867
1606912486.3128,76,853
1606912487.3025,76,823
1606912488.3424,75,846
1606912489.3127,75,818
1606912490.3022,75,813
1606912491.2922,75,805
1606912492.3117,75,790
1606912493.3535,75,803
1606912494.2918,76,814
1606912495.3113,76,797
1606912496.3014,76,715
1606912497.3417,78,698
1606912498.4493,78,729
1606912499.3013,79,747
1606912500.2907,79,687
1606912501.3107,81,651
1606912502.3518,83,673
1606912503.2907,84,709
1606912504.3105,84,746
1606912505.3003,84,749
1606912506.2902,83,755
1606912507.4473,83,759
1606912508.3003,83,764
1606912509.2901,82,795
1606912510.3100,81,786
1606912511.3516,81,756
1606912512.2901,81,746
1606912513.3104,81,761
1606912514.2998,81,797
1606912515.3113,80,859
1606912516.3609,80,888
1606912517.2999,79,871
1606912518.2898,77,824
1606912519.3096,77,827
1606912520.2996,77,800
1606912521.3200,77,735
1606912522.3097,78,705
1606912523.2996,79,742
1606912524.2896,79,800
1606912525.3611,79,874
1606912526.2996,78,777
1606912527.2895,78,797
1606912528.3094,78,695
1606912529.3294,80,672
1606912530.4314,81,697
1606912531.3094,82,762
1606912532.2994,82,770
1606912533.2893,81,829
1606912534.3591,81,859
1606912535.3597,80,855
1606912536.2895,79,830
1606912537.3094,79,804
1606912538.2993,78,850
1606912539.3991,77,814
1606912540.3094,77,847
1606912541.2994,77,785
1606912542.2892,77,798
1606912543.3092,77,810
1606912544.2997,77,814
1606912545.2892,77,836
1606912546.3092,76,878
1606912547.2991,76,867
1606912548.3707,75,829
1606912549.3094,75,771
1606912550.2992,76,771
1606912551.2889,76,787
1606912552.3090,77,746
1606912553.4095,77,753
1606912554.3198,78,780
1606912555.3090,78,747
1606912556.2990,79,738
1606912557.3775,80,733
1606912558.3091,80,723
1606912559.2990,81,707
1606912560.2889,82,737
1606912561.3088,82,784
1606912562.4079,82,814
1606912563.2890,81,808
1606912564.3088,80,836
1606912565.2987,79,784
1606912566.3091,79,779
1606912567.4244,79,732
1606912568.2990,79,734
1606912569.2888,80,754
1606912570.3088,80,761
1606912571.3779,80,821
1606912572.2889,80,838
1606912573.3088,79,827
1606912574.2988,78,842
1606912575.3409,78,830
1606912576.4477,77,821
1606912577.2988,77,844
1606912578.2887,76,809
1606912579.3387,76,806
1606912580.3492,77,803
1606912581.2891,77,791
1606912582.2787,77,816
1606912583.2986,77,807
1606912584.2886,76,830
1606912585.4176,76,832
1606912586.2987,76,824
1606912587.3187,76,828
1606912588.3086,76,833
1606912589.3173,76,768
1606912590.2888,76,635
1606912591.2786,78,668
1606912592.2986,80,697
1606912593.2885,81,762
1606912594.3575,82,795
1606912595.2987,81,822
1606912596.2885,80,831
1606912597.2786,80,812
1606912598.3187,79,826
1606912599.4565,78,803
1606912600.2786,78,754
1606912601.2986,78,794
1606912602.2884,78,781
1606912603.3601,78,787
1606912604.2990,78,830
1606912605.2885,78,815
1606912606.2784,78,798
1606912607.2984,78,793
1606912608.4377,78,779
1606912609.2786,78,806
1606912610.2984,78,827
1606912611.2883,78,836
1606912612.3286,77,834
1606912613.2988,77,794
1606912614.2885,77,754
1606912615.2787,77,772
1606912616.2984,78,705
1606912617.3684,79,739
1606912618.2787,80,736
1606912619.2984,80,769
1606912620.3182,80,827
1606912621.3082,80,850
1606912622.2983,79,823
1606912623.2883,78,860
1606912624.2783,77,790
1606912625.2981,77,732
1606912626.3695,78,719
1606912627.2784,80,686
1606912628.2983,80,765
1606912629.2881,80,766
1606912630.2781,80,770
1606912631.3795,80,804
1606912632.2882,80,823
1606912633.2782,79,832
1606912634.3581,78,826
1606912635.3697,78,748
1606912636.2782,79,729
1606912637.2983,80,704
1606912638.2882,80,724
1606912639.2780,81,759
1606912640.4086,81,793
1606912641.2883,81,735
1606912642.2781,81,683
1606912643.2981,83,644
1606912644.3074,84,659
1606912645.2785,87,659
1606912646.2983,87,746
1606912647.2881,87,812
1606912648.2780,86,821
1606912649.3808,83,837
1606912650.2883,82,834
1606912651.2782,81,765
1606912652.2980,81,782
1606912653.3180,80,766
1606912654.4491,80,744
1606912655.2982,80,775
1606912656.2881,80,735
1606912657.2781,81,800
1606912658.3178,80,811
1606912659.2882,80,816
1606912660.2780,79,764
1606912661.2980,79,776
1606912662.2880,79,786
1606912663.4147,79,721
1606912664.2980,80,730
1606912665.2880,81,741
1606912666.2779,81,720
1606912667.3174,82,690
1606912668.4269,82,649
1606912669.2779,85,666
1606912670.2979,85,762
1606912671.2879,84,782
1606912672.3867,83,771
1606912673.2981,83,786
1606912674.3180,82,769
1606912675.2778,82,746
1606912676.3196,82,794
1606912677.3956,81,782
1606912678.2784,81,753
1606912679.2979,81,776
1606912680.2877,80,784
1606912681.3286,80,770
1606912682.2981,80,799
1606912683.2877,80,805
1606912684.2776,79,783
1606912685.2976,79,811
1606912686.3992,79,762
1606912687.3077,79,761
1606912688.2976,79,751
1606912689.2875,80,733
1606912690.3282,80,764
1606912691.2979,80,720
1606912692.2878,81,736
1606912693.2777,81,776
1606912694.2975,81,767
1606912695.3376,81,717
1606912696.2779,81,742
1606912697.2975,81,769
1606912698.2876,81,755
1606912699.3270,81,736
1606912700.4978,81,775
1606912701.2877,81,752
1606912702.2776,81,763
1606912703.2975,81,769
1606912704.3370,81,757
1606912705.2777,81,764
1606912706.2975,81,756
1606912707.2874,81,724
1606912708.2774,82,711
1606912709.4068,82,747
1606912710.2877,82,724
1606912711.2775,83,750
1606912712.2974,83,740
1606912713.3365,83,696
1606912714.2775,84,721
1606912715.3275,84,708
1606912716.2874,84,708
1606912717.2773,85,712
1606912718.3761,85,711
1606912719.3175,85,721
1606912720.3074,85,717
1606912721.2974,85,633
1606912722.2874,88,621
1606912723.2775,89,647
1606912724.2974,91,639
1606912725.2873,92,666
1606912726.2773,92,705
1606912727.3482,91,729
1606912728.2876,90,741
1606912729.2775,88,776
1606912730.2973,86,784
1606912731.2872,85,769
1606912732.3886,84,783
1606912733.2973,83,766
1606912734.2872,83,721
1606912735.2771,83,750
1606912736.3565,83,773
1606912737.2873,82,751
1606912738.3073,82,730
1606912739.2971,82,772
1606912740.3171,82,779
1606912741.3885,82,765
1606912742.2975,81,788
1606912743.2871,81,804
1606912744.2770,81,841
1606912745.3179,79,831
1606912746.2874,79,781
