Time,HR,RR
1607169964.7825,51,1443
1607169965.7702,51,nan
1607169966.7912,50,1505
1607169967.8685,50,1572
1607169968.7704,49,1381
1607169969.7602,49,nan
1607169970.7802,48,1279
1607169971.7705,48,nan
1607169972.7605,48,1640
1607169973.7802,47,1745
1607169974.8002,46,1480
1607169975.7601,46,nan
1607169976.8359,45,1485
1607169977.7704,45,1440
1607169978.7601,45,nan
1607169979.7800,45,1359
1607169980.7705,45,1583
1607169981.8803,45,nan
1607169982.8105,44,1558
1607169983.7700,44,1531
1607169984.7599,44,nan
1607169985.8401,43,1496
1607169986.7705,43,1408
1607169987.7601,43,1489
1607169988.7800,43,nan
1607169989.7714,43,1511
1607169990.8757,43,1404
1607169991.7802,43,nan
1607169992.7701,43,1437
1607169993.7598,43,1560
1607169994.7799,43,nan
1607169995.7705,43,1488
1607169996.7601,42,1504
1607169997.7800,42,1496
1607169998.7699,42,nan
1607169999.8416,42,1313
1607170000.7803,42,1352
1607170001.7699,42,nan
1607170002.7597,43,1504
1607170003.7797,43,1558
1607170004.8894,43,nan
1607170005.7606,42,1481
1607170006.7797,42,1519
1607170007.7697,42,1428
1607170008.8097,42,nan
1607170009.7800,42,1313
1607170010.7699,42,1457
1607170011.7595,42,nan
1607170012.7796,43,1476
1607170013.8810,43,1335
1607170014.7598,43,1462
1607170015.8097,43,nan
1607170016.7695,43,1582
1607170017.7887,43,1389
1607170018.8893,43,nan
1607170019.7697,42,1408
1607170020.7593,43,1495
1607170021.7793,43,1365
1607170022.8473,43,nan
1607170023.7897,43,1268
1607170024.7794,43,1488
1607170025.7693,43,nan
1607170026.7799,43,1504
1607170027.8904,43,1447
1607170028.7697,43,1464
1607170029.7593,43,nan
1607170030.7792,43,1415
1607170031.7899,43,1319
1607170032.7597,43,1356
1607170033.7792,43,nan
1607170034.7691,43,1400
1607170035.7594,43,1324
1607170036.8894,44,1328
1607170037.7696,44,1372
1607170038.7593,44,nan
1607170039.7792,44,1333
1607170040.8190,44,1319
1607170041.9286,44,1356
1607170042.7794,44,nan
1607170043.7692,45,1389
1607170044.7591,45,1320
1607170045.8284,45,1355
1607170046.7695,45,1151
1607170047.7592,45,nan
1607170048.8092,45,1301
1607170049.8215,46,1310
1607170050.8973,46,1161
1607170051.7795,46,1332
1607170052.7692,46,nan
1607170053.7591,47,1367
1607170054.8596,47,1275
1607170055.7694,47,1300
1607170056.7592,47,nan
1607170057.7790,47,1337
1607170058.7690,47,1301
1607170059.8991,47,1282
1607170060.7792,47,1318
1607170061.7691,47,nan
1607170062.7591,47,1351
1607170063.8384,47,1300
1607170064.7691,47,1341
1607170065.7590,47,nan
1607170066.7791,47,1344
1607170067.7689,47,1286
1607170068.8489,47,1328
1607170069.7793,47,nan
1607170070.7689,47,1332
1607170071.7590,47,1318
1607170072.7790,47,1396
1607170073.9101,46,1392
1607170074.7592,46,nan
1607170075.7789,46,1244
1607170076.7689,46,1307
1607170077.8080,46,1422
1607170078.7792,46,nan
1607170079.7690,46,1311
1607170080.7588,46,1343
1607170081.8087,46,nan
1607170082.8504,46,1436
1607170083.7591,46,1377
1607170084.7786,46,1460
1607170085.7688,46,nan
1607170086.8101,46,1493
1607170087.7791,45,1343
1607170088.7688,45,1316
1607170089.7588,45,1383
1607170090.7786,45,nan
1607170091.8506,45,1283
1607170092.7588,45,1252
1607170093.7787,46,1287
1607170094.7685,46,nan
1607170095.7586,46,1307
1607170096.7791,46,1262
1607170097.7689,46,1327
1607170098.7586,46,1380
1607170099.7785,46,nan
1607170100.8189,46,1342
1607170101.7586,46,1366
1607170102.7786,46,1396
1607170103.7685,46,nan
1607170104.7585,46,1305
1607170105.8601,46,1308
1607170106.7686,46,1322
1607170107.7585,46,1280
1607170108.7784,46,nan
1607170109.7901,46,1249
1607170110.7585,46,1278
1607170111.7784,47,1281
1607170112.7684,47,1254
1607170113.7583,47,nan
1607170114.8602,47,1258
1607170115.7684,47,1323
1607170116.7585,47,1390
1607170117.7783,47,nan
1607170118.7682,47,1346
1607170119.8780,47,1376
1607170120.7784,47,1469
1607170121.7683,47,nan
1607170122.7582,46,1367
1607170123.8277,46,1325
1607170124.7684,46,1374
1607170125.7582,46,nan
1607170126.7782,46,1348
1607170127.7681,46,1292
1607170128.8698,46,1328
1607170129.8085,46,nan
1607170130.7682,46,1356
1607170131.7581,46,1333
1607170132.7980,46,1385
1607170133.7685,46,nan
1607170134.7586,46,1449
1607170135.7781,46,1353
1607170136.7680,45,1330
1607170137.8675,45,nan
1607170138.7786,46,1357
1607170139.7682,46,1298
1607170140.7580,46,1293
