,ecg
1607013963.4834,5154.0
1607013963.4863,5900.0
1607013963.489,6742.0
1607013963.4917,7573.0
1607013963.4941,8081.0
1607013963.4962,8553.0
1607013963.4988,9037.0
1607013963.5004,9396.0
1607013963.5024,9698.0
1607013963.5044,9998.0
1607013963.5064,10236.0
1607013963.5084,10434.0
1607013963.5104,10640.0
1607013963.5124,10824.0
1607013963.5144,10948.0
1607013963.5164,11061.0
1607013963.5184,11190.0
1607013963.5204,11308.0
1607013963.5224,11400.0
1607013963.5244,11490.0
1607013963.5265,11577.0
1607013963.5284,11633.0
1607013963.5304,11654.0
1607013963.5324,11681.0
1607013963.5344,11705.0
1607013963.5364,11717.0
1607013963.5383,11722.0
1607013963.5403,11732.0
1607013963.5423,11742.0
1607013963.5443,11749.0
1607013963.5463,11749.0
1607013963.5483,11749.0
1607013963.5503,11759.0
1607013963.5523,11754.0
1607013963.5543,11730.0
1607013963.5563,11713.0
1607013963.5583,11705.0
1607013963.5604,11686.0
1607013963.5623,11654.0
1607013963.5643,11628.0
1607013963.5663,11604.0
1607013963.5683,11567.0
1607013963.5703,11529.0
1607013963.5723,11502.0
1607013963.5743,11470.0
1607013963.5763,11408.0
1607013963.5783,11335.0
1607013963.5803,11301.0
1607013963.5823,11272.0
1607013963.5843,11197.0
1607013963.5865,11110.0
1607013963.5884,11049.0
1607013963.5902,10998.0
1607013963.5922,10935.0
1607013963.5942,10875.0
1607013963.5962,10826.0
1607013963.5983,10773.0
1607013963.6003,10703.0
1607013963.6022,10630.0
1607013963.6042,10567.0
1607013963.6062,10594.0
1607013963.6083,10826.0
1607013963.6102,11098.0
1607013963.6122,10981.0
1607013963.6142,10316.0
1607013963.6162,9621.0
1607013963.6182,9568.0
1607013963.6203,9858.0
1607013963.6222,9890.0
1607013963.6242,9805.0
1607013963.6262,9798.0
1607013963.6282,9747.0
1607013963.6303,9655.0
1607013964.0216,9592.0
1607013964.0228,9526.0
1607013964.0252,9437.0
1607013964.0279,9367.0
1607013964.0298,9304.0
1607013964.0318,9221.0
1607013964.034,9146.0
1607013964.0359,9088.0
1607013964.0379,9008.0
1607013964.0399,8924.0
1607013964.0419,8868.0
1607013964.0439,8802.0
1607013964.0459,8698.0
1607013964.0478,8621.0
1607013964.0499,8575.0
1607013964.0519,8490.0
1607013964.0539,8398.0
1607013964.0559,8335.0
1607013964.0579,8275.0
1607013964.0598,8202.0
1607013964.0618,8127.0
1607013964.0638,8062.0
1607013964.0658,7999.0
1607013964.0678,7938.0
1607013964.0698,7875.0
1607013964.0718,7812.0
1607013964.0738,7740.0
