,hr,rr
1607013964.1679,24.970684039087942,-257.11400651465794
1607013965.0088,25.970684039087942,-251.11400651465794
1607013966.0287,25.970684039087942,-256.11400651465794
1607013967.0185,26.970684039087942,-258.11400651465794
1607013968.0946,27.970684039087942,-286.11400651465794
1607013969.0286,28.970684039087942,-283.11400651465794
1607013970.0186,29.970684039087942,-245.11400651465794
1607013971.0083,27.970684039087942,-205.11400651465794
1607013972.0284,25.970684039087942,-243.11400651465794
1607013973.1076,25.970684039087942,-189.11400651465794
1607013974.0387,23.970684039087942,-167.11400651465794
1607013975.0285,22.970684039087942,-256.11400651465794
1607013976.0183,23.970684039087942,-229.11400651465794
1607013977.0977,23.970684039087942,-253.11400651465794
1607013978.0287,24.970684039087942,-261.11400651465794
1607013979.0185,25.970684039087942,-224.11400651465794
1607013980.0083,23.970684039087942,-71.11400651465794
1607013981.0282,21.970684039087942,-227.11400651465794
1607013982.1041,21.970684039087942,-285.11400651465794
1607013983.0084,23.970684039087942,-296.11400651465794
1607013984.0283,25.970684039087942,-265.11400651465794
1607013985.0182,28.970684039087942,-94.11400651465794
1607013986.0682,28.970684039087942,35.885993485342055
1607013987.0287,27.970684039087942,-0.11400651465794454
1607013988.0186,26.970684039087942,-35.114006514657945
1607013989.0082,22.970684039087942,-132.11400651465794
1607013990.0582,20.970684039087942,-132.11400651465794
1607013991.1004,17.970684039087942,-116.11400651465794
1607013992.0086,17.970684039087942,-42.114006514657945
1607013993.0283,16.970684039087942,-61.114006514657945
1607013994.048,13.970684039087942,-127.11400651465794
1607013995.0081,13.970684039087942,-162.11400651465794
1607013996.1097,13.970684039087942,-181.11400651465794
1607013997.0182,13.970684039087942,-50.114006514657945
1607013998.0081,11.970684039087942,-7.1140065146579445
1607013999.028,10.970684039087942,-110.11400651465794
1607014000.048,10.970684039087942,-66.11400651465794
1607014001.0085,9.970684039087942,-34.114006514657945
1607014002.0282,8.970684039087942,-40.114006514657945
1607014003.018,7.970684039087942,-26.114006514657945
1607014004.0079,7.970684039087942,-52.114006514657945
1607014005.1096,7.970684039087942,-138.11400651465794
1607014006.0182,7.970684039087942,-90.11400651465794
1607014007.0384,7.970684039087942,-79.11400651465794
1607014008.028,7.970684039087942,-134.11400651465794
1607014009.0362,7.970684039087942,-115.11400651465794
1607014010.1491,7.970684039087942,-161.11400651465794
1607014011.0281,8.970684039087942,-151.11400651465794
1607014012.018,8.970684039087942,-14.114006514657945
1607014013.0079,7.970684039087942,-52.114006514657945
1607014014.1097,7.970684039087942,-44.114006514657945
1607014015.0182,6.970684039087942,-54.114006514657945
1607014016.008,6.970684039087942,-94.11400651465794
1607014017.0278,6.970684039087942,-65.11400651465794
1607014018.0391,5.970684039087942,-114.11400651465794
1607014019.1174,6.970684039087942,-66.11400651465794
1607014020.0284,6.970684039087942,-170.11400651465794
1607014021.0179,6.970684039087942,-158.11400651465794
1607014022.0083,7.970684039087942,-79.11400651465794
1607014024.1348,7.970684039087942,-83.11400651465794
1607014024.1383,7.970684039087942,-68.11400651465794
1607014025.0078,6.970684039087942,56.885993485342055
1607014026.0278,5.970684039087942,21.885993485342055
1607014027.0176,4.970684039087942,30.885993485342055
1607014028.1164,3.970684039087942,-20.114006514657945
1607014029.0276,3.970684039087942,-112.11400651465794
1607014030.0176,3.970684039087942,-101.11400651465794
1607014031.0074,4.970684039087942,-183.11400651465794
1607014032.0485,6.970684039087942,-118.11400651465794
1607014033.1544,6.970684039087942,-133.11400651465794
1607014034.0078,7.970684039087942,-90.11400651465794
1607014035.0277,6.970684039087942,3.8859934853420555
1607014036.0177,6.970684039087942,-175.11400651465794
1607014037.0572,7.970684039087942,-177.11400651465794
1607014038.0276,8.970684039087942,-231.11400651465794
1607014039.0177,11.970684039087942,-220.11400651465794
1607014040.0376,12.970684039087942,-225.11400651465794
1607014041.0451,19.970684039087942,-276.11400651465794
1607014042.1584,21.970684039087942,-288.11400651465794
1607014043.0078,24.970684039087942,-287.11400651465794
1607014044.0274,26.970684039087942,-274.11400651465794
1607014045.0174,26.970684039087942,-229.11400651465794
1607014046.0855,25.970684039087942,-243.11400651465794
1607014047.0278,25.970684039087942,-215.11400651465794
1607014048.0177,24.970684039087942,-147.11400651465794
1607014049.0074,22.970684039087942,-239.11400651465794
1607014050.0274,23.970684039087942,-252.11400651465794
1607014051.1256,23.970684039087942,-259.11400651465794
1607014052.0375,24.970684039087942,-240.11400651465794
1607014053.0574,24.970684039087942,-128.11400651465794
1607014054.0172,21.970684039087942,-204.11400651465794
1607014055.0576,21.970684039087942,-210.11400651465794
1607014056.0278,20.970684039087942,-162.11400651465794
1607014057.0173,20.970684039087942,-256.11400651465794
1607014058.0071,22.970684039087942,-255.11400651465794
1607014059.0271,22.970684039087942,-235.11400651465794
1607014060.0761,23.970684039087942,-261.11400651465794
1607014061.0073,24.970684039087942,-242.11400651465794
1607014062.0271,24.970684039087942,-206.11400651465794
1607014063.1786,23.970684039087942,-163.11400651465794
1607014064.007,20.970684039087942,-151.11400651465794
1607014065.1661,20.970684039087942,-182.11400651465794
1607014066.0174,19.970684039087942,-172.11400651465794
1607014067.0068,19.970684039087942,-255.11400651465794
1607014068.027,20.970684039087942,-235.11400651465794
1607014069.0669,20.970684039087942,-203.11400651465794
1607014070.0072,20.970684039087942,-223.11400651465794
1607014071.027,21.970684039087942,-216.11400651465794
1607014072.0169,21.970684039087942,-232.11400651465794
1607014073.0368,21.970684039087942,-165.11400651465794
1607014074.1054,20.970684039087942,-222.11400651465794
1607014075.0169,20.970684039087942,-174.11400651465794
1607014076.0071,18.970684039087942,-63.114006514657945
1607014077.0267,16.970684039087942,-236.11400651465794
1607014078.0687,17.970684039087942,-168.11400651465794
1607014079.007,16.970684039087942,-180.11400651465794
1607014080.027,16.970684039087942,-198.11400651465794
1607014081.0168,15.970684039087942,-31.114006514657945
1607014082.0067,14.970684039087942,-194.11400651465794
1607014083.1087,14.970684039087942,-193.11400651465794
1607014084.0169,15.970684039087942,-239.11400651465794
1607014085.0068,17.970684039087942,-265.11400651465794
1607014086.0267,20.970684039087942,-293.11400651465794
1607014087.0166,21.970684039087942,-255.11400651465794
1607014088.0072,22.970684039087942,-257.11400651465794
1607014089.027,23.970684039087942,-185.11400651465794
1607014090.0167,21.970684039087942,-146.11400651465794
1607014091.0066,18.970684039087942,-195.11400651465794
1607014092.1072,18.970684039087942,-209.11400651465794
1607014093.0169,19.970684039087942,-272.11400651465794
1607014094.0066,22.970684039087942,-271.11400651465794
1607014095.0265,24.970684039087942,-283.11400651465794
1607014096.0377,25.970684039087942,-244.11400651465794
1607014097.1178,25.970684039087942,-189.11400651465794
1607014098.027,23.970684039087942,-223.11400651465794
1607014099.0166,22.970684039087942,-183.11400651465794
1607014100.0064,21.970684039087942,-257.11400651465794
1607014101.0265,22.970684039087942,-251.11400651465794
1607014102.0468,23.970684039087942,-248.11400651465794
1607014103.0366,24.970684039087942,-300.11400651465794
1607014104.0564,27.970684039087942,-305.11400651465794
1607014105.0164,28.970684039087942,-242.11400651465794
1607014106.1168,26.970684039087942,-102.11400651465794
1607014107.0267,23.970684039087942,-236.11400651465794
1607014108.0164,22.970684039087942,-202.11400651465794
1607014109.0063,21.970684039087942,-192.11400651465794
1607014110.0262,21.970684039087942,-244.11400651465794
1607014111.1256,21.970684039087942,-212.11400651465794
1607014112.0065,21.970684039087942,-231.11400651465794
1607014113.0262,23.970684039087942,-280.11400651465794
1607014114.0161,24.970684039087942,-262.11400651465794
1607014115.0865,25.970684039087942,-269.11400651465794
1607014116.0265,26.970684039087942,-189.11400651465794
1607014117.0163,25.970684039087942,-97.11400651465794
1607014118.0061,21.970684039087942,-161.11400651465794
1607014119.0261,19.970684039087942,-152.11400651465794
1607014120.1263,19.970684039087942,-191.11400651465794
1607014121.0062,19.970684039087942,-170.11400651465794
1607014122.0262,18.970684039087942,-155.11400651465794
1607014123.016,17.970684039087942,-179.11400651465794
1607014124.0576,17.970684039087942,-81.11400651465794
1607014125.0266,14.970684039087942,-79.11400651465794
1607014126.0162,14.970684039087942,-121.11400651465794
1607014127.0062,14.970684039087942,-47.114006514657945
1607014128.026,12.970684039087942,-151.11400651465794
1607014129.1273,12.970684039087942,-105.11400651465794
1607014130.0065,12.970684039087942,-171.11400651465794
1607014131.026,12.970684039087942,-228.11400651465794
1607014132.016,13.970684039087942,-106.11400651465794
1607014133.0276,11.970684039087942,1.8859934853420555
1607014134.1366,10.970684039087942,-130.11400651465794
1607014135.0163,9.970684039087942,-129.11400651465794
1607014136.0059,9.970684039087942,-149.11400651465794
1607014137.0259,9.970684039087942,-172.11400651465794
1607014138.0675,10.970684039087942,-53.114006514657945
1607014139.0362,9.970684039087942,-80.11400651465794
1607014140.0261,8.970684039087942,-42.114006514657945
1607014141.0162,8.970684039087942,6.8859934853420555
1607014142.0262,7.970684039087942,-15.114006514657945
1607014143.1377,6.970684039087942,31.885993485342055
1607014144.0164,4.970684039087942,19.885993485342055
1607014145.006,4.970684039087942,-104.11400651465794
1607014146.0259,4.970684039087942,-87.11400651465794
1607014147.0677,5.970684039087942,-120.11400651465794
1607014148.0063,5.970684039087942,-84.11400651465794
1607014149.0261,6.970684039087942,-80.11400651465794
1607014150.0158,6.970684039087942,-137.11400651465794
1607014151.0057,6.970684039087942,42.885993485342055
1607014152.1367,5.970684039087942,66.88599348534206
1607014153.0163,4.970684039087942,-18.114006514657945
1607014154.0057,4.970684039087942,-36.114006514657945
1607014155.0258,3.970684039087942,-118.11400651465794
1607014156.0372,3.970684039087942,-7.1140065146579445
1607014157.1454,4.970684039087942,43.885993485342055
1607014158.0258,2.970684039087942,7.8859934853420555
1607014159.0756,2.970684039087942,31.885993485342055
1607014160.0055,1.970684039087942,-46.114006514657945
1607014161.107,1.970684039087942,28.885993485342055
