,hr,rr,ecg,gsr,temperature
1602674605.966,65.0,910.0,1277.0,192.99999999999997,34.38
1602674605.9678,65.0,910.0,4455.0,192.99999999999997,34.38
1602674605.9692,65.0,910.0,7107.0,192.99999999999997,34.38
1602674605.9706,65.0,910.0,8477.0,192.99999999999997,34.38
1602674605.9715,65.0,910.0,9723.0,192.99999999999997,34.38
1602674605.9724,65.0,910.0,10971.0,192.99999999999994,34.38
1602674605.9734,65.0,910.0,11762.0,192.99999999999994,34.38
1602674605.9743,65.0,910.0,12399.0,192.99999999999994,34.38
1602674605.9753,65.0,910.0,13069.0,192.99999999999994,34.38
1602674605.9764,65.0,910.0,13597.0,192.99999999999994,34.38
1602674605.9775,65.0,910.0,13969.0,192.99999999999994,34.38
1602674605.9787,65.0,910.0,14300.0,192.99999999999994,34.38
1602674605.9798,65.0,910.0,14594.0,192.99999999999994,34.38
1602674605.9805,65.0,910.0,14825.0,192.99999999999994,34.38
1602674605.9812,65.0,910.0,15032.0,192.99999999999994,34.38
1602674605.9819,65.0,910.0,15215.0,192.99999999999994,34.38
1602674605.9825,65.0,910.0,15341.0,192.99999999999994,34.38
1602674605.9832,65.0,910.0,15424.0,192.99999999999994,34.38
1602674605.9839,65.0,910.0,15512.0,192.99999999999991,34.38
1602674605.9846,65.0,910.0,15609.0,192.99999999999991,34.38
1602674605.9853,65.0,910.0,15675.0,192.99999999999991,34.38
1602674605.986,65.0,910.0,15692.0,192.99999999999991,34.38
1602674605.9866,65.0,910.0,15699.0,192.99999999999991,34.38
1602674605.9872,65.0,910.0,15735.0,192.99999999999991,34.38
1602674605.9879,65.0,910.0,15765.0,192.99999999999991,34.38
1602674605.9884,65.0,910.0,15748.0,192.99999999999991,34.38
1602674605.9889,65.0,910.0,15726.0,192.99999999999991,34.38
1602674605.9894,65.0,910.0,15723.0,192.99999999999991,34.38
1602674605.9899,65.0,910.0,15692.0,192.99999999999991,34.38
1602674605.9904,65.0,910.0,15609.0,192.99999999999991,34.38
1602674605.991,65.0,910.0,15531.0,192.99999999999991,34.38
1602674605.9915,65.0,910.0,15460.0,192.99999999999991,34.38
1602674605.992,65.0,910.0,15361.0,192.99999999999991,34.38
1602674605.9925,65.0,910.0,15249.0,192.99999999999991,34.38
1602674605.993,65.0,910.0,15144.0,192.99999999999991,34.38
1602674605.9935,65.0,910.0,15049.0,192.99999999999991,34.38
1602674605.994,65.0,910.0,14969.0,192.99999999999991,34.38
1602674605.9945,65.0,910.0,14923.0,192.99999999999991,34.38
1602674605.995,65.0,910.0,14862.0,192.99999999999994,34.38
1602674605.9955,65.0,910.0,14743.0,192.99999999999994,34.38
1602674605.996,65.0,910.0,14631.0,192.99999999999994,34.38
1602674605.9965,65.0,910.0,14577.0,192.99999999999994,34.38
1602674605.9969,65.0,910.0,14514.0,192.99999999999994,34.38
1602674605.9973,65.0,910.0,14414.0,192.99999999999994,34.38
1602674605.9977,65.0,910.0,14324.0,192.99999999999994,34.38
1602674605.9981,65.0,910.0,14251.0,192.99999999999994,34.38
1602674605.9986,65.0,910.0,14173.0,192.99999999999994,34.38
1602674605.999,65.0,910.0,14086.0,192.99999999999994,34.38
1602674605.9994,65.0,910.0,14005.0,192.99999999999994,34.38
1602674605.9998,65.0,910.0,13923.0,192.99999999999994,34.38
1602674606.0011,65.0,910.0,13813.0,192.99999999997237,34.38
1602674606.0016,65.0,910.0,13706.0,192.99999999997237,34.38
1602674606.0022,65.0,910.0,13628.0,192.99999999997237,34.38
1602674606.0026,65.0,910.0,13553.0,192.99999999997237,34.38
1602674606.003,65.0,910.0,13460.0,192.99999999997237,34.38
1602674606.0034,65.0,910.0,13356.0,192.99999999997237,34.38
1602674606.0038,65.0,910.0,13256.0,192.99999999997237,34.38
1602674606.0042,65.0,910.0,13171.0,192.99999999997237,34.38
1602674606.0048,65.0,910.0,13081.0,192.99999999997237,34.38
1602674606.0052,65.0,910.0,12974.0,192.99999999997237,34.38
1602674606.0056,65.0,910.0,12879.0,192.99999999997237,34.38
1602674606.0059,65.0,910.0,12796.0,192.99999999997237,34.38
1602674606.0063,65.0,910.0,12708.0,192.99999999997237,34.38
1602674606.0066,65.0,910.0,12604.0,192.99999999997237,34.38
1602674606.0069,65.0,910.0,12494.0,192.99999999997237,34.38
1602674606.0073,65.0,910.0,12407.0,192.99999999997237,34.38
1602674606.0076,65.0,910.0,12329.0,192.99999999997237,34.38
1602674606.0079,65.0,910.0,12234.0,192.99999999997237,34.38
1602674606.0083,65.0,910.0,12127.0,192.99999999997237,34.38
1602674606.0086,65.0,910.0,12025.0,192.99999999997237,34.38
