Time,ECG
1604159142.2835,4672
1604159142.2860,5410
1604159142.2886,6066
1604159142.2912,6500
1604159142.2932,6907
1604159142.2952,7319
1604159142.2973,7650
1604159142.2994,7918
1604159142.3013,8140
1604159142.3030,8333
1604159142.3050,8525
1604159142.3070,8679
1604159142.3090,8786
1604159142.3110,8886
1604159142.3130,8969
1604159142.3150,9044
1604159142.3170,9110
1604159142.3190,9166
1604159142.3210,9220
1604159142.3230,9261
1604159142.3250,9296
1604159142.3270,9327
1604159142.3290,9405
1604159142.3310,9629
1604159142.3330,10010
1604159142.3350,10387
1604159142.3370,10158
1604159142.3390,9149
1604159142.3410,8625
1604159142.3429,9052
1604159142.3449,9276
1604159142.3469,9105
1604159142.3489,9098
1604159142.3509,9144
1604159142.3529,9069
1604159142.3549,9020
1604159142.3569,9010
1604159142.3589,8964
1604159142.3610,8920
1604159142.3629,8891
1604159142.3650,8837
1604159142.3669,8791
1604159142.3689,8754
1604159142.3709,8703
1604159142.3729,8659
1604159142.3749,8618
1604159142.3769,8572
1604159142.3789,8525
1604159142.3809,8479
1604159142.3828,8438
1604159142.3860,8391
1604159142.3868,8345
1604159142.3888,8299
1604159142.3908,8245
1604159142.3928,8184
1604159142.3948,8118
1604159142.3969,8060
1604159142.3988,7987
1604159142.4008,7884
1604159142.4028,7792
1604159142.4048,7704
1604159142.4068,7589
1604159142.4088,7472
1604159142.4108,7358
1604159142.4128,7236
1604159142.4148,7134
1604159142.4168,7039
1604159142.4188,6956
1604159142.4208,6885
1604159142.4228,6814
1604159142.4248,6746
1604159142.4268,6683
1604159142.4288,6614
1604159142.8403,6546
1604159142.8410,6488
1604159142.8423,6427
1604159142.8443,6354
1604159142.8463,6293
1604159142.8483,6244
1604159142.8503,6178
1604159142.8523,6115
1604159142.8543,6056
1604159142.8563,5973
1604159142.8583,5900
1604159142.8603,5849
1604159142.8623,5791
1604159142.8642,5722
1604159142.8662,5644
1604159142.8683,5583
1604159142.8702,5523
1604159142.8723,5457
1604159142.8742,5398
1604159142.8762,5340
1604159142.8782,5279
1604159142.8802,5215
1604159142.8823,5154
1604159142.8842,5101
1604159142.8862,5037
1604159142.8882,4979
1604159142.8902,4928
1604159142.8923,4869
1604159142.8944,4818
1604159142.8962,4767
1604159142.8982,4706
1604159142.9002,4660
1604159142.9023,4604
1604159142.9042,4543
1604159142.9062,4494
1604159142.9082,4445
1604159142.9102,4396
1604159142.9122,4350
1604159142.9142,4304
1604159142.9162,4258
1604159142.9182,4199
1604159142.9202,4150
1604159142.9222,4104
1604159142.9243,4053
1604159142.9262,4006
1604159142.9282,3980
1604159142.9302,3963
1604159142.9323,3924
1604159142.9342,3850
1604159142.9362,3804
1604159142.9382,3768
1604159142.9402,3719
1604159142.9422,3663
1604159142.9442,3602
1604159142.9462,3551
1604159142.9482,3519
1604159142.9502,3475
1604159142.9522,3431
1604159142.9542,3400
1604159142.9562,3368
1604159142.9582,3326
1604159142.9602,3319
1604159142.9622,3424
1604159142.9642,3668
1604159142.9662,4038
1604159142.9682,4209
1604159142.9702,3526
1604159142.9722,2571
