Time,HR,RR
1607170569.7586,61,1044
1607170570.7459,61,1150
1607170571.7649,61,nan
1607170572.7845,60,1277
1607170573.8939,59,1366
1607170574.7650,58,1321
1607170575.7549,58,nan
1607170576.8350,57,1387
1607170577.8546,56,1361
1607170578.7852,55,1518
1607170579.7449,53,1417
1607170580.7648,52,1194
1607170581.7804,52,1018
1607170582.8891,52,nan
1607170583.7650,52,940
1607170584.7548,53,1065
1607170585.7447,54,1562
1607170586.7940,54,nan
1607170587.7552,53,1454
1607170588.7449,52,1327
1607170589.7647,52,nan
1607170590.7547,51,1287
1607170591.8939,51,1458
1607170592.7648,50,1561
1607170593.7548,50,nan
1607170594.7446,49,1378
1607170595.7893,49,1386
1607170596.7550,49,nan
1607170597.7448,48,1563
1607170598.7647,48,1496
1607170599.7546,48,nan
1607170600.8253,47,1488
1607170601.7647,46,1631
1607170602.7547,46,nan
1607170603.7445,46,1549
1607170604.7859,45,1517
1607170605.8935,45,nan
1607170606.7447,44,1537
1607170607.7647,44,1649
1607170608.7544,44,nan
1607170609.7976,43,1421
1607170610.7949,43,1350
1607170611.7547,43,1525
1607170612.7444,43,nan
1607170613.7652,43,1224
1607170614.8959,43,1155
1607170615.7446,44,1592
1607170616.7645,44,nan
1607170617.7543,44,1462
1607170618.7955,44,1316
1607170619.7647,44,1389
1607170620.7542,44,nan
1607170621.7442,44,1266
1607170622.7642,44,1225
1607170623.8341,45,1511
1607170624.7446,45,nan
1607170625.7641,45,1468
1607170626.7540,45,1349
1607170627.7442,45,nan
1607170628.7650,45,1463
1607170629.7545,44,1578
1607170630.7743,44,nan
1607170631.7642,44,1505
1607170632.8055,44,1545
1607170633.7445,43,1517
1607170634.7642,43,nan
1607170635.7541,43,1441
1607170636.7964,43,1429
1607170637.8459,43,nan
1607170638.7542,43,1557
1607170639.7441,43,1464
1607170640.7640,43,nan
1607170641.8049,42,1502
1607170642.7444,42,1427
1607170643.7941,42,nan
1607170644.7541,42,1413
1607170645.7440,42,1472
1607170646.8449,42,1437
1607170647.7543,42,1331
1607170648.7440,42,nan
1607170649.7639,43,1323
1607170650.7538,43,1347
1607170651.7443,43,1351
1607170652.7640,43,nan
1607170653.7540,44,1342
1607170654.7439,44,1383
1607170655.8138,44,1388
1607170656.7542,44,nan
1607170657.7442,44,1316
1607170658.7639,44,1292
1607170659.7538,44,1286
1607170660.8533,45,1295
1607170661.7639,45,nan
1607170662.7539,45,1258
1607170663.7437,45,1264
1607170664.7835,46,1288
1607170665.7539,46,1301
1607170666.7439,46,1271
1607170667.7638,46,nan
1607170668.8036,46,1232
1607170669.8530,47,1196
1607170670.7641,47,1188
1607170671.7537,47,1212
1607170672.7438,48,1246
1607170673.7636,48,nan
1607170674.8667,48,1237
1607170675.7438,48,1220
1607170676.7936,48,1233
1607170677.7538,49,1213
1607170678.8233,49,1180
1607170679.7640,49,nan
1607170680.7538,49,1208
1607170681.7436,49,1214
1607170682.7637,49,1199
1607170683.8652,50,1173
1607170684.7437,50,1205
1607170685.7637,50,1228
1607170686.7536,50,nan
1607170687.7935,50,1230
1607170688.7642,50,1206
1607170689.7536,50,1243
1607170690.7436,50,1268
1607170691.7635,50,nan
1607170692.8642,50,1291
1607170693.7437,50,1279
1607170694.7636,50,1324
1607170695.7534,50,nan
1607170696.7654,49,1341
1607170697.8733,49,1321
1607170698.7535,49,1311
1607170699.7436,49,1341
1607170700.7634,49,nan
1607170701.8055,48,1354
1607170702.7436,48,1312
1607170703.7635,48,1344
1607170704.7534,48,nan
1607170705.7649,48,1379
1607170706.8747,47,1370
1607170707.7534,47,1331
1607170708.7434,47,nan
1607170709.7934,47,1352
1607170710.8137,47,1380
1607170711.7438,47,1372
1607170712.7633,47,nan
1607170713.7534,46,1288
1607170714.7432,46,1310
1607170715.8736,47,1357
1607170716.7535,47,nan
1607170717.7434,46,1318
1607170718.7633,46,1345
1607170719.7731,46,1418
1607170720.7434,46,nan
1607170721.7633,46,1420
1607170722.7531,46,1380
1607170723.7431,46,1421
1607170724.8530,46,nan
1607170725.7533,46,1393
1607170726.7432,45,1324
1607170727.7331,45,1348
1607170728.7531,45,nan
1607170729.8822,45,1349
1607170730.7632,45,1269
1607170731.7831,46,1289
1607170732.7431,46,1329
1607170733.8453,46,nan
1607170734.7535,46,1322
1607170735.7430,46,1341
1607170736.7330,46,1391
1607170737.7530,46,nan
1607170738.8546,46,1357
1607170739.7331,46,1380
1607170740.7529,46,1330
1607170741.7429,46,1241
1607170742.7837,46,nan
1607170743.7833,46,1220
1607170744.7429,46,1254
1607170745.7328,47,1318
1607170746.7527,47,nan
1607170747.8524,47,1301
1607170748.7331,47,1356
1607170749.7529,47,1407
1607170750.7427,47,nan
1607170751.7804,46,1398
1607170752.7533,46,1340
1607170753.7429,46,1382
1607170754.7327,46,nan
1607170755.7527,46,1400
1607170756.8222,46,1325
1607170757.7327,46,1354
1607170758.7528,46,nan
1607170759.7427,46,1385
1607170760.7326,46,1411
