,meanGSR,stdGSR,slopeGSR,maxvalGSR,minvalGSR,kurtosisGSR,skewnessGSR,GSRFDsqrtMean,GSRFDmean,meanHR,stdHR,meanRR,medianRR,stdRR,semRR,RRfracjumps,rmsRR,maxVLF,maxLF,maxHF,aVLF,aLF,aHF,aTOT,pVLF,pLF,pHF,nLF,nHF,LFHF
0,48081.686777401104,1546.5161803532553,25.49742224674171,50518.75554318908,45343.796831944834,-1.3173690933619657,-0.0068332608522930684,98.36295869995003,23.93037468140592,-9.404074367088613,3.7331317825331545,124.89853639240503,136.88291139240505,110.69137683854878,7.988462026838306,0.3333333333333333,0.4704092541322867,40562.42582253918,13961.891732939806,92523.86967891069,148970.79862318424,64484.343187704675,507054.6009358619,720509.7427467508,0.20675750761575115,0.0894982251619185,0.7037442672223303,0.1128258080236142,0.8871741919763859,0.12717435768985635
1,21363.882647520237,3356.6180146475344,-49.51081239713393,26927.35878533982,14746.069148708291,-1.244923396071742,-0.1441833095136153,471.56499758770076,-61.596018385552256,4.4917589662447215,5.686679480732091,-40.91917194092829,-45.11708860759496,81.76503429543298,5.900883070095902,0.23958333333333334,0.6500918286231174,72476.62846348467,79850.27871187043,34001.12662710033,332261.7598505717,474144.54445616424,452311.0535430319,1258717.357849768,0.26396852143054994,0.3766886517447668,0.35934282682468316,0.5117833444799107,0.48821665552008936,1.0482709647312547
2,38692.718937648635,1292.635850481403,22.323659156688105,44929.4669591533,36199.016007206716,3.603678103766124,0.8571016002009004,384.4547031030442,23.417053931007402,-4.280494821634067,2.7251593543302213,52.01359321058686,52.38291139240504,63.11160157409058,4.757215962265039,0.32386363636363635,0.00734693877551015,48795.782678033385,16262.444602181198,30737.707028292527,133173.53211453158,57157.9496190671,432978.6513629508,623310.1330965494,0.213655329896431,0.09170065844287092,0.6946440116606981,0.1166163667527537,0.8833836332472463,0.13201101125688897
3,31635.968507876794,2153.9595231440912,28.48669937501114,34991.79538643051,27143.405220019762,-0.9560725928248406,-0.30430825188337535,73.67989405584014,49.542909438164884,-1.2329261112746583,4.313478757982472,18.196864880777138,25.882911392405052,84.9620095867857,5.28950367428289,0.29844961240310075,0.004905448984844655,160221.85405403524,40447.54985617886,33885.363533643205,411816.7497603758,286810.7540391302,401082.5714585793,1099710.0752580853,0.3744775637012589,0.26080578917295094,0.3647166471257902,0.41694074271125514,0.5830592572887449,0.7150915408667908
4,15206.549006945594,496.68467807840244,0.09972886140877565,16056.338028169019,13464.052287581704,0.699115747786677,-0.7919315993527148,192.68312087814348,-19.64784432891038,2.4749713958810124,4.493111329347849,-19.905892448512617,-5.802631578947398,71.7238190479064,5.287550091661596,0.17391304347826086,0.6629340977634447,78168.06455610684,47622.725070843415,79169.33731202215,315087.8802762181,211332.62945817894,220832.96515646053,747253.4748908576,0.4216613115412267,0.282812508150659,0.2955261803081143,0.4890084543787515,0.5109915456212485,0.9569795402079097
5,14026.550439861767,1137.695385324703,-4.247271503594885,15929.824561403515,11362.940275650848,-0.555846781341637,-0.28264790444604304,202.8645561632506,-4.094040485599446,-1.0137061403508716,5.738169786232976,27.384868421052595,49.1973684210526,97.97652379350723,7.070846548305647,0.16145833333333334,0.028069405992160203,285937.5383836402,135838.88819760983,33406.3950382434,966335.0873005346,674560.742146291,263776.1172450171,1904671.9466918427,0.5073498819462994,0.3541611159433054,0.13848900211039517,0.7188897413492563,0.2811102586507437,2.5573230404316822
6,17177.52660597921,762.9458912447484,14.072031573952414,18568.738229755185,15679.442508710808,-1.0052654923115634,0.10727248907287529,74.99231421778353,17.662282914533403,-2.3818609022556334,2.2113307259744643,26.6173684210526,28.697368421052605,44.454605543441595,3.3604523114119953,0.05142857142857143,0.058263971462544556,27504.089843951933,15505.807213788075,7894.958165737409,50188.67001200798,67035.4498931184,76413.26017881924,193637.38008394564,0.259188954065843,0.3461906469921108,0.3946203989420461,0.46731301982081963,0.5326869801791804,0.8772750925198681
7,19942.138864536766,1389.4064530728192,18.236847035107658,22401.6563146998,17236.36363636363,-0.9466482446593565,-0.09843983130837208,47.62383541722324,31.896966735109384,-1.0981170598911019,1.733122479183586,9.75867110304494,13.697368421052602,35.56732614445066,2.201562218815755,0.05747126436781609,0.11455621301775135,17934.486280112018,9684.81434954514,5657.750021134087,53163.71344104818,38895.50969512617,56214.03296492636,148273.2561011007,0.35855227597347894,0.26232316412209306,0.37912455990442806,0.4089548599150491,0.5910451400849508,0.691918150035495
8,18680.51779446426,824.345935355986,13.016640504561353,20312.067498436598,16765.9956428645,-0.983970799924244,0.17977345195721092,177.17683454080014,12.210948660786377,-3.8056840713813576,1.4681709476653562,57.246364838070015,56.29411764705878,60.557104959065676,4.538946916066815,0.21348314606741572,0.036898720035749656,34633.63737986866,48456.16270144632,44474.90044660058,84112.49865047928,204930.89363702427,261449.52265394357,550492.9149414471,0.15279487958428287,0.3722679948729615,0.47493712554275563,0.4394071587885262,0.5605928412114738,0.783825847363555
9,20794.17665597727,1078.9304738093197,18.116904016433374,22310.862430731144,18277.765339200017,-0.8759175397731256,-0.5714194857626516,154.43097139876195,35.83910855201105,-2.16084558823529,2.2915199064540968,30.817555147058783,43.29411764705878,73.49226709085208,5.303847523532417,0.203125,0.05550834681066842,158799.89837261784,64401.515877358404,31059.65152820829,504957.6512010388,309533.0729339893,442486.13046201936,1256976.8545970474,0.40172390553914733,0.24625200679070353,0.35202408767014914,0.4116026180397831,0.588397381960217,0.6995316951760546
10,18423.132488885618,1316.8339453074366,25.080758398034735,20471.39225393426,15864.610220815592,-1.3939870349731707,0.043932257579233455,136.7402886320673,30.385872558329446,-0.5364705882352899,3.956894172738623,10.608403361344498,16.294117647058783,80.92680509726819,6.117491448181882,0.2342857142857143,0.2500000000000001,301671.4324087085,46389.0576229899,91548.81748940224,619723.9324456693,283017.12621726067,372363.96331062866,1275105.0219735587,0.48601795284790295,0.22195593409177983,0.29202611306031717,0.4318359664926173,0.5681640335073826,0.760055091531953
11,18835.106278210907,1064.7204119226708,11.784171772876041,20232.87460991457,16374.19868088768,-0.8535725487161061,-0.7306886924694107,112.62795169258274,17.81344569146198,-0.26877828054298225,2.9498934051709567,6.705656108597245,12.794117647058785,62.84833326161477,3.897688167739255,0.17692307692307693,0.47232450321253405,34720.780715988585,49275.76378897049,29203.50888269856,151884.8331512074,227161.03603946115,252718.98660585465,631764.8557965232,0.24041355222223057,0.3595658004006232,0.40002064737714627,0.4733704787026698,0.5266295212973302,0.8988681028297484
12,21464.454532024243,2718.2984103827707,-13.604821574737315,32119.597079358286,16971.352419118557,4.066494784918721,1.4662476183616309,1124.7739616351664,-87.43740531732682,-8.611547468924524,2.208907571864567,93.38445325166641,101.82950819672136,50.481162754941444,3.7419127396358176,0.038461538461538464,1.3589634016055676,41013.244226335926,11855.289524851622,4179.77517830692,100437.72422100446,40134.05575060488,38549.48138560634,179121.2613572157,0.5607247484747485,0.2240608147045528,0.2152144368206986,0.5100692878248181,0.48993071217518197,1.0411049463713458
13,33540.855618245754,3806.2814198327633,16.287447838522407,39372.2299799648,16904.730456440942,4.570839046441368,-1.7258260420789144,1679.4578320721873,55.38168402687694,-12.025633383010438,1.5466891564118714,144.29920516641832,145.82950819672138,33.99069133409373,2.415613247283741,0.09595959595959595,0.1775103713056249,10612.688381631571,17268.459365409024,7981.113247719566,31735.03980543049,45636.58814919514,73136.42164746209,150508.0496020877,0.21085277424916077,0.30321692607039213,0.4859302996804472,0.3842336590385836,0.6157663409614165,0.6239926307739828
14,22561.135950236476,2760.9933241129643,44.71780093866042,27523.751670513924,14892.69084616346,-0.5202764359038641,-0.5253893349330409,767.8202544671817,-21.673817213041662,-8.036997019374073,3.389038863097385,94.98291728763044,98.82950819672136,75.01385997475191,5.654382445738885,0.05113636363636364,0.23039999999999983,104756.8183519534,30774.23862093561,10877.7261813028,145279.13248398446,57701.347696731784,61822.52031722244,264803.0004979387,0.5486309906262385,0.217902922505521,0.2334660868682403,0.48276004329106253,0.5172399567089375,0.9333386507158851
15,21331.001961578004,2717.9835555283753,28.46848009143454,27413.728318444635,15192.485897562781,-0.16923509409849702,-0.05408622721303326,568.4258755589384,63.4659830234185,-0.3826518434771737,3.971119583398719,26.86207524652978,13.82950819672135,184.60061389113307,11.42649114140178,0.03065134099616858,0.12794378698224854,111956.8520016852,98688.33827272156,79233.48549938471,399187.54934242275,668130.6774654359,2306030.5257579256,3373348.7525657844,0.11833568913940454,0.19806154847086377,0.6836027623897316,0.22464507866665856,0.7753549213333414,0.28973193112690504
16,25101.531500185385,2912.616210224317,32.53127104666761,28783.022953659613,16067.883445405068,3.230825107208135,-2.1126794694007356,967.9147073185687,100.19779050266493,-5.193157768821663,3.990221419274007,81.42554150794093,75.88599348534207,82.69019821969675,6.215375904660165,0.11299435028248588,0.23324509297520662,425153.8525530903,35757.88722811531,29038.397227031805,954008.7673043401,167522.9918979113,194052.40078335445,1315584.1599856059,0.7251598159366545,0.1273373433591236,0.14750284070422193,0.46331413942647753,0.5366858605735225,0.863287396711668
17,13573.910513106983,734.4361768699622,0.24044628492139145,14546.848642846198,11371.675254142881,0.5190895764269317,-0.912046369307102,161.83889739788899,-1.8974671851377556,16.672704241108146,7.943141597386896,-152.89178429243574,-167.61400651465794,93.42513010501075,6.639434888001467,0.16161616161616163,2.107655440748279,286460.382379812,35755.2478941896,27682.040488436036,683266.288210048,207803.3202552232,215397.73421893397,1106467.3426842052,0.6175205194511175,0.18780791103251926,0.19467156951636325,0.49102741606687733,0.5089725839331226,0.9647423683853996
18,26036.51488555348,7584.1550151790425,108.46797566654801,43050.657710607346,19172.31785776388,-1.4050160675471566,0.5511133997548304,1566.6739616045168,99.68672529878259,-8.112188889088852,2.8144043242628998,113.78654597152992,116.88599348534207,64.24751227110976,4.775479978205887,0.14917127071823205,0.00027777777777775674,159881.05957264625,20230.125571416487,12165.598541242065,279740.36010497785,84622.48625512482,108590.83042087287,472953.67678097554,0.5914751778841237,0.1789234134536889,0.22960140866218742,0.43797439902669616,0.5620256009733038,0.7792783785440051
19,18787.347644248555,1510.7732821839347,12.657200668532857,25732.846122614712,15382.440709910483,3.4240042923367175,1.3302401846137553,567.3452920457808,-1.2070524976990973,-1.1817323177893813,6.826405855252601,29.460342927721243,41.885993485342055,100.84833286960637,6.148831376435074,0.1821561338289963,0.5240031187346841,452865.9184128304,30433.12745764725,22365.027229162166,1157093.7316945398,222083.068886147,303910.89017312124,1683087.6907538082,0.6874827366697154,0.1319497909147456,0.18056747241553883,0.4222160065931917,0.5777839934068083,0.7307506116665926
20,17309.716111381993,584.4807547674259,7.641159285256141,18321.415205979632,15652.91853692046,-0.23763738382621602,-0.46815645858137545,119.9811789271354,3.9836191927346096,-2.220246060065425,5.381414066956852,34.521186440677965,29.25,100.0388272080023,7.519378711695626,0.1807909604519774,0.5372223657024793,365371.17010487773,161171.80276988677,87769.75134987649,647629.4567509848,323940.3495248879,274459.9682671699,1246029.7745430428,0.5197543991181834,0.2599780166920062,0.2202675841898102,0.5413438794954921,0.45865612050450794,1.1802826895671428
21,14810.519774911785,470.62394918691234,5.618430402964756,15590.959475454192,13771.581884141937,-0.2583344588915435,-0.7001480314343685,94.10346335812757,11.121507192447346,-0.6847587719298316,4.329056319949124,15.385416666666666,13.25,95.11796146099661,6.864547581784356,0.16145833333333334,0.2526246539294427,88405.87288587207,141782.4857444321,144167.3857431869,318479.8383641907,480968.4439584815,713977.3812278699,1513425.6635505422,0.21043639343146026,0.3178011682649249,0.47176243830361475,0.4025023007913138,0.5974976992086862,0.6736466120696024
22,16396.334465067648,1455.0728256811456,28.681289358474245,18903.77763402436,13883.329308972532,-1.1767254153797178,0.0017466459374869694,52.21697820810949,48.24126178115115,0.5178007518796925,1.2823930831474541,-16.364285714285714,-22.75,55.05181541922465,4.161526080625698,0.12,0.034887369533623994,14809.972174442699,18108.72194995696,140611.63340620766,44192.388354482304,67466.37612947093,305491.14276485034,417149.9072488036,0.1059388665478579,0.16173172990598675,0.7323294035461553,0.1808956052943599,0.81910439470564,0.22084560461840524
23,17380.87501826203,529.0298815315787,3.8119249075831196,18178.53867934986,16092.746775392,-0.18580116584266326,-0.742098911075663,70.57697095440753,12.303650720518322,-0.7493421052631647,2.0480238144126997,2.3807692307692307,-4.75,71.30698097721945,4.422271229933576,0.1346153846153846,0.12074954159896246,52566.08940050304,15993.777283932164,226871.91928314033,151236.35747510247,94265.46203979617,615928.1552619437,861429.9747768424,0.17556430807307463,0.10942904797829457,0.7150066439486307,0.13273206030482476,0.8672679396951752,0.1530461974087005
24,21476.639412999237,1790.063249434209,-7.535479628532236,23287.272727272735,18129.40422805893,-1.205097207008352,-0.6272942908207124,156.42339566674042,9.392369236236929,1.2457627118644068,1.7280429715595156,-24.235504014273058,-13.947368421052715,59.79891992624237,4.49476206414193,0.1638418079096045,0.017077737603305575,82479.4506298378,16742.832850183477,20580.14729713326,243999.3846268012,58506.95448510219,142696.7201674786,445203.059279382,0.5480631355537974,0.13141633523319263,0.32052052921301005,0.29078472143277895,0.709215278567221,0.41000910473929914
