,ecg
1606923975.4633,3983.0
1606923975.4649,4567.0
1606923975.466,5287.0
1606923975.4679,5840.0
1606923975.47,6235.0
1606923975.472,6658.0
1606923975.474,7036.0
1606923975.4761,7326.0
1606923975.478,7613.0
1606923975.48,7883.0
1606923975.4821,8101.0
1606923975.484,8307.0
1606923975.486,8505.0
1606923975.4881,8675.0
1606923975.49,8838.0
1606923975.492,8993.0
1606923975.494,9132.0
1606923975.4961,9261.0
1606923975.498,9381.0
1606923975.5,9486.0
1606923975.502,9601.0
1606923975.504,9706.0
1606923975.506,9783.0
1606923975.5081,9857.0
1606923975.51,9943.0
1606923975.5119,10015.0
1606923975.5139,10067.0
1606923975.5159,10122.0
1606923975.5179,10180.0
1606923975.5199,10230.0
1606923975.522,10268.0
1606923975.524,10304.0
1606923975.526,10338.0
1606923975.5279,10364.0
1606923975.5299,10388.0
1606923975.5362,10407.0
1606923975.5383,10410.0
1606923975.5401,10412.0
1606923975.5418,10424.0
1606923975.5438,10424.0
1606923975.5458,10419.0
1606923975.5478,10410.0
1606923975.5498,10398.0
1606923975.552,10398.0
1606923975.5538,10395.0
1606923975.5558,10362.0
1606923975.5578,10323.0
1606923975.5598,10309.0
1606923975.5618,10290.0
1606923975.5638,10252.0
1606923975.566,10213.0
1606923975.5678,10187.0
1606923975.5691,10154.0
1606923975.5708,10103.0
1606923975.5747,10060.0
1606923975.5776,10027.0
1606923975.5805,9989.0
1606923975.5829,9929.0
1606923975.5849,9876.0
1606923975.5868,9847.0
1606923975.5888,9821.0
1606923975.5908,9790.0
1606923975.5928,9756.0
1606923975.5947,9704.0
1606923975.5968,9622.0
1606923975.5988,9524.0
1606923975.6009,9441.0
1606923975.6028,9383.0
1606923975.6048,9326.0
1606923975.6068,9259.0
1606923975.6088,9192.0
1606923975.6108,9134.0
1606923975.6128,9070.0
1606923975.9437,9015.0
1606923975.9445,8984.0
1606923975.9458,9060.0
1606923975.9479,9493.0
1606923975.9498,10151.0
1606923975.9518,10283.0
1606923975.9537,9223.0
1606923975.9558,7617.0
1606923975.9578,7235.0
1606923975.9597,8060.0
1606923975.9617,8402.0
1606923975.9639,8153.0
1606923975.9657,8139.0
1606923975.9677,8218.0
1606923975.9698,8103.0
1606923975.9718,7991.0
1606923975.9737,7962.0
1606923975.9757,7912.0
1606923975.9777,7850.0
1606923975.9798,7790.0
1606923975.9818,7725.0
1606923975.9837,7663.0
1606923975.9857,7613.0
1606923975.9877,7562.0
1606923975.9897,7515.0
1606923975.9917,7476.0
1606923975.9937,7440.0
1606923975.9958,7393.0
1606923975.9979,7347.0
1606923975.9998,7314.0
1606923976.0018,7285.0
1606923976.0037,7247.0
1606923976.0057,7218.0
1606923976.0077,7184.0
1606923976.0097,7125.0
1606923976.0117,7050.0
1606923976.0138,6960.0
1606923976.0157,6852.0
1606923976.0177,6727.0
1606923976.0197,6574.0
1606923976.0218,6397.0
1606923976.0238,6218.0
1606923976.0257,6055.0
1606923976.0277,5912.0
1606923976.0298,5792.0
1606923976.0317,5694.0
1606923976.0337,5612.0
1606923976.0357,5543.0
1606923976.0377,5495.0
1606923976.0397,5455.0
1606923976.0417,5402.0
1606923976.0437,5347.0
1606923976.0459,5299.0
1606923976.0478,5251.0
1606923976.0497,5201.0
1606923976.0517,5153.0
1606923976.0538,5105.0
1606923976.0557,5050.0
1606923976.0577,4988.0
1606923976.0597,4928.0
1606923976.0618,4883.0
1606923976.0638,4837.0
1606923976.0657,4782.0
1606923976.0678,4722.0
1606923976.0697,4667.0
1606923976.0717,4612.0
1606923976.0738,4560.0
1606923976.0758,4510.0
1606923976.0779,4452.0
1606923976.0798,4395.0
1606923976.0817,4354.0
1606923976.0837,4316.0
1606923976.0857,4263.0
1606923976.5142,4206.0
1606923976.5152,4160.0
1606923976.5176,4120.0
1606923976.5203,4072.0
1606923976.5223,4024.0
1606923976.5244,3983.0
1606923976.5266,3938.0
1606923976.5283,3895.0
1606923976.5302,3849.0
1606923976.5322,3797.0
1606923976.5342,3751.0
1606923976.5362,3718.0
1606923976.5382,3677.0
1606923976.5403,3624.0
1606923976.5423,3586.0
1606923976.5443,3557.0
1606923976.5462,3519.0
1606923976.5482,3474.0
1606923976.5502,3435.0
1606923976.5522,3399.0
1606923976.5542,3363.0
1606923976.5563,3318.0
1606923976.5582,3273.0
1606923976.5602,3244.0
1606923976.5622,3213.0
1606923976.5642,3174.0
1606923976.5662,3134.0
1606923976.5682,3095.0
1606923976.5702,3060.0
1606923976.5722,3019.0
1606923976.5743,2981.0
1606923976.5762,2966.0
1606923976.5782,2952.0
1606923976.5802,2935.0
1606923976.5822,2926.0
1606923976.5842,2904.0
1606923976.5862,2856.0
1606923976.5881,2796.0
1606923976.5903,2732.0
1606923976.5922,2682.0
1606923976.5943,2653.0
1606923976.5962,2634.0
1606923976.5982,2605.0
1606923976.6002,2564.0
1606923976.6022,2531.0
1606923976.6042,2516.0
1606923976.6063,2524.0
1606923976.6082,2581.0
1606923976.6111,2887.0
1606923976.6122,3557.0
1606923976.6142,4074.0
1606923976.6162,3509.0
1606923976.6182,1866.0
1606923976.6202,880.0
1606923976.6223,1478.0
1606923976.6242,2179.0
1606923976.6261,2141.0
1606923976.6284,2105.0
1606923976.6302,2237.0
1606923976.6322,2210.0
1606923976.6342,2143.0
1606923976.6362,2165.0
1606923976.6383,2160.0
1606923976.6402,2124.0
1606923976.6422,2117.0
1606923976.6442,2112.0
1606923976.6462,2100.0
1606923976.6482,2093.0
1606923976.6502,2088.0
1606923976.6522,2086.0
1606923976.6542,2091.0
1606923976.6563,2093.0
1606923976.6582,2095.0
