,hr,rr,ecg,gsr,temperature
1602594924.0442,59.0,1183.0,193.0,470.1154191946892,36.38
1602594924.0466,59.0,1183.0,1191.0,470.10131873724197,36.38
1602594924.0493,59.0,1183.0,2924.0,470.08774363215866,36.38
1602594924.0516,59.0,1183.0,4193.0,470.0746938794393,36.38
1602594924.0536,59.0,1183.0,4838.0,470.06216947908376,36.38
1602594924.0556,59.0,1183.0,5561.0,470.05017043109217,36.38
1602594924.0578,59.0,1183.0,6235.0,470.03869673546444,36.38
1602594924.0596,59.0,1183.0,6651.0,470.0277483922007,36.38
1602594924.0618,59.0,1183.0,7023.0,470.0173254013008,36.38
1602594924.0639,59.0,1183.0,7379.0,470.0074277627648,36.38
1602594924.0659,59.0,1183.0,7620.0,469.99805547659275,36.38
1602594924.0679,59.0,1183.0,7818.0,469.9892085427846,36.38
1602594924.0702,59.0,1183.0,8012.0,469.98088696134033,36.38
1602594924.0721,59.0,1183.0,8164.0,469.97309073225995,36.38
1602594924.0736,59.0,1183.0,8275.0,469.96581985554354,36.38
1602594924.0756,59.0,1183.0,8365.0,469.95907433119095,36.38
1602594924.0779,59.0,1183.0,8428.0,469.95285415920233,36.38
1602594924.0796,59.0,1183.0,8502.0,469.9471593395776,36.38
1602594924.0816,59.0,1183.0,8689.0,469.94198987231675,36.38
1602594924.0836,59.0,1183.0,8950.0,469.93734575741985,36.38
1602594924.0856,59.0,1183.0,8967.0,469.93322699488687,36.38
1602594924.0876,59.0,1183.0,8473.0,469.92963358471775,36.38
1602594924.0896,59.0,1183.0,8014.0,469.92656552691255,36.38
1602594924.0916,59.0,1183.0,8179.0,469.9240228214712,36.38
1602594924.0936,59.0,1183.0,8430.0,469.9220054683938,36.38
1602594924.0956,59.0,1183.0,8353.0,469.92051346768034,36.38
1602594924.0976,59.0,1183.0,8297.0,469.9195468193308,36.38
1602594924.0996,59.0,1183.0,8316.0,469.9191055233451,36.38
1602594924.1016,59.0,1183.0,8246.0,469.9191895797233,36.38
1602594924.1035,59.0,1183.0,8164.0,469.91979898846546,36.38
1602594924.1055,59.0,1183.0,8133.0,469.9209337495715,36.38
1602594924.1076,59.0,1183.0,8082.0,469.9225938630414,36.38
1602594924.1095,59.0,1183.0,8002.0,469.9247793288753,36.38
1602594924.1116,59.0,1183.0,7915.0,469.92749014707306,36.38
1602594924.1135,59.0,1183.0,7847.0,469.9307263176347,36.38
