,ecg
1607089451.2372,1738.0
1607089451.2399,3268.0
1607089451.2422,4097.0
1607089451.245,4646.0
1607089451.2469,5350.0
1607089451.2489,5894.0
1607089451.251,6283.0
1607089451.2529,6706.0
1607089451.2549,7089.0
1607089451.2569,7394.0
1607089451.2589,7702.0
1607089451.2609,8005.0
1607089451.2629,8250.0
1607089451.2649,8472.0
1607089451.2669,8686.0
1607089451.2689,8859.0
1607089451.2709,9017.0
1607089451.2728,9188.0
1607089451.2749,9352.0
1607089451.2768,9498.0
1607089451.2788,9633.0
1607089451.2809,9761.0
1607089451.2829,9878.0
1607089451.2849,9979.0
1607089451.2869,10061.0
1607089451.2888,10205.0
1607089451.2908,10513.0
1607089451.2928,10934.0
1607089451.2948,11215.0
1607089451.2968,11028.0
1607089451.2989,10516.0
1607089451.3008,10379.0
1607089451.3028,10648.0
1607089451.3048,10720.0
1607089451.3068,10645.0
1607089451.3088,10715.0
1607089451.3108,10780.0
1607089451.3128,10773.0
1607089451.3148,10807.0
1607089451.3168,10838.0
1607089451.3188,10833.0
1607089451.3208,10847.0
1607089451.3229,10874.0
1607089451.3248,10872.0
1607089451.3267,10860.0
1607089451.3288,10869.0
1607089451.3308,10867.0
1607089451.3328,10831.0
1607089451.3349,10809.0
1607089451.3367,10807.0
1607089451.3389,10804.0
1607089451.3408,10780.0
1607089451.3427,10732.0
1607089451.3447,10706.0
1607089451.3468,10696.0
1607089451.3488,10662.0
1607089451.3508,10629.0
1607089451.3528,10609.0
1607089451.3548,10581.0
1607089451.3568,10542.0
1607089451.3588,10511.0
1607089451.3608,10482.0
1607089451.3628,10446.0
1607089451.3648,10393.0
1607089451.3667,10338.0
1607089451.3687,10282.0
1607089451.3708,10196.0
1607089451.3727,10092.0
1607089451.3747,9989.0
1607089451.3767,9886.0
1607089451.3787,9785.0
1607089451.3808,9693.0
1607089451.3828,9614.0
1607089451.8058,9544.0
1607089451.8069,9472.0
1607089451.8094,9395.0
1607089451.8121,9325.0
1607089451.814,9270.0
1607089451.816,9203.0
1607089451.8181,9126.0
1607089451.82,9066.0
1607089451.822,9020.0
1607089451.824,8938.0
1607089451.826,8835.0
1607089451.828,8775.0
1607089451.8301,8724.0
1607089451.832,8645.0
1607089451.834,8565.0
1607089451.836,8500.0
1607089451.8381,8433.0
