Time,HR,RR
1607089450.0043,62,851
1607089450.9655,63,991
1607089451.9827,64,1091
1607089453.0629,63,1088
1607089453.9630,62,1078
1607089454.9828,62,1065
1607089455.9727,61,1033
1607089456.9627,61,1097
1607089458.1612,61,1180
1607089458.9729,60,1176
1607089459.9628,59,1115
1607089460.9826,59,nan
1607089462.0323,59,1189
1607089462.9631,58,1183
1607089463.9828,58,1128
1607089464.9726,57,1172
1607089465.9922,57,1190
1607089467.0724,56,1139
1607089467.9730,56,1169
1607089468.9628,56,1199
1607089469.9825,56,nan
1607089470.9725,55,1156
1607089471.9630,55,1084
1607089472.9827,55,1186
1607089474.0026,55,1234
1607089474.9624,55,1139
1607089476.0660,54,1179
1607089476.9727,54,nan
1607089477.9624,54,1219
1607089478.9825,54,1159
1607089479.9937,54,1162
1607089481.0712,54,1203
1607089482.0429,53,1174
1607089483.0032,53,1144
1607089483.9624,53,1194
1607089485.0336,53,nan
1607089485.9726,53,1176
1607089486.9625,53,1116
1607089487.9825,53,1160
1607089489.0024,53,1200
1607089490.0995,53,1143
1607089490.9825,53,1105
1607089491.9727,53,1192
1607089492.9624,53,1188
1607089493.9825,53,nan
1607089494.9728,53,1128
1607089495.9626,53,1159
1607089496.9825,53,1207
1607089497.9724,53,1182
1607089499.0707,53,1147
1607089500.0425,53,1202
1607089500.9723,53,nan
1607089501.9623,53,1191
1607089502.9823,53,1176
1607089504.0803,53,1134
1607089504.9624,53,1188
1607089505.9823,53,1172
1607089506.9721,53,1141
1607089508.0140,53,nan
1607089508.9823,53,1198
1607089509.9723,53,1277
1607089510.9922,52,1210
1607089511.9822,52,1163
1607089513.0829,52,1246
1607089513.9624,52,1239
1607089515.0124,52,nan
1607089516.0021,52,1132
1607089516.9829,52,1197
1607089518.0939,52,1224
1607089518.9723,52,1152
1607089519.9633,52,1166
1607089520.9822,52,1236
1607089522.0538,52,nan
1607089522.9622,52,1224
1607089523.9823,52,1162
1607089524.9719,52,1232
1607089525.9832,52,1240
1607089527.0927,51,1219
1607089527.9722,51,1142
1607089528.9620,51,nan
1607089529.9819,51,1166
1607089531.0535,52,1196
1607089531.9620,52,1162
1607089532.9824,52,1085
1607089533.9720,52,1148
1607089534.9620,52,1166
1607089536.0896,52,1119
1607089537.0024,52,1117
1607089537.9621,53,1163
1607089538.9820,53,1167
1607089539.9911,53,nan
1607089541.1019,53,1108
1607089541.9820,53,1063
1607089543.0019,53,1126
1607089543.9619,54,1151
1607089545.0305,54,1094
1607089545.9720,54,1091
1607089546.9618,54,1147
1607089548.0119,54,1150
1607089549.0020,54,1077
1607089550.1027,54,1081
1607089550.9820,54,1130
1607089551.9719,55,1117
1607089552.9919,55,nan
1607089554.0024,55,1042
1607089554.9721,55,1112
1607089555.9619,55,1120
1607089556.9819,55,1116
1607089557.9717,55,1094
1607089559.1027,55,1145
1607089559.9820,55,1218
1607089560.9719,55,1182
1607089561.9618,55,nan
1607089563.0006,54,1127
1607089563.9722,54,1144
1607089564.9620,54,1159
1607089565.9818,54,1099
1607089566.9719,54,1097
1607089568.0405,54,1167
1607089568.9822,54,1130
1607089569.9719,54,1084
1607089570.9618,54,1131
