,ecg
1606935799.505,9.0
1606935799.5074,125.0
1606935799.51,816.0
1606935799.5127,1994.0
1606935799.5149,2779.0
1606935799.517,3179.0
1606935799.5189,3740.0
1606935799.5204,4292.0
1606935799.5224,4682.0
1606935799.5244,5087.0
1606935799.5264,5497.0
1606935799.5286,5831.0
1606935799.5311,6157.0
1606935799.5333,6489.0
1606935799.5354,6778.0
1606935799.5374,7043.0
1606935799.5391,7327.0
1606935799.5404,7599.0
1606935799.5424,7821.0
1606935799.5444,8011.0
1606935799.5464,8204.0
1606935799.5484,8397.0
1606935799.5504,8565.0
1606935799.5524,8722.0
1606935799.5544,8886.0
1606935799.5564,9047.0
1606935799.5584,9194.0
1606935799.5603,9334.0
1606935799.5623,9464.0
1606935799.5643,9575.0
1606935799.5664,9683.0
1606935799.5684,9847.0
1606935799.5703,10112.0
1606935799.5724,10341.0
1606935799.5743,10290.0
1606935799.5763,10175.0
1606935799.5784,10278.0
1606935799.5804,10343.0
1606935799.5824,10302.0
1606935799.5843,10355.0
1606935799.5863,10427.0
1606935799.5884,10444.0
1606935799.5904,10471.0
1606935799.5925,10512.0
1606935799.5943,10541.0
1606935799.5963,10560.0
1606935799.5984,10570.0
1606935799.6003,10577.0
1606935799.6024,10589.0
1606935799.6043,10603.0
1606935799.6066,10601.0
1606935799.6083,10577.0
1606935799.6103,10567.0
1606935799.6123,10565.0
1606935799.6143,10541.0
1606935799.6163,10519.0
1606935799.6183,10509.0
1606935799.6203,10483.0
1606935799.6223,10442.0
1606935799.6243,10418.0
1606935799.6263,10394.0
1606935799.6284,10338.0
1606935799.6303,10283.0
1606935799.6323,10242.0
1606935799.6343,10191.0
1606935799.6363,10134.0
1606935799.6383,10081.0
1606935799.6403,10032.0
1606935799.6423,9987.0
1606935799.6443,9924.0
1606935799.6463,9859.0
1606935799.6483,9816.0
1606935799.6503,9770.0
1606935800.0439,9702.0
1606935800.0448,9645.0
1606935800.0473,9594.0
1606935800.0499,9529.0
