time,gsr
1.601464661227099895e+09,4.703528393958756624e+02
1.601464661347100019e+09,4.702663224974696732e+02
1.601464661467000008e+09,4.701802332831798594e+02
1.601464661557199955e+09,4.700945717530062780e+02
1.601464661647000074e+09,4.700093379069489288e+02
1.601464661767100096e+09,4.699245317450078119e+02
1.601464661917000055e+09,4.698401532671828704e+02
1.601464661976999998e+09,4.697562024734741044e+02
1.601464662097100019e+09,4.696726793638816275e+02
1.601464662187000036e+09,4.695895839384053261e+02
1.601464662306900024e+09,4.695069161970452569e+02
1.601464662426899910e+09,4.694246761398013632e+02
1.601464662516999960e+09,4.693428637666737018e+02
1.601464662637000084e+09,4.692614790776622726e+02
1.601464662726900101e+09,4.691805220727670189e+02
1.601464662847800016e+09,4.690999927519879975e+02
1.601464662967000008e+09,4.690198911153252084e+02
1.601464663056499958e+09,4.689402171627785947e+02
1.601464663176300049e+09,4.688609708943482133e+02
1.601464663296400070e+09,4.687821523100340642e+02
1.601464663386199951e+09,4.687037614098360905e+02
1.601464663506200075e+09,4.686257981937543491e+02
1.601464663596100092e+09,4.685482626617888400e+02
1.601464663811700106e+09,4.684711548139395063e+02
1.601464663836199999e+09,4.683944746502064049e+02
1.601464663926100016e+09,4.683182221705895358e+02
1.601464664046099901e+09,4.682423973750888422e+02
1.601464664136199951e+09,4.681670002637043808e+02
1.601464664352499962e+09,4.680920308364361517e+02
1.601464664376100063e+09,4.680174890932840981e+02
1.601464664466099977e+09,4.679433750342482767e+02
1.601464664586199999e+09,4.678696886593286877e+02
1.601464664676199913e+09,4.677964299685252740e+02
1.601464664923199892e+09,4.677235989618380927e+02
1.601464664923700094e+09,4.676511956392670868e+02
1.601464665006099939e+09,4.675792200008123700e+02
1.601464665126199961e+09,4.675076720464738287e+02
1.601464665216200113e+09,4.674365517762514628e+02
1.601464665462800026e+09,4.673658591901453292e+02
1.601464665463299990e+09,4.672955942881554279e+02
1.601464665546099901e+09,4.672257570702817588e+02
1.601464665666199923e+09,4.671563475365242653e+02
1.601464665786200047e+09,4.670873656868830039e+02
1.601464665876100063e+09,4.670188115213579181e+02
1.601464666061300039e+09,4.669506850399490645e+02
1.601464666086199999e+09,4.668829862426564432e+02
1.601464666206099987e+09,4.668157151294800542e+02
1.601464666326100111e+09,4.667488717004198406e+02
1.601464666416199923e+09,4.666824559554758594e+02
1.601464666570199966e+09,4.666164678946480535e+02
1.601464666626100063e+09,4.665509075178694616e+02
1.601464666746099949e+09,4.664770826596554798e+02
1.601464666866199970e+09,4.664042190626162210e+02
1.601464666956199884e+09,4.663324915015106171e+02
1.601464667173599958e+09,4.662620747510977708e+02
1.601464667174099922e+09,4.662072741254040693e+02
1.601464667286099911e+09,4.661526919681591608e+02
1.601464667406100035e+09,4.660985321832486079e+02
1.601464667503700018e+09,4.660449986745579167e+02
1.601464667742799997e+09,4.659922953459727069e+02
1.601464667743299961e+09,4.659406261013783137e+02
1.601464667826100111e+09,4.659043253839279259e+02
1.601464667946099997e+09,4.658524231063215666e+02
1.601464668036099911e+09,4.657992537117121969e+02
1.601464668284199953e+09,4.657308905647178676e+02
1.601464668284699917e+09,4.656631100002536527e+02
1.601464668366100073e+09,4.655819562538110858e+02
