Time,GSR
1601464661.2271,470
1601464661.3471,470
1601464661.4670,470
1601464661.5572,470
1601464661.6470,470
1601464661.7671,470
1601464661.9170,470
1601464661.9770,470
1601464662.0971,470
1601464662.1870,470
1601464662.3069,470
1601464662.4269,469
1601464662.5170,469
1601464662.6370,469
1601464662.7269,469
1601464662.8478,469
1601464662.9670,469
1601464663.0565,469
1601464663.1763,469
1601464663.2964,469
1601464663.3862,469
1601464663.5062,469
1601464663.5961,469
1601464663.8117,468
1601464663.8362,468
1601464663.9261,468
1601464664.0461,468
1601464664.1362,468
1601464664.3525,468
1601464664.3761,468
1601464664.4661,468
1601464664.5862,468
1601464664.6762,468
1601464664.9232,468
1601464664.9237,468
1601464665.0061,468
1601464665.1262,467
1601464665.2162,468
1601464665.4628,468
1601464665.4633,467
1601464665.5461,467
1601464665.6662,467
1601464665.7862,467
1601464665.8761,467
1601464666.0613,467
1601464666.0862,467
1601464666.2061,467
1601464666.3261,467
1601464666.4162,467
1601464666.5702,467
1601464666.6261,466
1601464666.7461,466
1601464666.8662,466
1601464666.9562,466
1601464667.1736,466
1601464667.1741,466
1601464667.2861,466
1601464667.4061,466
1601464667.5037,466
1601464667.7428,466
1601464667.7433,466
1601464667.8261,466
1601464667.9461,466
1601464668.0361,466
1601464668.2842,466
1601464668.2847,466
1601464668.3661,466
1601464668.4861,465
1601464668.5761,465
1601464668.6962,465
1601464668.8471,465
1601464668.9061,465
1601464669.0261,465
1601464669.1161,465
1601464669.2362,465
1601464669.3832,465
1601464669.4461,465
1601464669.5661,465
1601464669.6862,465
1601464669.7761,465
1601464669.9311,465
1601464669.9861,465
1601464670.1061,465
1601464670.2261,465
1601464670.3161,465
1601464670.5330,465
1601464670.5335,465
1601464670.6461,464
1601464670.7661,464
1601464670.8561,464
1601464671.1028,464
1601464671.1034,464
1601464671.1861,464
1601464671.3061,464
1601464671.3961,464
1601464671.6425,464
1601464671.6430,464
1601464671.7261,464
1601464671.8461,464
1601464671.9361,464
1601464672.0561,464
1601464672.2111,464
1601464672.2660,464
1601464672.3861,464
1601464672.4761,464
1601464672.5962,463
1601464672.7531,463
1601464672.8061,463
1601464672.9261,463
1601464673.0162,463
1601464673.1362,463
1601464673.3204,462
1601464673.3461,462
1601464673.4661,462
1601464673.5561,463
1601464673.6761,463
1601464673.9230,464
1601464673.9235,464
1601464674.0061,463
1601464674.1261,463
1601464674.2161,463
1601464674.4569,462
1601464674.4574,462
1601464674.5461,462
1601464674.6661,461
1601464674.7561,462
1601464674.8761,462
1601464675.0523,462
1601464675.0861,462
1601464675.2060,462
1601464675.2961,462
1601464675.4162,462
1601464675.5642,462
1601464675.6260,462
1601464675.7462,462
1601464675.8361,462
1601464675.9561,462
1601464676.1394,462
1601464676.1661,462
1601464676.2861,462
1601464676.3761,462
1601464676.4961,462
1601464676.6814,462
1601464676.7061,462
1601464676.8260,462
1601464676.9160,462
1601464677.0361,462
1601464677.2832,461
1601464677.2837,461
1601464677.3660,461
1601464677.4561,461
1601464677.5761,461
1601464677.8228,461
1601464677.8233,461
1601464677.9060,461
1601464677.9960,461
1601464678.1161,461
1601464678.2361,461
1601464678.3910,461
1601464678.4460,461
1601464678.5661,461
1601464678.6561,461
1601464678.7761,461
1601464678.9310,461
1601464678.9860,461
1601464679.1060,461
1601464679.1961,461
1601464679.3163,461
1601464679.5007,461
1601464679.5260,461
1601464679.6460,461
1601464679.7361,460
1601464679.8562,460
1601464680.0416,460
1601464680.0662,460
1601464680.1862,460
1601464680.2760,460
1601464680.3961,460
1601464680.6422,460
1601464680.6427,460
1601464680.7260,460
1601464680.8161,460
1601464680.9662,460
1601464681.0561,460
1601464681.2030,460
1601464681.2660,460
1601464681.3560,460
1601464681.4761,460
1601464681.5961,460
1601464681.7450,459
1601464681.8060,460
1601464681.8960,459
1601464682.0160,459
1601464682.1361,459
1601464682.3154,459
1601464682.3461,459
1601464682.4361,459
1601464682.5564,459
1601464682.6761,459
1601464682.8608,459
1601464682.8861,459
1601464683.0060,459
1601464683.0960,459
1601464683.2162,459
1601464683.4326,459
1601464683.4331,459
1601464683.5460,459
1601464683.6360,459
1601464683.7561,459
1601464683.8461,459
1601464684.0313,459
1601464684.0861,458
1601464684.1760,458
1601464684.2960,458
1601464684.3861,458
1601464684.5714,458
1601464684.6260,458
1601464684.7161,458
1601464684.8360,458
1601464684.9561,458
1601464685.1110,458
