Time,GSR,Temp(C)
1606923079.5484,66,35.69
1606923081.1377,67,35.63
1606923082.7282,66,35.63
1606923084.3183,68,35.63
1606923086.0002,70,35.56
1606923087.6202,67,35.56
1606923089.1170,65,35.56
1606923090.7071,67,35.50
1606923092.3570,66,35.50
1606923093.9170,67,35.44
1606923095.5087,68,35.44
1606923097.1865,70,35.38
1606923098.7172,70,35.38
1606923100.3071,72,35.38
1606923101.8971,74,35.31
1606923103.5170,76,35.31
1606923105.1070,78,35.25
1606923106.7003,77,35.19
1606923108.4047,76,35.19
1606923109.9071,67,35.19
1606923111.4970,63,35.13
1606923113.0869,66,35.13
1606923114.7070,71,35.06
1606923116.2969,74,35.06
1606923117.9101,74,35.00
1606923119.4770,72,35.00
1606923121.0972,71,34.94
1606923122.6870,75,34.94
1606923124.2770,76,34.88
1606923125.8970,71,34.88
1606923127.4869,74,34.81
1606923129.1599,76,34.81
1606923130.6672,78,34.75
1606923132.2872,73,34.75
1606923133.8771,74,34.69
1606923135.4669,67,34.69
1606923137.0569,71,34.63
1606923138.7023,74,34.63
1606923140.3519,78,34.56
1606923141.8571,80,34.56
1606923143.4770,83,34.56
1606923145.0669,84,34.50
1606923146.6569,83,34.50
1606923148.2709,78,34.50
1606923149.9215,80,34.44
1606923151.5725,80,34.44
1606923153.0471,81,34.38
1606923154.6670,83,34.38
1606923156.2571,84,34.38
1606923157.8769,84,34.31
1606923159.4631,84,34.31
1606923161.1186,82,34.25
1606923162.6473,80,34.25
1606923164.2372,81,34.25
1606923165.8271,77,34.19
1606923167.4470,76,34.19
1606923169.0370,76,34.13
1606923170.7086,76,34.13
1606923172.3584,80,34.13
1606923173.8371,78,34.13
1606923175.4569,80,34.06
1606923177.0170,82,34.06
1606923178.6370,80,34.06
1606923180.2269,82,34.06
1606923181.8715,83,34.00
1606923183.4373,83,34.00
1606923185.0270,85,33.94
1606923186.6170,87,33.94
1606923188.2069,83,33.94
1606923189.8269,78,33.94
1606923191.4397,78,33.88
1606923193.1188,82,33.88
1606923194.5975,82,33.88
1606923196.2248,78,33.88
1606923197.8382,80,33.81
1606923199.3978,83,33.81
1606923201.0325,82,33.81
1606923202.6833,81,33.81
1606923204.3589,78,33.75
1606923205.7882,77,33.75
1606923207.4076,76,33.75
1606923208.9976,79,33.75
1606923210.5883,81,33.69
1606923212.2084,79,33.69
1606923213.8789,81,33.69
1606923215.3871,81,33.69
1606923216.9781,83,33.69
1606923218.5973,84,33.63
1606923220.1875,85,33.63
1606923221.7821,86,33.63
1606923223.4962,88,33.63
1606923225.1054,88,33.56
1606923226.5788,88,33.56
1606923228.1680,87,33.56
1606923229.8006,83,33.56
1606923231.3773,83,33.56
1606923233.0512,85,33.56
1606923234.6518,87,33.50
1606923236.1775,86,33.50
1606923237.8010,87,33.50
1606923239.3576,89,33.50
1606923240.9787,90,33.50
1606923242.5683,91,33.44
1606923244.2073,91,33.44
1606923245.8463,91,33.44
1606923247.3672,93,33.44
1606923248.9579,94,33.44
1606923250.5489,90,33.38
1606923252.1389,89,33.38
1606923253.7569,89,33.38
1606923255.4005,89,33.38
1606923256.9373,90,33.38
1606923258.5573,88,33.38
1606923260.1478,87,33.31
1606923261.7672,90,33.31
1606923263.3271,92,33.31
1606923264.9470,93,33.31
1606923266.6215,94,33.31
1606923268.1271,93,33.31
1606923269.7478,93,33.25
1606923271.3372,95,33.25
1606923272.9271,95,33.25
1606923274.5171,95,33.25
1606923276.1371,96,33.25
1606923277.8125,98,33.25
1606923279.3174,96,33.25
1606923280.9073,93,33.19
1606923282.5279,87,33.19
1606923284.1172,90,33.19
1606923285.7109,88,33.19
1606923287.4109,92,33.19
1606923289.0310,92,33.19
1606923290.5078,93,33.19
1606923292.0972,95,33.13
1606923293.7172,96,33.13
1606923295.3072,98,33.13
1606923296.9191,98,33.13
1606923298.5729,89,33.13
1606923300.1080,92,33.13
1606923301.6973,93,33.13