,ecg
1606912809.1146,3286.0
1606912809.1173,5448.0
1606912809.12,6464.0
1606912809.1226,7284.0
1606912809.1248,8249.0
1606912809.1268,8881.0
1606912809.1292,9352.0
1606912809.1314,9868.0
1606912809.1328,10274.0
1606912809.1344,10563.0
1606912809.1364,10853.0
1606912809.1384,11116.0
1606912809.1404,11319.0
1606912809.1424,11509.0
1606912809.1444,11700.0
1606912809.1464,11849.0
1606912809.1484,11963.0
1606912809.1504,12071.0
1606912809.1524,12163.0
1606912809.1544,12216.0
1606912809.1564,12262.0
1606912809.1584,12330.0
1606912809.1604,12392.0
1606912809.1624,12424.0
1606912809.1644,12445.0
1606912809.1664,12479.0
1606912809.1684,12513.0
1606912809.1704,12523.0
1606912809.1723,12506.0
1606912809.1743,12484.0
1606912809.1763,12445.0
1606912809.1783,12513.0
1606912809.1803,12923.0
1606912809.1823,13567.0
1606912809.1843,13830.0
1606912809.1863,13254.0
1606912809.1883,12363.0
1606912809.1903,12086.0
1606912809.1923,12291.0
1606912809.1943,12255.0
1606912809.1963,12098.0
1606912809.1983,12127.0
1606912809.2003,12129.0
1606912809.2023,12054.0
1606912809.2043,12030.0
1606912809.2063,12001.0
1606912809.2083,11924.0
1606912809.2104,11873.0
1606912809.2123,11837.0
1606912809.2142,11784.0
1606912809.2165,11731.0
1606912809.2183,11676.0
1606912809.2202,11615.0
1606912809.2222,11574.0
1606912809.2243,11531.0
1606912809.2262,11463.0
1606912809.2283,11410.0
1606912809.2303,11367.0
1606912809.2323,11306.0
1606912809.2342,11241.0
1606912809.2363,11167.0
1606912809.2382,11092.0
1606912809.2402,11019.0
1606912809.2422,10928.0
1606912809.2442,10834.0
1606912809.2462,10754.0
1606912809.2483,10657.0
1606912809.2502,10556.0
1606912809.2522,10472.0
1606912809.2542,10392.0
1606912809.2562,10295.0
1606912809.2582,10206.0
1606912809.2602,10131.0
1606912809.6836,10061.0
1606912809.6848,9982.0
1606912809.6873,9897.0
1606912809.6899,9820.0
1606912809.6919,9753.0
1606912809.6939,9675.0
1606912809.6959,9596.0
1606912809.6979,9538.0
1606912809.6999,9475.0
1606912809.7019,9374.0
1606912809.7039,9270.0
1606912809.7059,9212.0
1606912809.7079,9144.0
1606912809.7099,9053.0
1606912809.712,8971.0
1606912809.7139,8898.0
1606912809.716,8821.0
1606912809.7179,8744.0
1606912809.7199,8669.0
1606912809.7219,8587.0
1606912809.7238,8503.0
1606912809.7258,8421.0
1606912809.7278,8341.0
1606912809.7298,8269.0
1606912809.7318,8196.0
1606912809.7338,8117.0
1606912809.7358,8037.0
1606912809.7378,7965.0
1606912809.7402,7890.0
1606912809.7419,7810.0
1606912809.7438,7740.0
1606912809.7458,7675.0
1606912809.7478,7593.0
1606912809.7498,7511.0
1606912809.7519,7441.0
1606912809.7538,7376.0
1606912809.7558,7306.0
1606912809.7578,7231.0
1606912809.7598,7144.0
1606912809.7619,7067.0
1606912809.7638,7007.0
1606912809.766,6934.0
1606912809.7679,6859.0
1606912809.7698,6789.0
1606912809.7719,6717.0
1606912809.7738,6650.0
1606912809.7758,6601.0
1606912809.7778,6548.0
1606912809.7798,6488.0
1606912809.7818,6432.0
1606912809.7838,6365.0
1606912809.7858,6268.0
1606912809.7878,6177.0
1606912809.7899,6111.0
1606912809.7918,6063.0
1606912809.7938,6005.0
1606912809.7958,5933.0
1606912809.7978,5868.0
1606912809.7998,5815.0
1606912809.8019,5752.0
1606912809.8038,5687.0
1606912809.8058,5622.0
1606912809.8078,5528.0
1606912809.8098,5438.0
1606912809.8118,5581.0
1606912809.8138,6095.0
1606912809.8158,6611.0
1606912809.8178,6461.0
1606912809.8198,5585.0
1606912809.8218,4881.0
1606912809.8238,4898.0
1606912809.8258,5006.0
1606912809.8278,4847.0
1606912810.2233,4780.0
1606912810.2242,4804.0
1606912810.2267,4736.0
1606912810.2293,4669.0
1606912810.2314,4652.0
1606912810.2333,4611.0
1606912810.2357,4553.0
1606912810.2373,4512.0
1606912810.2393,4471.0
1606912810.2412,4430.0
1606912810.2432,4374.0
1606912810.2452,4316.0
1606912810.2472,4285.0
1606912810.2493,4258.0
1606912810.2513,4212.0
1606912810.2532,4176.0
1606912810.2552,4152.0
1606912810.2572,4121.0
1606912810.2593,4087.0
1606912810.2613,4048.0
1606912810.2632,4005.0
1606912810.2652,3954.0
1606912810.2672,3904.0
1606912810.2692,3853.0
1606912810.2713,3800.0
1606912810.2732,3742.0
1606912810.2752,3679.0
1606912810.2772,3626.0
1606912810.2792,3580.0
1606912810.2813,3527.0
1606912810.2832,3472.0
1606912810.2852,3421.0
1606912810.2872,3385.0
1606912810.2892,3346.0
1606912810.2912,3308.0
1606912810.2932,3274.0
1606912810.2952,3250.0
1606912810.2972,3218.0
1606912810.2992,3182.0
1606912810.3012,3153.0
1606912810.3032,3124.0
1606912810.3052,3090.0
1606912810.3072,3057.0
1606912810.3092,3023.0
1606912810.3112,2992.0
1606912810.3132,2958.0
1606912810.3153,2924.0
1606912810.3172,2890.0
1606912810.3192,2859.0
1606912810.3212,2827.0
1606912810.3232,2796.0
1606912810.3252,2767.0
1606912810.3272,2736.0
1606912810.3292,2704.0
1606912810.3312,2673.0
1606912810.3332,2644.0
1606912810.3352,2610.0
1606912810.3374,2577.0
1606912810.3392,2550.0
1606912810.3412,2523.0
1606912810.3432,2497.0
1606912810.3452,2466.0
1606912810.3472,2432.0
1606912810.3492,2408.0
1606912810.3512,2383.0
1606912810.3532,2355.0
1606912810.3552,2330.0
1606912810.3572,2306.0
1606912810.3592,2277.0
1606912810.3612,2248.0
1606912810.3632,2224.0
1606912810.3652,2200.0
1606912810.3672,2176.0
1606912810.7934,2149.0
1606912810.7943,2118.0
1606912810.7968,2099.0
1606912810.7994,2075.0
1606912810.8015,2046.0
1606912810.8034,2024.0
1606912810.8055,2002.0
1606912810.8074,1968.0
1606912810.8093,1939.0
1606912810.8114,1927.0
1606912810.8133,1908.0
1606912810.8153,1877.0
1606912810.8173,1850.0
1606912810.8193,1831.0
1606912810.8214,1814.0
1606912810.8233,1804.0
1606912810.8253,1800.0
1606912810.8273,1790.0
1606912810.8293,1775.0
1606912810.8314,1761.0
1606912810.8333,1737.0
1606912810.8353,1698.0
1606912810.8373,1662.0
1606912810.8393,1645.0
1606912810.8414,1635.0
1606912810.8433,1619.0
1606912810.8453,1597.0
1606912810.8473,1580.0
1606912810.8494,1563.0
1606912810.8514,1549.0
1606912810.8533,1529.0
1606912810.8553,1486.0
1606912810.8574,1421.0
1606912810.8593,1510.0
1606912810.8614,1959.0
1606912810.8635,2581.0
1606912810.8654,2738.0
1606912810.8673,2077.0
