,ecg
1607091297.3611,4686.0
1607091297.3638,5396.0
1607091297.3663,6021.0
1607091297.3688,6437.0
1607091297.3708,6856.0
1607091297.3728,7255.0
1607091297.3749,7558.0
1607091297.3768,7842.0
1607091297.3788,8125.0
1607091297.3807,8359.0
1607091297.3828,8570.0
1607091297.3848,8801.0
1607091297.3868,9010.0
1607091297.3888,9167.0
1607091297.3908,9313.0
1607091297.3928,9462.0
1607091297.3947,9583.0
1607091297.3969,9693.0
1607091297.3988,9809.0
1607091297.4008,9922.0
1607091297.4028,10025.0
1607091297.4048,10116.0
1607091297.4068,10196.0
1607091297.4088,10275.0
1607091297.4108,10338.0
1607091297.4128,10403.0
1607091297.4147,10590.0
1607091297.4168,10948.0
1607091297.4187,11309.0
1607091297.4207,11328.0
1607091297.4228,10850.0
1607091297.4247,10448.0
1607091297.4267,10595.0
1607091297.4287,10780.0
1607091297.4307,10691.0
1607091297.4327,10684.0
1607091297.4347,10763.0
1607091297.4367,10746.0
1607091297.4387,10732.0
1607091297.4407,10763.0
1607091297.4427,10763.0
1607091297.4447,10754.0
1607091297.4467,10749.0
1607091297.4487,10732.0
1607091297.4507,10720.0
1607091297.4527,10703.0
1607091297.4547,10679.0
1607091297.4566,10658.0
1607091297.4586,10629.0
1607091297.4607,10595.0
1607091297.4629,10571.0
1607091297.4647,10547.0
1607091297.4667,10508.0
1607091297.4686,10470.0
1607091297.4707,10441.0
1607091297.4727,10412.0
1607091297.4747,10376.0
1607091297.4767,10338.0
1607091297.4787,10304.0
1607091297.4806,10270.0
1607091297.4826,10229.0
1607091297.4846,10184.0
1607091297.4866,10148.0
1607091297.4886,10104.0
1607091297.4906,10039.0
1607091297.4926,9970.0
1607091297.4947,9898.0
1607091297.4967,9804.0
1607091297.4986,9700.0
1607091297.5006,9595.0
1607091297.5026,9496.0
1607091297.5046,9409.0
1607091297.5066,9318.0
1607091297.8996,9236.0
1607091297.9005,9171.0
1607091297.9022,9104.0
1607091297.9042,9029.0
1607091297.9062,8955.0
1607091297.9082,8888.0
1607091297.9102,8825.0
1607091297.9123,8758.0
1607091297.9142,8693.0
1607091297.9163,8637.0
1607091297.9182,8570.0
1607091297.9202,8474.0
1607091297.9222,8407.0
1607091297.9242,8359.0
1607091297.9262,8279.0
1607091297.9282,8195.0
1607091297.9302,8132.0
1607091297.9321,8070.0
1607091297.9341,7995.0
1607091297.9362,7926.0
1607091297.9382,7858.0
1607091297.9401,7784.0
1607091297.9421,7709.0
1607091297.9442,7637.0
1607091297.9462,7570.0
1607091297.9481,7502.0
1607091297.9502,7428.0
1607091297.9521,7353.0
1607091297.9543,7286.0
1607091297.9561,7219.0
1607091297.9583,7144.0
1607091297.9601,7077.0
1607091297.9622,7009.0
1607091297.9641,6942.0
1607091297.9662,6882.0
1607091297.9681,6805.0
1607091297.9701,6726.0
1607091297.9721,6663.0
1607091297.9741,6596.0
1607091297.9762,6524.0
1607091297.9782,6461.0
1607091297.9801,6396.0
1607091297.9821,6326.0
1607091297.9841,6264.0
1607091297.9862,6204.0
1607091297.9881,6137.0
1607091297.9901,6069.0
1607091297.9921,6009.0
1607091297.9942,5949.0
1607091297.9962,5882.0
1607091297.9981,5817.0
1607091298.0001,5757.0
1607091298.0021,5699.0
1607091298.0041,5639.0
1607091298.0061,5574.0
1607091298.0081,5516.0
1607091298.0102,5456.0
1607091298.0121,5391.0
1607091298.0141,5329.0
1607091298.0161,5273.0
1607091298.0181,5215.0
1607091298.0201,5155.0
1607091298.0221,5102.0
1607091298.0241,5064.0
1607091298.0262,5026.0
1607091298.0282,4968.0
1607091298.0301,4905.0
1607091298.0321,4848.0
1607091298.0341,4778.0
1607091298.0361,4708.0
1607091298.0381,4658.0
1607091298.0401,4609.0
1607091298.0421,4559.0
1607091298.47,4504.0
1607091298.4709,4453.0
1607091298.4734,4400.0
1607091298.476,4335.0
1607091298.4781,4290.0
1607091298.4801,4376.0
1607091298.4823,4638.0
1607091298.484,4898.0
1607091298.486,4807.0
1607091298.488,4251.0
1607091298.49,3789.0
1607091298.492,3847.0
1607091298.4941,3946.0
1607091298.496,3801.0
1607091298.4979,3729.0
1607091298.4999,3749.0
1607091298.5019,3688.0
1607091298.5039,3628.0
1607091298.506,3616.0
1607091298.5079,3575.0
1607091298.5101,3525.0
1607091298.512,3494.0
1607091298.514,3462.0
1607091298.516,3422.0
1607091298.5179,3385.0
1607091298.5199,3354.0
1607091298.5219,3318.0
1607091298.5239,3275.0
1607091298.526,3234.0
1607091298.528,3207.0
1607091298.5299,3181.0
1607091298.5319,3145.0
1607091298.5339,3114.0
1607091298.5359,3090.0
1607091298.5379,3066.0
1607091298.5399,3037.0
1607091298.5419,3010.0
1607091298.544,2989.0
1607091298.546,2972.0
1607091298.5479,2953.0
1607091298.5499,2929.0
1607091298.5519,2907.0
1607091298.5539,2885.0
1607091298.556,2852.0
1607091298.5579,2808.0
1607091298.5599,2760.0
1607091298.562,2695.0
1607091298.564,2623.0
1607091298.566,2558.0
1607091298.5679,2500.0
1607091298.5699,2445.0
1607091298.5719,2399.0
1607091298.5739,2361.0
1607091298.5759,2332.0
1607091298.578,2301.0
1607091298.5799,2272.0
1607091298.582,2248.0
1607091298.5841,2226.0
1607091298.586,2197.0
1607091298.5879,2169.0
1607091298.5899,2147.0
1607091298.5919,2123.0
1607091298.594,2096.0
1607091298.596,2077.0
1607091298.5979,2058.0
1607091298.5999,2039.0
1607091298.6019,2017.0
1607091298.6039,1993.0
1607091298.606,1971.0
1607091298.6079,1952.0
1607091298.6099,1931.0
1607091298.612,1909.0
1607091298.6139,1887.0
1607091299.0091,1866.0
1607091299.01,1842.0
1607091299.0111,1820.0
1607091299.0131,1798.0
1607091299.0151,1779.0
1607091299.017,1757.0
1607091299.019,1736.0
1607091299.0211,1719.0
1607091299.023,1697.0
1607091299.025,1666.0
1607091299.027,1647.0
1607091299.029,1635.0
1607091299.031,1613.0
1607091299.033,1591.0
1607091299.0351,1577.0
1607091299.0369,1565.0
1607091299.0389,1546.0
1607091299.0409,1527.0
1607091299.0429,1510.0
1607091299.045,1490.0
1607091299.0469,1469.0
1607091299.0489,1450.0
1607091299.051,1438.0
1607091299.0529,1426.0
1607091299.0549,1406.0
1607091299.0569,1389.0
1607091299.0589,1377.0
1607091299.061,1365.0
1607091299.063,1349.0
1607091299.0649,1334.0
1607091299.0669,1322.0
1607091299.0691,1308.0
1607091299.0709,1291.0
1607091299.0729,1276.0
1607091299.0749,1267.0
1607091299.0771,1255.0
1607091299.079,1238.0
1607091299.0809,1221.0
1607091299.0829,1212.0
1607091299.0849,1199.0
1607091299.0869,1185.0
1607091299.0889,1171.0
1607091299.0909,1161.0
1607091299.0929,1147.0
1607091299.0951,1130.0
1607091299.0969,1113.0
1607091299.0989,1101.0
1607091299.1009,1089.0
1607091299.1029,1082.0
1607091299.1049,1091.0
1607091299.1069,1094.0
1607091299.1089,1079.0
1607091299.111,1058.0
1607091299.113,1036.0
1607091299.1149,1017.0
1607091299.117,1000.0
1607091299.119,990.0
1607091299.1209,981.0
1607091299.1229,969.0
1607091299.1249,959.0
1607091299.127,949.0
1607091299.129,937.0
1607091299.1309,911.0
1607091299.1329,906.0
1607091299.1349,1022.0
1607091299.1369,1305.0
1607091299.139,1611.0
1607091299.141,1608.0
1607091299.1431,1125.0
1607091299.145,675.0
1607091299.1469,740.0
1607091299.1489,877.0
1607091299.1509,769.0
1607091299.5799,723.0
1607091299.5808,781.0
1607091299.5821,759.0
1607091299.5841,735.0
1607091299.5861,752.0
1607091299.5881,745.0
1607091299.5901,721.0
1607091299.5921,723.0
1607091299.5942,726.0
1607091299.5962,714.0
1607091299.5981,707.0
1607091299.6001,709.0
1607091299.6021,704.0
1607091299.6043,697.0
1607091299.6061,694.0
1607091299.608,694.0
1607091299.6101,694.0
1607091299.6121,694.0
1607091299.6141,694.0
1607091299.616,699.0
1607091299.618,702.0
1607091299.62,707.0
1607091299.622,711.0
1607091299.624,719.0
1607091299.6261,723.0
1607091299.6281,728.0
1607091299.6301,735.0
1607091299.632,743.0
1607091299.634,745.0
1607091299.636,740.0
1607091299.638,728.0
1607091299.64,707.0
1607091299.642,670.0
1607091299.6442,625.0
1607091299.6461,586.0
1607091299.648,553.0
1607091299.65,526.0
1607091299.652,505.0
1607091299.6541,492.0
1607091299.6561,483.0
1607091299.658,473.0
1607091299.6601,466.0
1607091299.6621,464.0
1607091299.664,464.0
1607091299.6661,461.0
1607091299.668,461.0
1607091299.6701,459.0
1607091299.672,456.0
1607091299.674,454.0
1607091299.676,449.0
1607091299.6781,449.0
1607091299.68,449.0
1607091299.682,449.0
1607091299.684,444.0
1607091299.686,442.0
1607091299.688,442.0
1607091299.69,440.0
1607091299.692,437.0
1607091299.6941,435.0
1607091299.6961,430.0
1607091299.698,425.0
1607091299.7,423.0
1607091299.702,423.0
1607091299.704,418.0
1607091299.7062,413.0
1607091299.7081,411.0
1607091299.71,408.0
1607091299.7121,406.0
1607091299.714,404.0
1607091299.7161,401.0
1607091299.718,399.0
1607091299.72,396.0
1607091299.722,391.0
1607091300.1196,389.0
1607091300.1205,387.0
1607091300.123,387.0
1607091300.1257,384.0
1607091300.1276,377.0
1607091300.1296,372.0
