Time,HR,RR
1607170198.7902,48,1443
1607170199.7765,48,nan
1607170200.7646,47,1394
1607170201.7557,47,1349
1607170202.8042,47,nan
1607170203.7646,47,1390
1607170204.7547,47,1469
1607170205.7746,47,nan
1607170206.7939,46,1654
1607170207.8743,46,1536
1607170208.8047,45,1405
1607170209.7646,45,1423
1607170210.7544,44,1233
1607170211.7743,44,nan
1607170212.8837,45,1005
1607170213.7846,46,1171
1607170214.7745,47,1466
1607170215.7643,47,1317
1607170216.8424,47,993
1607170217.7745,47,nan
1607170218.7645,47,916
1607170219.7844,49,1341
1607170220.7746,50,1377
1607170221.8826,49,1374
1607170222.7548,49,1282
1607170223.7743,49,nan
1607170224.7643,49,1052
1607170225.8128,49,1128
1607170226.7746,50,1407
1607170227.7644,50,1381
1607170228.7542,50,nan
1607170229.7742,49,1324
1607170230.8760,49,1187
1607170231.8531,49,1309
1607170232.7741,49,1336
1607170233.7648,49,nan
1607170234.7956,49,1267
1607170235.9476,48,1236
1607170236.7661,49,1328
1607170237.7540,49,nan
1607170238.7740,49,1321
1607170239.8302,48,1277
1607170240.7565,48,1307
1607170241.7752,48,1285
1607170242.7650,48,1227
1607170243.7898,48,nan
1607170244.8858,48,1174
1607170245.7675,48,1177
1607170246.7544,49,1302
1607170247.7763,49,1176
1607170248.8394,49,1125
1607170249.7546,49,1267
1607170250.7747,50,1236
1607170251.7692,50,1006
1607170252.7542,50,nan
1607170253.9323,50,1002
1607170254.7657,51,1161
1607170255.7597,52,1287
1607170256.7760,52,1390
1607170257.8327,51,1290
1607170258.7581,51,nan
1607170259.7749,51,1079
1607170260.7660,51,1080
1607170261.7653,51,1195
1607170262.8362,52,1154
1607170263.7959,52,1320
1607170264.7882,52,1230
1607170265.7743,51,1068
1607170266.7644,51,963
1607170267.9372,51,nan
1607170268.7764,52,976
1607170269.7656,53,1117
1607170270.7554,54,1415
1607170271.8384,54,1322
1607170272.7653,53,1291
1607170273.7556,53,nan
1607170274.7763,52,1267
1607170275.7654,52,1138
1607170276.8536,52,1173
1607170277.7763,52,1166
1607170278.7658,52,1076
1607170279.7555,52,1029
1607170280.8436,52,nan
1607170281.7679,53,1169
1607170282.7554,53,1416
1607170283.7755,53,1359
1607170284.7654,52,1147
1607170285.8785,52,1020
1607170286.7763,52,942
1607170287.7654,53,1149
1607170288.7556,54,1214
1607170289.8091,54,1055
1607170290.7654,54,1066
1607170291.7553,54,1189
1607170292.7754,54,1166
1607170293.7655,54,982
1607170294.8499,54,nan
1607170295.7957,54,983
1607170296.7955,55,1140
1607170297.7851,55,1359
1607170298.8840,55,1128
1607170299.8544,54,1145
1607170300.7538,54,1301
1607170301.7762,54,1125
1607170302.7708,54,nan
1607170303.7717,54,1032
1607170304.7735,54,1127
1607170305.7632,54,1324
1607170306.7533,54,1304
1607170307.7732,53,1262
1607170308.8501,53,1139
1607170309.7535,53,nan
1607170310.7735,53,1015
1607170311.7631,53,1141
1607170312.7744,53,1363
1607170313.8530,53,1218
1607170314.7633,52,978
1607170315.7531,53,975
1607170316.7730,54,1189
1607170317.8746,54,1257
1607170318.7532,54,nan
1607170319.7732,54,1059
1607170320.7632,54,1087
1607170321.7530,54,1255
1607170322.8551,54,1296
1607170323.7631,53,973
1607170324.7531,54,882
1607170325.7730,55,924
1607170326.7848,56,1098
1607170327.7836,57,1211
1607170328.7730,56,1189
1607170329.7630,56,994
1607170330.8129,56,973
1607170331.8525,56,nan
1607170332.7665,57,1228
1607170333.7531,57,1347
1607170334.7728,56,1267
1607170335.8145,55,1152
1607170336.8624,54,1138
1607170337.7731,54,1218
1607170338.7629,54,1165
1607170339.7528,54,1001
1607170340.7924,54,nan
1607170341.7629,54,976
1607170342.7529,55,1079
1607170343.7728,56,1414
1607170344.7628,55,1371
1607170345.8627,54,1139
1607170346.7730,54,nan
1607170347.7628,53,1105
1607170348.7527,54,1319
1607170349.7943,53,1369
1607170350.9011,53,1286
1607170351.7529,53,nan
1607170352.7727,52,1155
1607170353.7626,52,1244
1607170354.8728,52,1339
1607170355.7728,51,1129
1607170356.7627,51,990
1607170357.7525,52,1091
1607170358.7932,53,1213
1607170359.8739,53,1306
1607170360.7528,53,nan
1607170361.8025,52,1114
1607170362.7625,52,1177
1607170363.8038,52,1310
1607170364.7729,52,1322
1607170365.7626,52,1102
1607170366.7524,52,nan
1607170367.7724,52,1104
1607170368.8736,52,1251
1607170369.7526,52,1327
1607170370.8023,52,1191
1607170371.9060,51,1277
1607170373.0259,51,1198
1607170373.7723,51,nan
1607170374.7627,51,1058
1607170375.7522,51,1116
1607170376.7722,52,1302
1607170377.8130,52,1369
1607170378.7524,52,nan
1607170379.7724,51,1129
1607170380.7623,51,1204
1607170381.8006,51,1291
1607170382.8838,51,1218
1607170383.7626,51,1151
1607170384.7522,51,nan
1607170385.7722,51,1229
1607170386.8126,51,1356
1607170387.7526,51,1110
1607170388.7723,51,1116
1607170389.7622,51,1198
1607170390.8016,51,1146
1607170391.8816,52,850
1607170392.7623,54,828
1607170393.7522,54,nan
1607170394.7722,56,872
1607170395.8112,58,1066
1607170396.7825,58,1380
1607170397.7723,57,1339
1607170398.7622,56,1249
1607170399.7521,56,nan
1607170400.8210,55,1142
1607170401.7620,55,1147
1607170402.7521,55,1148
1607170403.7721,55,1111
1607170404.7621,55,1024
1607170405.7521,55,nan
1607170406.7725,56,939
1607170407.7621,57,978
1607170408.7524,57,1113
1607170409.8211,57,1121
1607170410.7623,57,1091
1607170411.7521,57,1038
1607170412.7719,57,1163
1607170413.7618,57,1342
1607170414.8635,56,1264
1607170415.7720,56,nan
1607170416.7619,55,1095
1607170417.7519,55,1063
1607170418.8196,55,1259
1607170419.7622,55,nan
1607170420.7519,55,1408
1607170421.7719,54,1326
1607170422.7618,53,1179
1607170423.8334,53,1122
1607170424.7723,53,nan
1607170425.7619,53,1367
1607170426.7518,53,1258
1607170427.7718,52,1321
1607170428.7623,52,1331
1607170429.7821,51,1313
1607170430.7717,51,nan
1607170431.7617,51,1180
1607170432.8302,50,1246
1607170433.7721,51,1267
1607170434.7619,50,1049
1607170435.7516,51,1108
1607170436.7716,51,970
1607170437.8697,52,915
1607170438.7518,53,953
1607170439.7717,55,986
1607170440.7618,56,1123
1607170441.8036,56,1110
1607170442.7722,56,1005
1607170443.7618,57,910
1607170444.7517,58,858
1607170445.7716,59,898
1607170446.8428,59,nan
1607170447.7517,60,1029
1607170448.7716,60,1225
1607170449.7615,60,1294
1607170450.7706,59,1214
1607170451.8832,58,1111
1607170452.7616,57,1127
1607170453.7515,57,1230
1607170454.7714,57,1115
1607170455.8433,56,918
1607170456.7515,56,nan
1607170457.7715,57,919
1607170458.7614,58,1170
1607170459.7717,58,1451
1607170460.8825,57,1371
1607170461.7614,55,1159
1607170462.7813,55,994
1607170463.7712,55,966
1607170464.7811,55,nan
1607170465.7517,56,902
1607170466.7714,57,1362
1607170467.7613,57,1292
1607170468.7512,56,1087
1607170469.8505,55,989
1607170470.7614,56,1069
1607170471.7512,56,1259
1607170472.7413,56,nan
1607170473.7828,56,1283
1607170474.8908,55,1179
1607170475.7413,55,1223
1607170476.7612,54,1240
1607170477.7511,54,1157
1607170478.8310,54,983
1607170479.7616,54,980
1607170480.7511,55,1122
1607170481.7711,55,1193
1607170482.7798,55,1004
1607170483.8921,55,991
1607170484.7415,56,1204
1607170485.7611,56,1149
1607170486.7511,56,1042
1607170487.7912,56,1108
1607170488.7612,56,1105
1607170489.7511,56,1034
1607170490.7410,56,nan
1607170491.7610,56,990
1607170492.8914,56,1097
1607170493.7412,57,1185
1607170494.7613,56,1178
1607170495.7810,56,1174
1607170496.7895,56,984
1607170497.7615,56,902
1607170498.7511,57,923
1607170499.7410,58,973
1607170500.7610,58,1299
1607170501.8339,58,1351
1607170502.7414,57,1217
1607170503.7611,56,1032
1607170504.7509,56,nan
1607170505.7453,56,984
1607170506.9360,56,1064
1607170507.7512,57,1261
1607170508.7410,56,1110
1607170509.7609,56,1174
1607170510.8001,56,1192
