,arousal,valence,Q
0,-3.0,0.0,0
1,-3.0000000000000004,0.0,0
2,-3.0,0.0,0
3,-3.0,0.0,0
4,-3.0000000000000004,0.0,0
5,-3.0,0.0,0
6,-3.0000000000000004,0.0,0
7,-3.0,0.0,0
8,-3.0,0.0,0
9,-3.0000000000000004,0.0,0
10,-3.0,0.0,0
11,-2.8000000000000003,-0.2,3
12,-2.5999999999999996,-0.4,3
13,-2.4000000000000004,-0.6,3
14,-2.2,-0.8,3
15,-2.0,-1.0,3
16,-2.2,-0.8,3
17,-2.4000000000000004,-0.6,3
18,-2.5999999999999996,-0.4,3
19,-2.8000000000000003,-0.2,3
20,-3.0,0.0,0
21,-3.0000000000000004,0.0,0
22,-3.0,0.0,0
23,-3.0,0.0,0
24,-3.0000000000000004,0.0,0
25,-3.0,0.0,0
26,-2.8000000000000003,0.0,0
27,-2.5999999999999996,0.0,0
28,-2.4000000000000004,0.0,0
29,-2.2,0.0,0
30,-2.0,0.0,0
31,-2.0,0.0,0
32,-2.0,0.0,0
33,-2.0,0.0,0
34,-2.0,0.0,0
35,-2.0,0.0,0
36,-2.0,0.4,2
37,-2.0,0.8,2
38,-2.0,1.2,2
39,-2.0,1.6,2
40,-2.0,2.0,2
41,-2.0,2.0,2
42,-2.0,2.0,2
43,-2.0,2.0,2
44,-2.0,2.0,2
45,-2.0,2.0,2
46,-2.0,2.0,2
47,-2.0,2.0,2
48,-2.0,2.0,2
49,-2.0,2.0,2
50,-2.0,2.0,2
51,-2.0,2.0,2
52,-2.0,2.0,2
53,-2.0,2.0,2
54,-2.0,2.0,2
55,-2.0,2.0,2
56,-2.0,2.0,2
57,-2.0,2.0,2
58,-2.0,2.0,2
59,-2.0,2.0,2
60,-2.0,2.0,2
61,-2.0,2.0,2
62,-2.0,2.0,2
63,-2.0,2.0,2
64,-2.0,2.0,2
65,-2.0,2.0,2
66,-2.0,2.0,2
67,-2.0,2.0,2
68,-2.0,2.0,2
69,-2.0,2.0,2
70,-2.0,2.0,2
71,-2.0,1.6,2
72,-2.0,1.2,2
73,-2.0,0.8,2
74,-2.0,0.4,2
75,-2.0,0.0,0
76,-2.0,0.6000000000000001,2
77,-2.0,1.2000000000000002,2
78,-2.0,1.7999999999999998,2
79,-2.0,2.4000000000000004,2
80,-2.0,3.0,2
81,-2.0,3.0000000000000004,2
82,-2.0,3.0,2
83,-2.0,3.0,2
84,-2.0,3.0000000000000004,2
85,-2.0,3.0,2
86,-2.0,3.0000000000000004,2
87,-2.0,3.0,2
88,-2.0,3.0,2
89,-2.0,3.0000000000000004,2
90,-2.0,3.0,2
91,-2.0,3.0000000000000004,2
92,-2.0,3.0,2
93,-2.0,3.0,2
94,-2.0,3.0000000000000004,2
95,-2.0,3.0,2
96,-2.0,3.0000000000000004,2
97,-2.0,3.0,2
98,-2.0,3.0,2
99,-2.0,3.0000000000000004,2
100,-2.0,3.0,2
101,-2.0,3.0000000000000004,2
102,-2.0,3.0,2
103,-2.0,3.0,2
104,-2.0,3.0000000000000004,2
105,-2.0,3.0,2
106,-2.0,3.0000000000000004,2
107,-2.0,3.0,2
108,-2.0,3.0,2
109,-2.0,3.0000000000000004,2
110,-2.0,3.0,2
111,-2.0,3.0000000000000004,2
112,-2.0,3.0,2
113,-2.0,3.0,2
114,-2.0,3.0000000000000004,2
115,-2.0,3.0,2
116,-2.0,2.4000000000000004,2
117,-2.0,1.7999999999999998,2
118,-2.0,1.2000000000000002,2
119,-2.0,0.6000000000000001,2
120,-2.0,0.0,0
121,-2.0,0.0,0
122,-2.0,0.0,0
123,-2.0,0.0,0
124,-2.0,0.0,0
125,-2.0,0.0,0
126,-2.0,0.0,0
127,-2.0,0.0,0
128,-2.0,0.0,0
129,-2.0,0.0,0
130,-2.0,0.0,0
131,-2.0,0.0,0
132,-2.0,0.0,0
133,-2.0,0.0,0
134,-2.0,0.0,0
135,-2.0,0.0,0
136,-2.0,0.6000000000000001,2
137,-2.0,1.2000000000000002,2
138,-2.0,1.7999999999999998,2
139,-2.0,2.4000000000000004,2
140,-2.0,3.0,2
141,-2.0,3.0000000000000004,2
142,-2.0,3.0,2
143,-2.0,3.0,2
144,-2.0,3.0000000000000004,2
145,-2.0,3.0,2
146,-2.0,2.6000000000000005,2
147,-2.0,2.1999999999999997,2
148,-2.0,1.8000000000000003,2
149,-2.0,1.4000000000000001,2
150,-2.0,1.0,2
151,-2.0,1.0,2
152,-2.0,1.0,2
153,-2.0,1.0,2
154,-2.0,1.0,2
155,-2.0,1.0,2
156,-2.0,1.4000000000000001,2
157,-2.0,1.8000000000000003,2
158,-2.0,2.1999999999999997,2
159,-2.0,2.6000000000000005,2
160,-2.0,3.0,2
161,-2.0,3.0000000000000004,2
162,-2.0,3.0,2
163,-2.0,3.0,2
164,-2.0,3.0000000000000004,2
165,-2.0,3.0,2
166,-2.0,2.4000000000000004,2
167,-2.0,1.7999999999999998,2
168,-2.0,1.2000000000000002,2
169,-2.0,0.6000000000000001,2
170,-2.0,0.0,0
171,-2.0,0.0,0
172,-2.0,0.0,0
173,-2.0,0.0,0
174,-2.0,0.0,0
175,-2.0,0.0,0
176,-2.0,0.0,0
177,-2.0,0.0,0
178,-2.0,0.0,0
179,-2.0,0.0,0
180,-2.0,0.0,0
181,-2.0,0.0,0
182,-2.0,0.0,0
183,-2.0,0.0,0
184,-2.0,0.0,0
185,-2.0,0.0,0
186,-2.0,0.0,0
187,-2.0,0.0,0
188,-2.0,0.0,0
189,-2.0,0.0,0
190,-2.0,0.0,0
191,-2.0,0.0,0
192,-2.0,0.0,0
193,-2.0,0.0,0
194,-2.0,0.0,0
