,arousal,valence,Q
0,1.0,-2.0,4
1,1.0,-2.0,4
2,1.0,-2.0,4
3,1.0,-2.0,4
4,1.0,-2.0,4
5,1.0,-2.0,4
6,1.6,-2.2,4
7,2.2,-2.4000000000000004,4
8,2.8,-2.5999999999999996,4
9,3.4000000000000004,-2.8000000000000003,4
10,4.0,-3.0,4
11,3.8000000000000003,-3.0000000000000004,4
12,3.6,-3.0,4
13,3.4,-3.0,4
14,3.2,-3.0000000000000004,4
15,3.0,-3.0,4
16,2.8000000000000003,-2.8000000000000003,4
17,2.5999999999999996,-2.5999999999999996,4
18,2.4000000000000004,-2.4000000000000004,4
19,2.2,-2.2,4
20,2.0,-2.0,4
21,1.8,-2.0,4
22,1.6,-2.0,4
23,1.4,-2.0,4
24,1.2000000000000002,-2.0,4
25,1.0,-2.0,4
26,1.0,-2.0,4
27,1.0,-2.0,4
28,1.0,-2.0,4
29,1.0,-2.0,4
30,1.0,-2.0,4
31,1.0,-2.0,4
32,1.0,-2.0,4
33,1.0,-2.0,4
34,1.0,-2.0,4
35,1.0,-2.0,4
36,1.0,-2.2,4
37,1.0,-2.4000000000000004,4
38,1.0,-2.5999999999999996,4
39,1.0,-2.8000000000000003,4
40,1.0,-3.0,4
41,1.0,-3.0000000000000004,4
42,1.0,-3.0,4
43,1.0,-3.0,4
44,1.0,-3.0000000000000004,4
45,1.0,-3.0,4
46,1.0,-3.0000000000000004,4
47,1.0,-3.0,4
48,1.0,-3.0,4
49,1.0,-3.0000000000000004,4
50,1.0,-3.0,4
51,1.2000000000000002,-3.0000000000000004,4
52,1.4,-3.0,4
53,1.6,-3.0,4
54,1.8,-3.0000000000000004,4
55,2.0,-3.0,4
56,2.2,-3.0000000000000004,4
57,2.4000000000000004,-3.0,4
58,2.5999999999999996,-3.0,4
59,2.8000000000000003,-3.0000000000000004,4
60,3.0,-3.0,4
61,2.6000000000000005,-2.6000000000000005,4
62,2.1999999999999997,-2.1999999999999997,4
63,1.8000000000000003,-1.8000000000000003,4
64,1.4000000000000001,-1.4000000000000001,4
65,1.0,-1.0,4
66,1.0,-1.0,4
67,1.0,-1.0,4
68,1.0,-1.0,4
69,1.0,-1.0,4
70,1.0,-1.0,4
71,1.2000000000000002,-1.2000000000000002,4
72,1.4,-1.4,4
73,1.6,-1.6,4
74,1.8,-1.8,4
75,2.0,-2.0,4
76,2.2,-2.4000000000000004,4
77,2.4000000000000004,-2.8,4
78,2.5999999999999996,-3.2,4
79,2.8000000000000003,-3.6,4
80,3.0,-4.0,4
81,2.8000000000000003,-3.6,4
82,2.5999999999999996,-3.2,4
83,2.4000000000000004,-2.8,4
84,2.2,-2.4000000000000004,4
85,2.0,-2.0,4
86,2.2,-2.0,4
87,2.4000000000000004,-2.0,4
88,2.5999999999999996,-2.0,4
89,2.8000000000000003,-2.0,4
90,3.0,-2.0,4
91,2.6000000000000005,-1.8,4
92,2.1999999999999997,-1.6,4
93,1.8000000000000003,-1.4,4
94,1.4000000000000001,-1.2000000000000002,4
95,1.0,-1.0,4
96,1.2000000000000002,-1.4000000000000001,4
97,1.4,-1.8000000000000003,4
98,1.6,-2.1999999999999997,4
99,1.8,-2.6000000000000005,4
100,2.0,-3.0,4
101,2.4000000000000004,-3.0000000000000004,4
102,2.8,-3.0,4
103,3.2,-3.0,4
104,3.6,-3.0000000000000004,4
105,4.0,-3.0,4
106,3.2,-2.4000000000000004,4
107,2.4,-1.7999999999999998,4
108,1.6,-1.2000000000000002,4
109,0.8,-0.6000000000000001,4
110,0.0,0.0,0
