Time,GSR
1601472289.4619,301
1601472289.5524,301
1601472289.6719,302
1601472289.7619,301
1601472289.8818,301
1601472290.0019,301
1601472290.0919,301
1601472290.2119,301
1601472290.3018,301
1601472290.4219,301
1601472290.5419,301
1601472290.6318,301
1601472290.7518,301
1601472290.8718,301
1601472290.9618,301
1601472291.0818,301
1601472291.1719,301
1601472291.2918,301
1601472291.4119,301
1601472291.5018,301
1601472291.6219,301
1601472291.7119,301
1601472291.8319,300
1601472291.9518,300
1601472292.0418,300
1601472292.1619,300
1601472292.2518,301
1601472292.3718,301
1601472292.4919,301
1601472292.5819,301
1601472292.8136,301
1601472292.8218,301
1601472292.9119,301
1601472293.0318,301
1601472293.1218,301
1601472293.3838,301
1601472293.3843,301
1601472293.4519,301
1601472293.5718,301
1601472293.6619,301
1601472293.9283,301
1601472293.9287,301
1601472293.9919,301
1601472294.1119,301
1601472294.2019,301
1601472294.3218,301
1601472294.4917,301
1601472294.5318,301
1601472294.6519,301
1601472294.7419,301
1601472294.8619,301
1601472295.0307,301
1601472295.0719,301
1601472295.1919,301
1601472295.3118,300
1601472295.4019,300
1601472295.5718,300
1601472295.6119,300
1601472295.7319,299
1601472295.8518,299
1601472295.9419,299
1601472296.1728,299
1601472296.1732,298
1601472296.2718,298
1601472296.3918,297
1601472296.4818,297
1601472296.7434,297
1601472296.7439,297
1601472296.8419,297
1601472296.9318,296
1601472297.0218,296
1601472297.2758,296
1601472297.2762,296
1601472297.3519,295
1601472297.4718,295
1601472297.5919,295
1601472297.6818,294
1601472297.8437,294
1601472297.8919,294
1601472298.0118,294
1601472298.1017,293
1601472298.2219,293
1601472298.3828,293
1601472298.4319,292
1601472298.5519,292
1601472298.6419,292
1601472298.7619,292
1601472298.9617,291
1601472298.9718,291
1601472299.0919,291
1601472299.2119,291
1601472299.3017,291
1601472299.5611,291
1601472299.5616,290
1601472299.6320,290
1601472299.7519,290
1601472299.8432,290
1601472300.1002,290
1601472300.1009,289
1601472300.1721,289
1601472300.2919,288
1601472300.3819,288
1601472300.5017,287
1601472300.6727,287
1601472300.7118,286
1601472300.8320,286
1601472300.9219,286
1601472301.0419,285
1601472301.2118,285
1601472301.2520,284
1601472301.3719,284
1601472301.4619,283
1601472301.5819,283
1601472301.7832,282
1601472301.7919,282
1601472301.9118,282
1601472302.0019,282
1601472302.1218,281
1601472302.3219,281
1601472302.3318,280
1601472302.4518,280
1601472302.5418,280
1601472302.6619,280
1601472302.9232,279
1601472302.9237,279
1601472302.9920,279
1601472303.0819,279
1601472303.2019,279
1601472303.4596,279
1601472303.4601,279
1601472303.5318,279
1601472303.6519,278
1601472303.7418,279
1601472303.8620,279
1601472304.0229,278
1601472304.0719,278
1601472304.1919,278
1601472304.2819,278
1601472304.4018,279
1601472304.5637,279
1601472304.6119,279
1601472304.7318,279
1601472304.8218,279
1601472304.9419,279
1601472305.1377,279
1601472305.1519,279
1601472305.2720,279
1601472305.3619,279
1601472305.4819,279
1601472305.6820,279
1601472305.6919,279
1601472305.8118,279
1601472305.9019,279
1601472306.0219,279
1601472306.2829,279
1601472306.2833,279
1601472306.3519,279
1601472306.4419,279
1601472306.5620,280
1601472306.6820,279
1601472306.8570,279
1601472306.8919,279
1601472306.9819,279
1601472307.1019,280
1601472307.2218,279
1601472307.3917,279
1601472307.4319,279
1601472307.5218,279
1601472307.6420,279
1601472307.7619,279
1601472307.9636,279
1601472307.9718,279
1601472308.0919,279
1601472308.1819,279
1601472308.3019,279
1601472308.5032,279
1601472308.5118,279
1601472308.6319,279
1601472308.7218,279
1601472308.8419,279
1601472309.0437,279
1601472309.0519,279
1601472309.1718,279
1601472309.2619,279
1601472309.3819,279
1601472309.4719,279
1601472309.6440,279
1601472309.7118,279
1601472309.8019,279
1601472309.9220,279
1601472310.0420,279
1601472310.2091,279
1601472310.2518,279
1601472310.3419,279
1601472310.4619,280
1601472310.5820,280
1601472310.7777,280
1601472310.7919,280
1601472310.8820,280
1601472311.0019,280
1601472311.1219,280
1601472311.3152,280
1601472311.3319,280
1601472311.4218,281
1601472311.5418,281
1601472311.6619,281
1601472311.8624,281
1601472311.8718,281
1601472311.9618,281
1601472312.0819,281
1601472312.2019,281
1601472312.4332,281
1601472312.4337,282
1601472312.5318,282
1601472312.6219,282
1601472312.7419,282
1601472312.8319,282
1601472313.0332,282
1601472313.0719,282
1601472313.1619,282
1601472313.2818,283
1601472313.3720,282
1601472313.5737,282
1601472313.6118,283
1601472313.7018,283
1601472313.8219,283
1601472313.9119,283
1601472314.1438,283
1601472314.1518,283
1601472314.2418,283
1601472314.3619,283
1601472314.4819,283
1601472314.6824,283
1601472314.6918,283
1601472314.7818,283
1601472314.9019,284
1601472315.0220,284
1601472315.2231,284
1601472315.2318,284
1601472315.3219,284
1601472315.4419,284
1601472315.5618,284
1601472315.7936,284
1601472315.7941,284
1601472315.8619,285
1601472315.9819,285
1601472316.1019,285
1601472316.1919,285
1601472316.3941,285
1601472316.4018,285
1601472316.5219,285
1601472316.6418,285
1601472316.7319,286
1601472316.9271,286
1601472316.9718,286
1601472317.0619,286
1601472317.1820,286
1601472317.2719,286
1601472317.4981,286
1601472317.5118,286
1601472317.6018,286
1601472317.7218,286
1601472317.8119,287
1601472318.0367,287
1601472318.0519,287
1601472318.1419,287
1601472318.2619,287
1601472318.3519,287
1601472318.6137,287
1601472318.6142,287
1601472318.6820,287
1601472318.8020,286
1601472318.9220,286
1601472319.1536,286
1601472319.1541,286
1601472319.2218,286
1601472319.3418,286
1601472319.4619,286
1601472319.5519,286
1601472319.7516,286
1601472319.7618,286
1601472319.8818,286
1601472320.0018,286
1601472320.0919,286
1601472320.3136,286
1601472320.3141,286
1601472320.4218,286
1601472320.5419,286
1601472320.6318,286
1601472320.8531,286
1601472320.8719,286
1601472320.9619,287
1601472321.0829,286
1601472321.1718,286
1601472321.4322,286
1601472321.4328,286
1601472321.5018,286
1601472321.6218,286
1601472321.7118,287
1601472321.9686,287
1601472321.9692,287
1601472322.0418,287
1601472322.1619,287
1601472322.2518,287
1601472322.5066,287
1601472322.5071,287
1601472322.5818,287
1601472322.7018,287
1601472322.7919,287
1601472322.9119,287
1601472323.1036,287
1601472323.1218,287
1601472323.2418,287
1601472323.3619,288
1601472323.4519,288
1601472323.6769,288
1601472323.6774,288
1601472323.7818,288
1601472323.9018,288
1601472323.9919,288
1601472324.2137,288
1601472324.2142,288
1601472324.3218,288
1601472324.4418,288
1601472324.5318,288
1601472324.6519,288
1601472324.8110,288
1601472324.8618,289
1601472324.9829,289
1601472325.0718,289
1601472325.3252,289
1601472325.3257,288
1601472325.4018,289
1601472325.5218,288
1601472325.6118,289
1601472325.7319,288
1601472325.8926,288
1601472325.9418,288
1601472326.0618,288
1601472326.1518,288
1601472326.2718,288
1601472326.4952,288
1601472326.4957,288
1601472326.6018,287
1601472326.6918,287
1601472326.8118,287
1601472327.0355,287
1601472327.0361,287
1601472327.1418,287
1601472327.2318,287
1601472327.3519,287
1601472327.4720,287
1601472327.6363,287
1601472327.6818,287
1601472327.8018,287
1601472327.8918,287
1601472328.1455,286
1601472328.1460,286
1601472328.2218,286
1601472328.3718,286
1601472328.4318,286
1601472328.6848,285
1601472328.6853,286
1601472328.7618,285
1601472328.8818,285
1601472328.9718,285
1601472329.0918,285
1601472329.2529,285
1601472329.3018,284
1601472329.4229,284
1601472329.5118,283
1601472329.6318,283
1601472329.8552,283
1601472329.8557,283
1601472329.9618,283
1601472330.0518,282
1601472330.1718,282
1601472330.3950,282
1601472330.3955,282
1601472330.5018,282
1601472330.5918,282
1601472330.7118,282
1601472330.9651,282
1601472330.9656,282
1601472331.0418,282
1601472331.1318,282
1601472331.2518,282
1601472331.5026,281
1601472331.5031,281
1601472331.5817,281
1601472331.7018,281
1601472331.7918,281
1601472331.9118,282
1601472332.0739,282
1601472332.1218,282
1601472332.2417,282
1601472332.3317,282
1601472332.4518,282
1601472332.6158,282
1601472332.6618,282
1601472332.8118,282
1601472332.8717,282
1601472332.9918,282
