,hr,rr,ecg,gsr,temperature
1602839206.5896,59.0,998.0,7447.0,447.0000000000001,36.13
1602839206.5922,59.0,998.0,8536.0,447.0000000000001,36.13
1602839206.5948,59.0,998.0,9398.0,447.0000000000001,36.13
1602839206.5969,59.0,998.0,9967.0,447.0000000000001,36.13
1602839206.5983,59.0,998.0,10572.0,447.0000000000001,36.13
1602839206.6002,59.0,998.0,11117.0,447.0000000000001,36.13
1602839206.6022,59.0,998.0,11507.0,447.0000000000001,36.13
1602839206.6042,59.0,998.0,11889.0,447.0000000000001,36.13
1602839206.6062,59.0,998.0,12267.0,447.0000000000001,36.13
1602839206.6086,59.0,998.0,12541.0,447.0000000000001,36.13
1602839206.6106,59.0,998.0,12773.0,447.0000000000001,36.13
1602839206.6127,59.0,998.0,13022.0,447.0000000000001,36.13
1602839206.6147,59.0,998.0,13235.0,447.0000000000001,36.13
1602839206.6169,59.0,998.0,13410.0,447.0000000000001,36.13
1602839206.6187,59.0,998.0,13565.0,447.0000000000001,36.13
1602839206.6202,59.0,998.0,13700.0,447.0000000000001,36.13
1602839206.6222,59.0,998.0,13819.0,447.0000000000001,36.13
1602839206.6242,59.0,998.0,13928.0,447.0000000000001,36.13
1602839206.6262,59.0,998.0,14027.0,447.0000000000001,36.13
1602839206.6282,59.0,998.0,14117.0,447.0000000000001,36.13
1602839206.6302,59.0,998.0,14184.0,447.0000000000001,36.13
1602839206.6322,59.0,998.0,14226.0,447.0000000000001,36.13
1602839206.6342,59.0,998.0,14272.0,447.0000000000001,36.13
1602839206.6361,59.0,998.0,14325.0,447.0000000000001,36.13
1602839206.6382,59.0,998.0,14359.0,447.0000000000001,36.13
1602839206.6402,59.0,998.0,14368.0,447.0000000000001,36.13
1602839206.6423,59.0,998.0,14398.0,447.0000000000001,36.13
1602839206.6442,59.0,998.0,14429.0,447.0000000000001,36.13
1602839206.6462,59.0,998.0,14434.0,447.0000000000001,36.13
1602839206.6482,59.0,998.0,14414.0,447.0000000000001,36.13
1602839206.6501,59.0,998.0,14398.0,447.0000000000001,36.13
1602839206.6521,59.0,998.0,14400.0,447.0000000000001,36.13
1602839206.6541,59.0,998.0,14390.0,447.0000000000001,36.13
1602839206.6561,59.0,998.0,14330.0,447.0000000000001,36.13
1602839206.6582,59.0,998.0,14281.0,447.0000000000001,36.13
1602839206.6601,59.0,998.0,14284.0,447.0000000000001,36.13
1602839206.6621,59.0,998.0,14260.0,447.0000000000001,36.13
1602839206.6641,59.0,998.0,14189.0,447.0000000000001,36.13
1602839206.6661,59.0,998.0,14141.0,447.0000000000001,36.13
1602839206.6682,59.0,998.0,14124.0,447.0000000000001,36.13
1602839206.6701,59.0,998.0,14083.0,447.0000000000001,36.13
1602839206.6722,59.0,998.0,14005.0,447.0000000000001,36.13
1602839206.6741,59.0,998.0,13954.0,447.0000000000001,36.13
1602839206.6761,59.0,998.0,14010.0,447.0000000000001,36.13
1602839206.6781,59.0,998.0,14216.0,447.0000000000001,36.13
1602839206.6802,59.0,998.0,14349.0,447.0000000000001,36.13
1602839206.6821,59.0,998.0,13913.0,447.0000000000001,36.13
1602839206.6841,59.0,998.0,13148.0,447.0000000000001,36.13
1602839206.6861,59.0,998.0,13056.0,447.0000000000001,36.13
1602839206.6881,59.0,998.0,13475.0,447.0000000000001,36.13
1602839206.6908,59.0,998.0,13478.0,446.99999999993605,36.13
1602839206.6921,59.0,998.0,13294.0,446.99999999993605,36.13
1602839206.6941,59.0,998.0,13323.0,446.99999999993605,36.13
1602839206.6961,59.0,998.0,13284.0,446.99999999993605,36.13
1602839206.6981,59.0,998.0,13141.0,446.99999999993605,36.13
1602839206.7001,59.0,998.0,13083.0,446.99999999993605,36.13
1602839206.7021,59.0,998.0,13034.0,446.99999999993605,36.13
1602839206.7041,59.0,998.0,12930.0,446.99999999993605,36.13
1602839206.7061,59.0,998.0,12850.0,446.99999999993605,36.13
1602839206.7081,59.0,998.0,12780.0,446.99999999993605,36.13
1602839206.7101,59.0,998.0,12671.0,446.99999999993605,36.13
1602839206.7121,59.0,998.0,12584.0,446.99999999993605,36.13
1602839206.7141,59.0,998.0,12528.0,446.99999999993605,36.13
1602839206.7161,59.0,998.0,12436.0,446.99999999993605,36.13
1602839206.7181,59.0,998.0,12323.0,446.99999999993605,36.13
1602839206.72,59.0,998.0,12245.0,446.99999999993605,36.13
1602839206.722,59.0,998.0,12175.0,446.99999999993605,36.13
1602839206.7241,59.0,998.0,12085.0,446.99999999993605,36.13
1602839206.7261,59.0,998.0,12001.0,446.99999999993605,36.13
1602839206.7281,59.0,998.0,11906.0,446.99999999993605,36.13
1602839206.7301,59.0,998.0,11809.0,446.99999999993605,36.13
1602839206.732,59.0,998.0,11737.0,446.99999999993605,36.13
1602839206.734,59.0,998.0,11659.0,446.99999999993605,36.13
1602839207.1265,59.0,1075.0,11560.0,446.99999999993605,36.13
1602839207.1273,59.0,1075.0,11470.0,446.99999999993605,36.13
1602839207.1297,59.0,1075.0,11395.0,446.99999999993605,36.13
1602839207.1324,59.0,1075.0,11299.0,446.99999999993605,36.13
1602839207.1343,59.0,1075.0,11194.0,446.99999999993605,36.13
1602839207.1363,59.0,1075.0,11127.0,446.99999999993605,36.13
1602839207.1384,59.0,1075.0,11056.0,446.99999999993605,36.13
1602839207.1405,59.0,1075.0,10940.0,446.99999999993605,36.13
1602839207.1424,59.0,1075.0,10841.0,446.99999999993605,36.13
1602839207.1444,59.0,1075.0,10783.0,446.99999999993605,36.13
1602839207.1464,59.0,1075.0,10672.0,446.99999999993605,36.13
1602839207.1485,59.0,1075.0,10509.0,446.99999999993605,36.13
1602839207.1504,59.0,1075.0,10429.0,446.99999999993605,36.13
1602839207.1524,59.0,1075.0,10364.0,446.99999999993605,36.13
1602839207.1544,59.0,1075.0,10199.0,446.99999999993605,36.13
1602839207.1565,59.0,1075.0,10061.0,446.99999999993605,36.13
1602839207.1583,59.0,1075.0,9994.0,446.99999999993605,36.13
1602839207.1603,59.0,1075.0,9890.0,446.99999999993605,36.13
1602839207.1623,59.0,1075.0,9766.0,446.99999999993605,36.13
1602839207.1644,59.0,1075.0,9686.0,446.99999999993605,36.13
1602839207.1719,59.0,1075.0,9592.0,446.99999999993605,36.13
1602839207.1733,59.0,1075.0,9466.0,446.99999999993605,36.13
1602839207.1753,59.0,1075.0,9386.0,446.99999999993605,36.13
1602839207.1775,59.0,1075.0,9333.0,446.98586946066854,36.13
1602839207.1794,59.0,1075.0,9241.0,446.973180813163,36.13
1602839207.1813,59.0,1075.0,9141.0,446.961904928293,36.13
1602839207.1832,59.0,1075.0,9057.0,446.95201267693193,36.13
1602839207.1853,59.0,1075.0,8962.0,446.94347492995337,36.13
1602839207.1875,59.0,1075.0,8885.0,446.93626255823074,36.13
1602839207.1893,59.0,1075.0,8807.0,446.9303464326376,36.13
1602839207.1914,59.0,1075.0,8701.0,446.9256974240474,36.13
1602839207.1934,59.0,1075.0,8611.0,446.9222864033337,36.13
1602839207.1953,59.0,1075.0,8546.0,446.9200842413699,36.13
1602839207.1975,59.0,1075.0,8456.0,446.9190618090296,36.13
1602839207.1994,59.0,1075.0,8359.0,446.91918997718625,36.13
