,hr,rr,ecg,gsr,temperature
1602831544.5049,77.0,799.0,3632.0,392.0000000000001,36.44
1602831544.5072,77.0,799.0,4327.0,392.0000000000001,36.44
1602831544.5092,77.0,799.0,4984.0,392.0000000000001,36.44
1602831544.5112,77.0,799.0,5490.0,392.0000000000001,36.44
1602831544.5126,77.0,799.0,5984.0,392.0000000000001,36.44
1602831544.5144,77.0,799.0,6456.0,392.0000000000001,36.44
1602831544.5164,77.0,799.0,6856.0,392.0000000000001,36.44
1602831544.5184,77.0,799.0,7245.0,392.0000000000001,36.44
1602831544.5204,77.0,799.0,7613.0,392.0000000000001,36.44
1602831544.5227,77.0,799.0,7950.0,392.0000000000001,36.44
1602831544.5248,77.0,799.0,8275.0,392.0000000000001,36.44
1602831544.5268,77.0,799.0,8572.0,392.0000000000001,36.44
1602831544.5287,77.0,799.0,8832.0,392.0000000000001,36.44
1602831544.5309,77.0,799.0,9076.0,392.0000000000001,36.44
1602831544.5325,77.0,799.0,9324.0,392.0000000000001,36.44
1602831544.5345,77.0,799.0,9550.0,392.0000000000001,36.44
1602831544.5364,77.0,799.0,9752.0,392.0000000000001,36.44
1602831544.5385,77.0,799.0,9953.0,392.0000000000001,36.44
1602831544.5405,77.0,799.0,10147.0,392.0000000000001,36.44
1602831544.5425,77.0,799.0,10317.0,392.0000000000001,36.44
1602831544.5444,77.0,799.0,10486.0,392.0000000000001,36.44
1602831544.5464,77.0,799.0,10646.0,392.0000000000001,36.44
1602831544.5485,77.0,799.0,10781.0,392.0000000000001,36.44
1602831544.5504,77.0,799.0,10919.0,392.0000000000001,36.44
1602831544.5524,77.0,799.0,11034.0,392.0000000000001,36.44
1602831544.5544,77.0,799.0,11140.0,392.0000000000001,36.44
1602831544.5564,77.0,799.0,11270.0,392.0000000000001,36.44
1602831544.5584,77.0,799.0,11403.0,392.0000000000001,36.44
1602831544.5604,77.0,799.0,11499.0,392.0000000000001,36.44
1602831544.5624,77.0,799.0,11556.0,392.0000000000001,36.44
1602831544.5644,77.0,799.0,11627.0,392.0000000000001,36.44
1602831544.5664,77.0,799.0,11723.0,392.0000000000001,36.44
1602831544.5684,77.0,799.0,11779.0,392.0000000000001,36.44
1602831544.5704,77.0,799.0,11791.0,392.0000000000001,36.44
1602831544.5724,77.0,799.0,11831.0,392.0000000000001,36.44
1602831544.5744,77.0,799.0,11892.0,392.0000000000001,36.44
1602831544.5764,77.0,799.0,11914.0,392.0000000000001,36.44
