,gsr,temp
1605960034.3303,231525.1106670499,36.75
1605960035.9503,230630.07927681695,36.75
1605960037.5402,229732.63166410144,36.75
1605960039.152,228832.76782890345,36.75
1605960040.8624,227930.48777122292,36.75
1605960042.3408,227025.7914910599,36.75
1605960043.9302,226118.67898841435,36.75
1605960045.5502,225209.15026328628,36.75
1605960047.1402,224297.2053156757,36.75
1605960048.7301,223382.8441455826,36.75
1605960050.3961,222466.066753007,36.75
1605960052.0522,221546.8731379489,36.75
1605960053.5301,220625.26330040823,36.75
1605960055.1502,219701.2372403851,36.75
1605960056.7401,218774.7949578794,36.75
1605960058.3301,217845.93645289124,36.75
1605960059.9385,216914.66172542053,36.81
1605960061.5843,215980.9707754673,36.75
1605960063.1302,215044.86360303158,36.75
1605960064.72,214106.34020811334,36.75
1605960066.3401,213165.40059071258,36.75
1605960067.93,212222.04475082931,36.75
1605960069.5199,211276.2726884635,36.75
1605960071.1522,210328.0844036152,36.75
1605960072.8038,209377.4798962844,36.75
1605960074.32,208424.45916647106,36.75
1605960075.94,207469.0222141752,36.75
1605960077.5299,206511.16903939683,36.75
1605960079.12,205550.89964213595,36.81
1605960080.7399,204588.21402239255,36.81
1605960082.341,203623.11218016664,36.75
1605960084.0599,202655.59411545823,36.75
1605960085.51,201685.65982826726,36.81
1605960087.1299,200713.30931859382,36.75
1605960088.9708,199738.54258643783,36.81
1605960090.3099,198761.35963179937,36.81
1605960091.9298,197781.76045467836,36.81
1605960093.6228,196799.74505507483,36.81
1605960095.2434,195815.3134329888,36.81
1605960096.7305,194828.46558842025,36.81
1605960098.3197,193839.2015213692,36.81
1605960099.9097,192847.52123183562,36.81
1605960101.5296,191853.4247198195,36.81
1605960103.1197,190856.9119853209,36.81
1605960104.814,189857.98302833978,36.81
1605960106.4636,188856.63784887613,36.81
1605960107.9197,187852.87644693,36.81
1605960109.5097,186846.69882250132,36.81
1605960111.1296,185838.10497559013,36.81
1605960112.7196,184827.09490619643,36.81
1605960114.3523,183813.66861429383,36.81
1605960116.0016,182533.72846211397,36.81
1605960117.5197,181356.194210694,36.81
1605960119.1097,180202.41638854283,36.81
1605960120.6995,179012.19428647924,36.81
1605960122.3195,177759.65563083743,36.81
1605960123.9094,176450.15771830478,36.81
1605960125.5426,175089.03301170803,36.81
1605960127.2537,173715.83604285828,36.81
1605960128.7095,172334.516040431,36.81
1605960130.2995,170931.48176833248,36.81
1605960131.9194,169493.23354192846,36.81
1605960133.5094,168089.03326002968,36.81
1605960135.12,166741.13917029087,36.81
1605960136.7893,165467.9375782349,36.81
1605960138.3095,164230.89463181884,36.81
1605960142.2348,163032.37765053,36.81
1605960142.2378,161856.37976692262,36.81
1605960143.2364,160706.84685966425,36.81
1605960145.1778,159568.42476046065,36.81
1605960147.3085,158401.28243120114,36.88
1605960148.6697,157184.96768860516,36.88
1605960149.6136,155959.62340946897,36.81
1605960151.0906,154704.44627546985,36.81
1605960152.7103,153482.93907441004,36.81
1605960154.3003,152298.49502918875,36.81
1605960155.8902,151154.49137432352,36.88
1605960157.5785,150054.2892415642,36.88
1605960159.2567,149024.5116536908,36.88
