,hr,rr
1605960315.5409,79.0,873.0
1605960316.5603,78.0,849.0
1605960317.5799,77.0,819.0
1605960318.5395,77.0,783.0
1605960319.6689,77.0,769.0
1605960321.8337,77.0,807.0
1605960321.8358,77.0,871.0
1605960322.6279,77.0,918.0
1605960323.5675,76.0,952.0
1605960324.6764,75.0,921.0
1605960325.558,73.0,915.0
1605960326.5475,73.0,835.0
