Time,HR,RR
1606837835.9494,89,595
1606837837.0260,89,nan
1606837838.0156,92,618
1606837838.9461,94,692
1606837839.9662,95,855
1606837840.9560,96,878
1606837841.9459,96,886
1606837843.1144,96,916
1606837843.9561,95,922
1606837844.9460,95,922
1606837845.9659,80,900
1606837847.0158,79,871
1606837847.9459,78,785
1606837848.9659,78,808
1606837849.9559,78,880
1606837850.9460,76,875
1606837852.0561,76,925
1606837852.9559,75,926
1606837853.9458,74,926
1606837854.9957,73,899
1606837855.9856,73,824
1606837856.9761,73,854
1606837857.9659,72,886
1606837858.9558,72,942
1606837859.9456,71,796
1606837861.0486,71,825
1606837861.9561,72,867
1606837862.9456,72,807
1606837863.9655,72,822
1606837864.9555,72,887
1606837866.0559,72,923
1606837866.9657,72,764
1606837867.9556,73,821
1606837868.9455,73,797
1606837869.9853,73,719
1606837870.9559,75,758
1606837871.9457,75,896
1606837872.9656,75,812
1606837873.9555,74,781
1606837875.0837,75,843
1606837875.9658,74,773
1606837876.9556,74,767
1606837877.9455,75,824
1606837878.9654,75,783
1606837880.0648,75,810
1606837880.9456,75,853
1606837881.9655,75,888
1606837882.9554,75,817
1606837884.0548,74,895
1606837884.9655,74,889
1606837885.9556,73,796
1606837886.9754,74,704
1606837887.9953,76,680
1606837889.0736,78,677
1606837889.9758,81,642
1606837890.9654,82,703
1606837891.9552,83,796
1606837892.9968,83,895
1606837893.9656,82,869
1606837894.9555,80,756
1606837895.9453,80,828
1606837896.9651,80,788
1606837898.0662,79,794
1606837898.9453,79,839
1606837899.9652,78,833
1606837900.9552,77,789
1606837901.9661,77,823
1606837903.0767,77,881
1606837903.9554,76,754
1606837904.9451,76,769
1606837905.9651,77,841
1606837907.0034,76,781
1606837907.9450,76,811
1606837908.9652,76,828
1606837909.9550,76,701
1606837910.9635,77,749
1606837912.1062,78,795
1606837912.9552,78,736
1606837913.9451,78,843
1606837914.9350,78,871
1606837916.0059,77,784
1606837916.9455,77,824
1606837917.9350,77,814
1606837918.9550,76,725
1606837919.9448,77,775
