Time,HR,RR
1607012917.0844,82,706
1607012918.0727,83,677
1607012919.0907,84,712
1607012920.0805,85,721
1607012921.0706,85,677
1607012922.1806,86,745
1607012923.0810,85,788
1607012924.0706,84,779
1607012925.0904,83,709
1607012926.1103,83,759
1607012927.2200,83,779
1607012928.0909,83,893
1607012929.0806,82,912
1607012930.0704,79,845
1607012931.1490,79,763
1607012932.1109,79,779
1607012933.0707,79,808
1607012934.0905,79,776
1607012935.1106,78,861
1607012936.2141,77,867
1607012937.0909,76,867
1607012938.0806,76,824
1607012939.0704,75,793
1607012940.1187,76,807
1607012941.1109,76,861
1607012942.1013,76,823
1607012943.0907,76,800
1607012944.1106,75,857
1607012945.2134,75,879
1607012946.0924,74,910
1607012947.0828,74,897
1607012948.0725,73,860
1607012949.1137,73,805
1607012950.3149,73,812
1607012951.0743,73,776
1607012952.0913,74,839
1607012953.0809,74,881
1607012954.1756,74,875
1607012955.0995,74,880
1607012956.0809,73,790
1607012957.0729,74,740
1607012958.0997,75,772
1607012959.2349,75,816
1607012960.0752,76,804
1607012961.0925,75,881
1607012962.0805,75,854
1607012963.1246,74,783
1607012964.1325,75,770
1607012965.1116,76,728
1607012966.0721,77,703
1607012967.0929,78,720
1607012968.1918,79,713
1607012969.0735,80,729
1607012970.0909,80,820
1607012971.0812,80,784
1607012972.1512,79,800
1607012973.1237,79,744
1607012974.0815,80,704
1607012975.0741,81,696
1607012976.1267,81,718
1607012977.1732,82,722
1607012978.0724,83,682
1607012979.0923,84,712
1607012980.0823,84,667
1607012981.0767,85,674
1607012982.2442,86,729
1607012983.0825,85,935
1607012984.0732,83,898
1607012985.0928,81,896
1607012986.2281,80,871
1607012987.0740,78,849
1607012988.0914,78,816
1607012989.0812,78,760
1607012990.0833,78,714
1607012991.2039,79,806
1607012992.0970,79,873
1607012993.0702,78,856
1607012994.0904,78,960
1607012995.1030,77,951
1607012996.0707,75,861
1607012997.1205,74,911
1607012998.1107,74,787
1607012999.1005,74,816
1607013000.1730,74,834
1607013001.0808,74,814
1607013002.0705,74,956
1607013003.0904,74,993
1607013004.0805,72,930
1607013005.2094,71,906
1607013006.0909,71,909
1607013007.0803,70,939
1607013008.0703,70,887
1607013009.1416,70,859
1607013010.0808,70,899
1607013011.0704,69,930
1607013012.0904,69,855
1607013013.1017,70,758
1607013014.1810,71,739
1607013015.0909,72,830
1607013016.0805,73,766
1607013017.0703,73,890
1607013018.1115,73,842
1607013019.0814,73,840
1607013020.0707,73,775
1607013021.0919,74,734
1607013022.0813,75,794
1607013023.1907,75,750
1607013024.0910,76,784
1607013025.0804,76,788
1607013026.0703,77,797
1607013027.0905,77,749
1607013028.1907,77,760
1607013029.0705,78,825
1607013030.1204,77,763
1607013031.1104,77,819
1607013032.1214,77,874
1607013033.0911,76,814
1607013034.0805,76,820
1607013035.0705,76,819
1607013036.1133,76,765
1607013037.2521,77,771
1607013038.0707,77,740
1607013039.0904,78,738
1607013040.0803,78,771
1607013041.1507,79,805
1607013042.2286,78,768
1607013043.0807,78,768
1607013044.0704,79,769
1607013045.0903,79,779
1607013046.1926,79,731
1607013047.0706,80,689
1607013048.0905,82,665
1607013049.0804,83,688
1607013050.0928,83,678
1607013051.2312,84,797
1607013052.0804,83,828
1607013053.0703,82,812
1607013054.1203,81,805
1607013055.1298,80,778
1607013056.0707,80,747
1607013057.0905,80,751
1607013058.0804,81,724
1607013059.0701,81,807
1607013060.2000,80,765
1607013061.0804,80,726
1607013062.0703,80,687
1607013063.1202,81,732
1607013064.1305,81,794
1607013065.0704,81,804
1607013066.0903,81,871
1607013067.0803,80,894
1607013068.0701,79,917
1607013069.1720,77,879
1607013070.0803,76,796
1607013071.0703,76,735
1607013072.0902,77,749
1607013073.0977,78,776
1607013074.2191,78,781
1607013075.0903,79,741
1607013076.0802,79,783
1607013077.0701,79,785
1607013078.1401,79,750
1607013079.0805,79,733
1607013080.0704,80,727
1607013081.0901,80,696
1607013082.0800,82,665
1607013083.2193,83,652
1607013084.0907,85,697
1607013085.0802,87,1022
1607013086.0701,88,906
1607013087.1420,88,899
1607013088.0805,88,831
1607013089.0704,86,863
1607013090.0903,84,881
1607013091.0800,83,894
1607013092.1515,81,907
1607013093.0905,80,909
1607013094.0801,78,894
1607013095.0700,77,859
1607013096.1200,76,797
1607013097.1104,76,777
1607013098.0702,76,807
1607013099.0902,76,877
1607013100.0799,76,895
1607013101.1525,75,850
1607013102.1204,75,912
1607013103.0812,74,883
1607013104.0698,74,803
1607013105.0899,74,803
1607013106.2187,74,800
1607013107.0701,75,818
1607013108.0900,75,801
1607013109.0799,76,765
