,hr,rr,ecg,gsr,temperature
1603019422.8501,78.0,762.5,98.0,347.7691616106214,36.88
1603019422.853,78.0,762.5,171.0,347.79736252551584,36.88
1603019422.8555,78.0,762.5,1055.0,347.8245127356825,36.88
1603019422.858,78.0,762.5,2669.0,347.8506122411213,36.88
1603019422.86,78.0,762.5,3873.0,347.87566104183236,36.88
1603019422.8619,78.0,762.5,4555.0,347.89965913781555,36.88
1603019422.864,78.0,762.5,5316.0,347.92260652907095,36.88
1603019422.8658,78.0,762.5,6067.0,347.94450321559856,36.88
1603019422.8679,78.0,762.5,6626.0,347.9653491973983,36.88
1603019422.8698,78.0,762.5,7137.0,347.9851444744703,36.88
1603019422.8718,78.0,762.5,7621.0,348.00388904681444,36.88
1603019422.8739,78.0,762.5,8028.0,348.0215829144308,36.88
1603019422.8759,78.0,762.5,8414.0,348.03822607731934,36.88
1603019422.8779,78.0,762.5,8787.0,348.05381853548005,36.88
1603019422.8799,78.0,762.5,9093.0,348.06836028891297,36.88
1603019422.8818,78.0,762.5,9343.0,348.08185133761805,36.88
1603019422.8838,78.0,762.5,9625.0,348.09429168159534,36.88
1603019422.8858,78.0,762.5,9924.0,348.10568132084484,36.88
1603019422.8879,78.0,762.5,10167.0,348.1160202553665,36.88
1603019422.8898,78.0,762.5,10379.0,348.12530848516036,36.88
1603019422.8919,78.0,762.5,10594.0,348.1335460102264,36.88
1603019422.8938,78.0,762.5,10794.0,348.1407328305646,36.88
1603019422.8958,78.0,762.5,10953.0,348.14686894617506,36.88
1603019422.8979,78.0,762.5,11107.0,348.15195435705766,36.88
1603019422.8998,78.0,762.5,11283.0,348.1559890632124,36.88
1603019422.9017,78.0,762.5,11461.0,348.15897306463944,36.88
1603019422.9038,78.0,762.5,11591.0,348.1609063613386,36.88
1603019422.9058,78.0,762.5,11699.0,348.16178895330995,36.88
1603019422.9078,78.0,762.5,11808.0,348.1616208405535,36.88
1603019422.9097,78.0,762.5,11878.0,348.16040202306925,36.88
1603019422.9117,78.0,762.5,11928.0,348.15813250085716,36.88
1603019422.9137,78.0,762.5,12003.0,348.1548122739173,36.88
1603019422.9157,78.0,762.5,12063.0,348.1504413422496,36.88
1603019422.9177,78.0,762.5,12085.0,348.1450197058541,36.88
1603019422.9197,78.0,762.5,12111.0,348.13854736473075,36.88
1603019422.9218,78.0,762.5,12162.0,348.13102431887967,36.88
1603019422.9237,78.0,762.5,12174.0,348.1224505683007,36.88
1603019422.9257,78.0,762.5,12162.0,348.11282611299396,36.88
1603019422.9277,78.0,762.5,12217.0,348.1021509529594,36.88
1603019422.9297,78.0,762.5,12289.0,348.09042508819704,36.88
1603019422.9317,78.0,762.5,12285.0,348.07764851870684,36.88
1603019422.9337,78.0,762.5,12265.0,348.06382124448885,36.88
1603019422.9358,78.0,762.5,12282.0,348.048943265543,36.88
1603019422.9378,78.0,762.5,12299.0,348.0330145818694,36.88
1603019422.9397,78.0,762.5,12309.0,348.016035193468,36.88
1603019422.9418,78.0,762.5,12289.0,347.99800510033873,36.88
1603019422.9437,78.0,762.5,12268.0,347.9789243024817,36.88
1603019422.9457,78.0,762.5,12280.0,347.9587927998968,36.88
1603019422.9477,78.0,762.5,12261.0,347.9376105925841,36.88
1603019422.9497,78.0,762.5,12193.0,347.91537768054366,36.88
1603019422.9525,78.0,762.5,12176.0,347.89209406372555,36.88
1603019422.9538,78.0,762.5,12196.0,347.86163082322673,36.88
1603019422.9557,78.0,762.5,12157.0,347.8299150302882,36.88
1603019422.9577,78.0,762.5,12087.0,347.797004943163,36.88
1603019422.9597,78.0,762.5,12065.0,347.7629588201041,36.88
1603019422.9617,78.0,762.5,12051.0,347.7278349193645,36.88
1603019422.9637,78.0,762.5,11986.0,347.69169149919725,36.88
1603019422.9657,78.0,762.5,11919.0,347.6545868178554,36.88
1603019422.9677,78.0,762.5,11868.0,347.6165791335918,36.88
1603019422.9698,78.0,762.5,11817.0,347.5777267046596,36.88
1603019422.9717,78.0,762.5,11760.0,347.53808778931176,36.88
1603019422.9736,78.0,762.5,11687.0,347.4977206458013,36.88
1603019422.9756,78.0,762.5,11613.0,347.4566835323812,36.88
1603019422.9776,78.0,762.5,11576.0,347.41503470730447,36.88
1603019422.9797,78.0,762.5,11543.0,347.3728324288242,36.88
1603019422.9817,78.0,762.5,11470.0,347.33013495519333,36.88
1603019422.9837,78.0,762.5,11396.0,347.2870005446649,36.88
1603019422.9857,78.0,762.5,11328.0,347.2434874554919,36.88
1603019422.9879,78.0,762.5,11258.0,347.19965394592737,36.88
1603019422.9894,78.0,762.5,11193.0,347.1555582742243,36.88
1603019422.9917,78.0,762.5,11128.0,347.11125869863565,36.88
1603019422.9936,78.0,762.5,11049.0,347.06681347741454,36.88
1603019422.9956,78.0,762.5,10950.0,347.0222808688139,36.88
1603019423.3875,78.0,762.5,10854.0,346.9777191310867,36.88
1603019423.3884,78.0,762.5,10777.0,346.93318652248604,36.88
1603019423.3909,78.0,762.5,10702.0,346.8887413012649,36.88
