,hr,rr
1605961864.5285,74.0,874.0
1605961865.5182,73.0,857.0
1605961866.5644,73.0,840.0
1605961867.5288,73.0,867.0
1605961868.5183,73.0,880.0
1605961869.5082,73.0,893.0
1605961870.5281,72.0,899.0
1605961871.638,72.0,899.0
1605961872.5084,71.0,884.0
1605961873.5283,71.0,790.0
1605961874.5182,72.0,757.0
1605961875.561,73.0,731.0
1605961876.6749,74.0,753.0
1605961877.5484,76.0,778.0
1605961878.5081,76.0,789.0
1605961879.5281,76.0,766.0
1605961880.5775,77.0,755.0
1605961881.5082,77.0,759.0
1605961882.528,78.0,760.0
1605961883.5181,78.0,754.0
1605961884.5378,79.0,774.0
1605961885.6478,78.0,827.0
1605961886.5181,78.0,826.0
1605961887.5081,78.0,788.0
1605961888.528,78.0,763.0
1605961889.5747,78.0,752.0
1605961890.5383,79.0,714.0
1605961891.5279,79.0,713.0
1605961892.5179,81.0,721.0
1605961893.5079,81.0,708.0
1605961894.6396,82.0,718.0
1605961895.518,83.0,707.0
1605961896.5079,83.0,717.0
1605961897.5279,84.0,747.0
1605961898.5696,83.0,780.0
1605961899.5079,83.0,767.0
1605961900.528,82.0,748.0
1605961901.5177,82.0,796.0
1605961902.5077,82.0,842.0
1605961903.5785,81.0,856.0
1605961904.5181,80.0,869.0
1605961905.5077,79.0,883.0
1605961906.5277,77.0,901.0
1605961907.5177,76.0,901.0
1605961908.6485,76.0,875.0
1605961909.5277,75.0,846.0
1605961910.5176,75.0,797.0
1605961911.5075,75.0,782.0
1605961912.5791,75.0,827.0
1605961913.518,75.0,874.0
1605961914.5076,75.0,877.0
1605961915.5274,75.0,887.0
1605961916.5175,74.0,897.0
1605961917.5888,73.0,904.0
1605961918.5275,73.0,856.0
1605961919.5175,72.0,825.0
1605961920.5075,73.0,805.0
1605961922.0191,73.0,771.0
1605961922.6648,74.0,736.0
1605961923.7743,75.0,724.0
1605961924.5293,76.0,811.0
1605961925.5709,76.0,844.0
1605961926.6903,76.0,842.0
1605961927.5295,76.0,808.0
1605961928.5196,76.0,819.0
1605961929.5092,76.0,825.0
1605961930.5767,76.0,822.0
1605961931.5192,76.0,784.0
1605961932.5092,76.0,776.0
1605961933.5591,76.0,775.0
1605961934.519,76.0,806.0
1605961935.6115,76.0,819.0
1605961936.5291,76.0,840.0
1605961937.5192,76.0,851.0
1605961938.509,76.0,861.0
1605961939.5288,75.0,853.0
1605961940.622,75.0,816.0
1605961941.5091,75.0,798.0
1605961942.5287,75.0,778.0
1605961943.5189,76.0,744.0
1605961944.5612,76.0,755.0
1605961945.5292,77.0,788.0
1605961946.5191,77.0,825.0
1605961947.509,77.0,846.0
1605961948.529,76.0,873.0
1605961949.6202,76.0,893.0
1605961950.5088,75.0,878.0
1605961951.529,74.0,830.0
1605961952.5189,74.0,814.0
1605961953.5502,74.0,799.0
1605961954.6292,75.0,771.0
1605961955.5189,75.0,819.0
1605961956.539,75.0,867.0
1605961957.5288,75.0,872.0
1605961958.62,75.0,883.0
1605961959.509,74.0,898.0
1605961960.5288,73.0,895.0
1605961961.5189,73.0,818.0
1605961962.521,73.0,776.0
1605961963.6306,73.0,761.0
1605961964.5187,74.0,784.0
1605961965.5086,75.0,850.0
1605961966.5285,74.0,840.0
1605961967.5592,74.0,823.0
1605961968.5087,74.0,741.0
1605961969.542,76.0,721.0
1605961970.5187,77.0,690.0
1605961971.5088,79.0,695.0
1605961972.638,80.0,674.0
1605961974.1383,82.0,673.0
1605961974.9479,83.0,693.0
1605961975.6273,84.0,695.0
1605961976.5166,85.0,695.0
1605961977.6174,86.0,727.0
1605961978.5267,85.0,775.0
1605961979.5466,84.0,741.0
1605961980.5066,84.0,722.0
1605961981.5479,84.0,743.0
1605961982.5169,84.0,787.0
1605961983.5068,83.0,818.0
1605961984.5264,82.0,810.0
1605961985.5164,81.0,753.0
1605961986.6176,81.0,722.0
1605961987.5267,82.0,715.0
1605961988.5166,82.0,728.0
1605961989.5363,83.0,746.0
1605961990.5466,83.0,735.0
1605961991.6541,83.0,740.0
1605961992.5065,83.0,754.0
1605961993.5263,83.0,779.0
1605961994.5165,82.0,793.0
1605961995.6164,82.0,797.0
1605961996.5266,81.0,810.0
1605961997.5162,80.0,809.0
1605961998.5061,80.0,805.0
1605961999.5261,79.0,787.0
1605962000.6255,79.0,773.0
1605962001.5063,79.0,776.0
1605962002.5261,79.0,793.0
1605962003.516,79.0,796.0
1605962004.5563,79.0,809.0
1605962005.5265,78.0,803.0
1605962006.5161,78.0,798.0
1605962007.506,78.0,752.0
1605962008.5476,79.0,739.0
1605962009.6251,79.0,730.0
1605962010.5065,80.0,727.0
1605962011.5272,81.0,744.0
1605962012.5159,81.0,788.0
1605962013.5546,81.0,788.0
1605962014.6669,80.0,793.0
1605962015.5161,80.0,784.0
1605962016.5059,80.0,771.0
1605962017.5259,80.0,745.0
1605962018.5643,80.0,725.0
1605962019.5061,81.0,716.0
1605962020.526,82.0,688.0
1605962021.5159,83.0,687.0
1605962022.5359,84.0,699.0
