,gsr,temp
1605961865.6155,289760.84858954174,37.06
1605961867.2356,288417.88745091786,37.06
1605961868.8255,287089.1109032025,37.06
1605961870.4974,285774.5189463956,37.06
1605961872.1774,284474.11158049724,37.06
1605961873.6255,283187.8888055074,37.06
1605961875.2154,281915.850621426,37.06
1605961876.8054,280657.99702825316,37.06
1605961878.4254,279414.3280259888,37.06
1605961880.0423,278184.843614633,37.06
1605961881.7383,276969.5437941857,37.06
1605961883.2255,275768.42856464686,37.06
1605961884.8154,274581.4979260166,37.06
1605961886.4053,273408.75187829474,37.06
1605961888.0253,272250.19042148144,37.06
1605961889.6153,271105.81355557666,37.06
1605961891.3136,269975.6212805804,37.06
1605961892.9294,268859.6135964926,37.06
1605961894.4153,267757.79050331336,37.06
1605961896.0051,266670.15200104256,37.06
1605961897.6251,265596.69808968034,37.06
1605961899.2151,264537.4287692266,37.06
1605961900.8351,263492.34403968137,37.06
1605961902.4964,262461.4439010446,37.06
1605961904.1483,261444.72835331637,37.06
1605961905.605,260442.19739649666,37.06
1605961907.1951,259453.85103058544,37.06
1605961908.8149,258479.68925558275,37.06
1605961910.4048,257519.71207148855,37.06
1605961912.007,256573.91947830285,37.06
1605961913.6854,255642.31147602567,37.06
1605961915.2048,254724.888064657,37.06
1605961916.7948,253821.64924419683,37.06
1605961918.4147,252932.59501464517,37.06
1605961920.0049,252057.725376002,37.06
1605961922.0242,251197.04032826735,37.06
1605961923.7658,250350.5398714412,37.06
1605961925.0291,249518.22400552357,37.06
1605961926.3977,248700.09273051444,37.06
1605961927.9899,247896.14604641384,37.06
1605961929.6057,247106.38395322172,37.06
1605961931.2018,246330.8064509381,37.06
1605961932.8254,245569.41353956301,37.06
1605961934.4438,244822.20521909642,37.06
1605961936.1988,244089.18148953834,37.06
1605961937.5856,243370.34235088876,37.06
1605961939.2356,242665.68780314768,37.06
1605961940.8256,241975.21784631512,37.06
1605961942.3855,241298.93248039106,37.06
1605961944.0057,240636.83170537552,37.06
1605961945.7013,239988.915521234,37.06
1605961947.1855,239542.35404934105,37.06
1605961948.8056,238985.83404714245,37.06
1605961950.3955,238331.36827624444,37.06
1605961951.9855,237590.67308695268,37.06
1605961953.5753,236747.40526958715,37.06
1605961955.2379,235876.82163810774,37.06
1605961956.9124,234830.22644048068,37.06
1605961958.3753,233738.58865282597,37.06
1605961959.9953,232607.59111568902,37.06
1605961961.5853,231497.87376617236,37.06
1605961963.1753,230482.0980508078,37.06
1605961964.796,229573.38584179757,37.06
1605961966.5211,228574.76485717297,37.06
1605961968.1038,227684.02864292634,37.06
1605961969.5954,226645.55961950126,37.06
1605961971.1852,225520.0933557963,37.06
1605961972.7751,223895.90826590388,37.06
1605961974.4068,222359.41915140292,37.06
1605961975.9838,220848.5220874986,37.06
1605961977.6193,219844.0527195477,37.06
1605961979.1639,219091.64714244413,37.06
1605961980.784,218353.5014078013,37.06
1605961982.3739,217695.77325315465,37.06
1605961983.9638,217188.3130719897,37.06
1605961985.5843,217611.04645860125,37.06
1605961987.1736,218634.4838986943,37.06
1605961988.8965,219548.84783302376,37.06
1605961990.3838,220450.56257804413,37.06
1605961991.9736,221468.48872298907,37.06
1605961993.5635,222299.0113206967,37.06
1605961995.1835,222941.68225600672,37.06
1605961996.7735,223467.4721984017,37.13
1605961998.4076,224027.87536203265,37.06
1605962000.0875,224562.10219019596,37.06
1605962001.5736,225075.32184095698,37.06
1605962003.1634,225467.85066622955,37.06
1605962004.7834,225336.74938940455,37.06
1605962006.3733,225048.48900963052,37.06
1605962007.9633,224716.8453651678,37.06
1605962009.627,224406.01616003033,37.06
1605962011.2744,224345.65544157854,37.06
1605962012.7633,224321.10478467986,37.06
1605962014.3534,224456.99312459052,37.06
1605962015.9733,224519.48266227182,37.06
1605962017.5631,224281.19752012554,37.06
1605962019.1676,223870.2352667099,37.06
1605962020.8252,223514.51680310973,37.06
1605962022.3634,223250.29374868644,37.06
1605962023.9531,222898.61208205868,37.06
1605962025.5731,222616.6158230171,37.06
1605962027.1631,222725.95652319636,37.06
1605962028.753,223372.31304325332,37.06
1605962030.3857,223712.32557392505,37.06
1605962032.0367,224079.07151042804,37.06
1605962033.553,224472.55085279426,37.06
1605962035.1429,224892.76360102376,37.06
1605962036.7929,225339.70975511652,37.06
1605962038.3528,225813.38931507256,37.06
1605962039.9427,226313.80228089186,37.06
1605962041.5785,226840.94865257444,37.06
1605962043.1527,227394.82843012028,37.06
1605962044.7427,227975.44161352937,37.06
1605962046.3627,228582.78820280172,37.06
1605962047.9525,229216.86819793735,37.06
1605962049.5424,229877.68159893627,37.06
1605962051.1625,230565.22840579844,37.06
1605962052.8256,231279.50861852386,37.06
1605962054.4755,232020.52223711254,37.06
1605962055.9626,232788.2692615645,37.06
1605962057.5524,233582.74969187976,37.06
1605962059.1424,234403.96352805823,37.06
1605962060.7323,235251.9107701,37.06
1605962062.3523,236126.59141800503,37.06
1605962064.0437,237028.0054717733,37.06
1605962065.5324,237956.15293140488,37.06
1605962067.1524,238911.0337968997,37.06
1605962068.7423,239892.64806825778,37.06
1605962070.3322,240900.99574547913,37.06
1605962071.9521,241936.07682856376,37.06
1605962073.5846,242997.89131751165,37.06
1605962075.2417,244086.43921232282,37.06
1605962076.7522,245201.72051299724,37.06
1605962078.3421,246343.73521953492,37.06
1605962079.932,247512.4833319359,37.06
1605962081.5519,248707.9648502001,37.06
1605962083.1419,249930.17977432758,37.06
1605962084.7749,251179.12810431834,37.06
1605962086.3222,252454.80984017235,37.06
1605962087.9419,253757.22498188965,37.06
1605962089.5318,255086.37352947018,37.06
1605962091.1218,256442.255482914,37.06
1605962092.7418,257824.87084222108,37.06
1605962094.3458,259234.21960739145,37.06
1605962095.9942,260670.30177842506,37.06
1605962097.5418,262133.11735532194,37.06
1605962099.1317,263622.66633808205,37.06
1605962100.7216,265138.9487267055,37.06
1605962102.3416,266681.9645211922,37.06
1605962103.9315,268251.7137215421,37.06
1605962105.5433,269848.19632775534,37.06
1605962107.2746,271471.4123398318,37.06
1605962108.7316,273121.3617577716,37.06
