Time,GSR
1601642370.0079,385
1601642370.0977,386
1601642370.1877,386
1601642370.3078,386
1601642370.3977,385
1601642370.5176,385
1601642370.6378,385
1601642370.7276,385
1601642370.8475,385
1601642370.9370,385
1601642371.0575,385
1601642371.2107,385
1601642371.2675,385
1601642371.3875,386
1601642371.5074,385
1601642371.5975,385
1601642371.7175,386
1601642371.8074,386
1601642371.9269,385
1601642372.0468,385
1601642372.1368,386
1601642372.2568,386
1601642372.3468,386
1601642372.4669,386
1601642372.5870,386
1601642372.7583,385
1601642372.7968,385
1601642372.8868,386
1601642373.0067,386
1601642373.1267,386
1601642373.2988,386
1601642373.3366,386
1601642373.4266,386
1601642373.5466,386
1601642373.6666,386
1601642373.8686,386
1601642373.8766,386
1601642373.9966,386
1601642374.0866,386
1601642374.2066,386
1601642374.4083,386
1601642374.4166,386
1601642374.5365,386
1601642374.6265,386
1601642374.7466,386
1601642374.9787,386
1601642374.9792,386
1601642375.0765,386
1601642375.1666,386
1601642375.2865,386
1601642375.3766,386
1601642375.5467,386
1601642375.6165,386
1601642375.7065,386
1601642375.8265,386
1601642375.9466,386
1601642376.1167,386
1601642376.1565,386
1601642376.2465,386
1601642376.3666,386
1601642376.4865,386
1601642376.6880,386
1601642376.6964,386
1601642376.7864,386
1601642376.9065,386
1601642377.0265,386
1601642377.2515,386
1601642377.2520,386
1601642377.3264,386
1601642377.4464,386
1601642377.5665,386
1601642377.7903,386
1601642377.7910,386
1601642377.8964,386
1601642377.9864,386
1601642378.1065,386
1601642378.3276,386
1601642378.3281,386
1601642378.4364,386
1601642378.5264,386
1601642378.6465,386
1601642378.9081,386
1601642378.9086,386
1601642378.9764,386
1601642379.0664,386
1601642379.1864,386
1601642379.2765,386
1601642379.5084,386
1601642379.5164,386
1601642379.6064,386
1601642379.7264,386
1601642379.8164,386
1601642380.0477,386
1601642380.0563,386
1601642380.1464,386
1601642380.2663,386
1601642380.3864,385
1601642380.5879,385
1601642380.5963,385
1601642380.6863,386
1601642380.8063,385
1601642380.9264,385
1601642381.1581,385
1601642381.1586,385
1601642381.2263,385
1601642381.3463,385
1601642381.4663,385
1601642381.6983,385
1601642381.6988,385
1601642381.7663,385
1601642381.8863,385
1601642382.0064,385
1601642382.0964,385
1601642382.2684,385
1601642382.3363,385
1601642382.4263,385
1601642382.5463,385
1601642382.6364,385
1601642382.8682,385
1601642382.8763,385
1601642382.9663,385
1601642383.0863,385
1601642383.1763,385
1601642383.4060,385
1601642383.4163,385
1601642383.5063,385
1601642383.6263,385
1601642383.7166,385
1601642383.9747,385
1601642383.9752,385
1601642384.0463,385
1601642384.1664,385
1601642384.2562,385
1601642384.5146,385
1601642384.5151,385
1601642384.5863,385
1601642384.7062,384
1601642384.8263,385
1601642384.9164,385
1601642385.0807,384
1601642385.1263,385
1601642385.2462,384
1601642385.3662,384
1601642385.4564,384
1601642385.6265,384
1601642385.6662,384
1601642385.7863,384
1601642385.9062,384
1601642385.9963,384
1601642386.2282,384
1601642386.2287,384
1601642386.3262,384
1601642386.4462,384
1601642386.5363,384
1601642386.7983,384
1601642386.7988,384
1601642386.8662,384
1601642386.9863,384
1601642387.0763,384
1601642387.3392,384
1601642387.3396,384
1601642387.4062,384
1601642387.5262,384
1601642387.6162,384
1601642387.8781,384
1601642387.8787,384
1601642387.9462,384
1601642388.0661,384
1601642388.1562,384
1601642388.2762,384
1601642388.4464,384
1601642388.5163,384
1601642388.6062,383
1601642388.7262,384
1601642388.8164,384
1601642388.9858,384
1601642389.0262,384
1601642389.1462,384
1601642389.2662,384
1601642389.3562,384
1601642389.5877,383
1601642389.5882,384
1601642389.6862,383
1601642389.8061,384
1601642389.8962,384
1601642390.1531,383
1601642390.1536,383
1601642390.2261,384
1601642390.3462,383
1601642390.4362,383
