time,gsr
1.601642370007900000e+09,3.850973192122181672e+02
1.601642370097700119e+09,3.851298143635037263e+02
1.601642370187700033e+09,3.851617518804992528e+02
1.601642370307800055e+09,3.851931317632048604e+02
1.601642370397700071e+09,3.852239540116204353e+02
1.601642370517600060e+09,3.852542186257460344e+02
1.601642370637799978e+09,3.852839256055816577e+02
1.601642370727600098e+09,3.853130749511273052e+02
1.601642370847500086e+09,3.853416666623829201e+02
1.601642370937000036e+09,3.853697007393486160e+02
1.601642371057499886e+09,3.853971771820242793e+02
1.601642371210700035e+09,3.854240959904099668e+02
1.601642371267499924e+09,3.854504571645056785e+02
1.601642371387500048e+09,3.854762607043114144e+02
1.601642371507400036e+09,3.855015066098271177e+02
1.601642371597500086e+09,3.855261948810529020e+02
1.601642371717499971e+09,3.855503255179886537e+02
1.601642371807399988e+09,3.855738985206344296e+02
1.601642371926899910e+09,3.855969138889902297e+02
1.601642372046799898e+09,3.856193716230560540e+02
1.601642372136800051e+09,3.856412717228319025e+02
1.601642372256799936e+09,3.856626141883177183e+02
1.601642372346800089e+09,3.856833990195135584e+02
1.601642372466900110e+09,3.857036262164194795e+02
1.601642372586999893e+09,3.857232957790353680e+02
1.601642372758300066e+09,3.857424077073612239e+02
1.601642372796799898e+09,3.857609620013971607e+02
1.601642372886800051e+09,3.857789586611431218e+02
1.601642373006700039e+09,3.857963976865990503e+02
1.601642373126699924e+09,3.858132790777650030e+02
1.601642373298799992e+09,3.858296028346409798e+02
1.601642373336600065e+09,3.858453689572269809e+02
1.601642373426599979e+09,3.858605774455230062e+02
1.601642373546600103e+09,3.858752282995289988e+02
1.601642373666599989e+09,3.858893215192450157e+02
1.601642373868599892e+09,3.859028571046711136e+02
1.601642373876600027e+09,3.859158350558071788e+02
1.601642373996599913e+09,3.859282553726532115e+02
1.601642374086600065e+09,3.859401180552093251e+02
1.601642374206599951e+09,3.859514231034754630e+02
1.601642374408299923e+09,3.859621705174515682e+02
1.601642374416599989e+09,3.859723602971376977e+02
1.601642374536499977e+09,3.859819924425338513e+02
1.601642374626499891e+09,3.859910669536400292e+02
1.601642374746599913e+09,3.859995838304562312e+02
1.601642374978699923e+09,3.860075430729824006e+02
1.601642374979199886e+09,3.860149446812186511e+02
1.601642375076499939e+09,3.860217886551648689e+02
1.601642375166599989e+09,3.860280749948211110e+02
1.601642375286499977e+09,3.860338037001873772e+02
1.601642375376600027e+09,3.860389747712082453e+02
1.601642375546700001e+09,3.860500292747168487e+02
1.601642375616499901e+09,3.860743258791345625e+02
1.601642375706500053e+09,3.860977631743203915e+02
1.601642375826499939e+09,3.861203702894008529e+02
1.601642375946599960e+09,3.861265747933463786e+02
1.601642376116699934e+09,3.861305072254245374e+02
1.601642376156500101e+09,3.861321675856353295e+02
1.601642376246500015e+09,3.861315558739786979e+02
1.601642376366600037e+09,3.861286720904547565e+02
1.601642376486500025e+09,3.861235162350633345e+02
1.601642376687999964e+09,3.861160883078046027e+02
1.601642376696399927e+09,3.861063883086785040e+02
1.601642376786400080e+09,3.860944162376849818e+02
1.601642376906500101e+09,3.860957736549801211e+02
1.601642377026499987e+09,3.860807575902668418e+02
1.601642377251499891e+09,3.860634985828127128e+02
1.601642377252000093e+09,3.860595981927737057e+02
1.601642377326400042e+09,3.860549550100088254e+02
1.601642377446399927e+09,3.860339966034885606e+02
1.601642377566499949e+09,3.860108535124804234e+02
1.601642377790299892e+09,3.860011272971404424e+02
1.601642377790999889e+09,3.859907165473276223e+02
1.601642377896399975e+09,3.859796503921684234e+02
1.601642377986399889e+09,3.859679579607893629e+02
1.601642378106499910e+09,3.859556683823169578e+02
1.601642378327600002e+09,3.859272092257216968e+02
1.601642378328099966e+09,3.858967110302710353e+02
1.601642378436399937e+09,3.858797753561211152e+02
1.601642378526400089e+09,3.858623007931308280e+02
1.601642378646500111e+09,3.858443164704267474e+02
1.601642378908099890e+09,3.858258515171353338e+02
1.601642378908600092e+09,3.858069350623829905e+02
1.601642378976399899e+09,3.857875962352964052e+02
1.601642379066400051e+09,3.857678641650020381e+02
1.601642379186399937e+09,3.857477679806262927e+02
1.601642379276499987e+09,3.857414673505632550e+02
1.601642379508399963e+09,3.857192884336424754e+02
1.601642379516400099e+09,3.856968619191463290e+02
1.601642379606400013e+09,3.856883474754690155e+02
1.601642379726399899e+09,3.856640712614398581e+02
1.601642379816400051e+09,3.856537945056089143e+02
1.601642380047699928e+09,3.856419739060732468e+02
1.601642380056299925e+09,3.856286677210857761e+02
1.601642380146399975e+09,3.856139342088995932e+02
1.601642380266299963e+09,3.855978316277676754e+02
1.601642380386399984e+09,3.855804182359431707e+02
1.601642380587899923e+09,3.855617522916788857e+02
1.601642380596299887e+09,3.855418920532278548e+02
1.601642380686300039e+09,3.855208957788430553e+02
1.601642380806299925e+09,3.854988217267776918e+02
1.601642380926399946e+09,3.854757281552846280e+02
1.601642381158099890e+09,3.854516733226168981e+02
1.601642381158600092e+09,3.854267154870275363e+02
1.601642381226300001e+09,3.854009129067694630e+02
1.601642381346299887e+09,3.853743238400958262e+02
1.601642381466300011e+09,3.853470065452595463e+02
1.601642381698299885e+09,3.853190192805136576e+02
1.601642381698800087e+09,3.852904203041110804e+02
1.601642381766299963e+09,3.852612678743050765e+02
1.601642381886300087e+09,3.852316202493483388e+02
1.601642382006400108e+09,3.852015356874941290e+02
1.601642382096400023e+09,3.851710724469953675e+02
1.601642382268399954e+09,3.851402887861049749e+02
1.601642382336299896e+09,3.851092429630760989e+02
1.601642382426300049e+09,3.850779932361616602e+02
1.601642382546299934e+09,3.850465978636146929e+02
1.601642382636399984e+09,3.850151151036882311e+02
1.601642382868200064e+09,3.849836032146353091e+02
1.601642382876300097e+09,3.849521204547087336e+02
1.601642382966300011e+09,3.849207250821618800e+02
1.601642383086299896e+09,3.848894753552474413e+02
1.601642383176300049e+09,3.848725600714859638e+02
1.601642383405999899e+09,3.848403345188336289e+02
1.601642383416300058e+09,3.848084585156993853e+02
