,ecg
1607090109.2507,-7.0
1607090109.2521,64.0
1607090109.2547,752.0
1607090109.2573,2318.0
1607090109.2593,3732.0
1607090109.2613,4419.0
1607090109.2632,5052.0
1607090109.2653,5764.0
1607090109.2673,6252.0
1607090109.2693,6656.0
1607090109.2712,7082.0
1607090109.2733,7430.0
1607090109.2752,7721.0
1607090109.2773,8019.0
1607090109.2793,8289.0
1607090109.2813,8520.0
1607090109.2833,8751.0
1607090109.2853,8967.0
1607090109.2872,9145.0
1607090109.2893,9301.0
1607090109.2913,9453.0
1607090109.2933,9592.0
1607090109.2953,9722.0
1607090109.2974,9845.0
1607090109.2993,9967.0
1607090109.3013,10085.0
1607090109.3033,10186.0
1607090109.3053,10268.0
1607090109.3072,10350.0
1607090109.3092,10427.0
1607090109.3113,10492.0
1607090109.3132,10638.0
1607090109.3152,10961.0
1607090109.3172,11355.0
1607090109.3192,11516.0
1607090109.3212,11187.0
1607090109.3232,10708.0
1607090109.3252,10696.0
1607090109.3272,10912.0
1607090109.3292,10874.0
1607090109.3312,10816.0
1607090109.3332,10893.0
1607090109.3352,10910.0
1607090109.3372,10891.0
1607090109.3392,10922.0
1607090109.3412,10927.0
1607090109.3432,10898.0
1607090109.3453,10898.0
1607090109.3471,10905.0
1607090109.3491,10891.0
1607090109.3513,10872.0
1607090109.3532,10855.0
1607090109.3552,10840.0
1607090109.3572,10826.0
1607090109.3591,10787.0
1607090109.3612,10746.0
1607090109.3631,10730.0
1607090109.3651,10708.0
1607090109.3671,10662.0
1607090109.3691,10619.0
1607090109.3712,10593.0
1607090109.3732,10561.0
1607090109.3751,10518.0
1607090109.3772,10480.0
1607090109.3791,10451.0
1607090109.3811,10415.0
1607090109.3831,10371.0
1607090109.3851,10328.0
1607090109.3871,10287.0
1607090109.3892,10232.0
1607090109.3911,10148.0
1607090109.3931,10068.0
1607090109.3951,9984.0
1607090109.7895,9874.0
1607090109.7904,9763.0
1607090109.7928,9672.0
1607090109.7955,9583.0
1607090109.7975,9494.0
1607090109.7995,9417.0
1607090109.8016,9349.0
1607090109.8035,9287.0
1607090109.8055,9210.0
1607090109.8075,9133.0
1607090109.8095,9078.0
1607090109.8115,9027.0
1607090109.8135,8936.0
1607090109.8155,8842.0
1607090109.8174,8787.0
1607090109.8194,8726.0
1607090109.8215,8652.0
1607090109.8234,8580.0
1607090109.8255,8510.0
1607090109.8274,8440.0
1607090109.8294,8371.0
1607090109.8315,8294.0
1607090109.8334,8229.0
1607090109.8354,8159.0
1607090109.8375,8082.0
1607090109.8394,8010.0
1607090109.8414,7943.0
1607090109.8434,7866.0
1607090109.8456,7789.0
1607090109.8474,7719.0
1607090109.8494,7652.0
1607090109.8514,7579.0
1607090109.8534,7500.0
1607090109.8556,7428.0
1607090109.8575,7361.0
1607090109.8595,7288.0
1607090109.8614,7214.0
1607090109.8634,7149.0
1607090109.8654,7082.0
1607090109.8674,7005.0
1607090109.8694,6932.0
1607090109.8715,6868.0
1607090109.8734,6803.0
1607090109.8754,6730.0
1607090109.8774,6661.0
1607090109.8794,6598.0
1607090109.8814,6526.0
1607090109.8834,6444.0
1607090109.8854,6379.0
1607090109.8874,6322.0
1607090109.8895,6245.0
1607090109.8914,6170.0
1607090109.8934,6110.0
1607090109.8954,6048.0
1607090109.8974,5985.0
1607090109.8994,5920.0
1607090109.9014,5855.0
1607090109.9034,5795.0
1607090109.9056,5733.0
1607090109.9074,5668.0
1607090109.9094,5605.0
1607090109.9114,5547.0
1607090109.9134,5487.0
1607090109.9154,5422.0
1607090109.9174,5365.0
1607090109.9194,5312.0
1607090109.9215,5252.0
1607090109.9234,5189.0
1607090109.9254,5131.0
1607090109.9274,5076.0
1607090109.9294,5018.0
1607090109.9314,4961.0
1607090109.9336,4908.0
1607090110.33,4855.0
1607090110.3307,4799.0
1607090110.3331,4742.0
1607090110.3358,4691.0
1607090110.3378,4641.0
1607090110.3398,4588.0
1607090110.3421,4535.0
1607090110.3438,4487.0
1607090110.3457,4436.0
1607090110.3477,4371.0
1607090110.3497,4309.0
1607090110.3517,4266.0
1607090110.3538,4222.0
1607090110.3559,4167.0
1607090110.3577,4119.0
1607090110.3597,4076.0
1607090110.3617,4028.0
1607090110.3638,3975.0
1607090110.3658,3927.0
1607090110.3677,3881.0
1607090110.3697,3840.0
1607090110.3718,3809.0
1607090110.3737,3782.0
1607090110.3758,3741.0
1607090110.3778,3691.0
1607090110.3797,3638.0
1607090110.3817,3580.0
1607090110.3837,3535.0
1607090110.3857,3494.0
1607090110.3878,3453.0
1607090110.3898,3412.0
1607090110.3917,3371.0
1607090110.3937,3328.0
1607090110.3957,3287.0
1607090110.3977,3246.0
1607090110.3997,3191.0
1607090110.4017,3167.0
1607090110.4037,3275.0
1607090110.4058,3537.0
1607090110.4077,3789.0
1607090110.4097,3698.0
1607090110.4117,3164.0
1607090110.4137,2746.0
1607090110.4157,2820.0
1607090110.4177,2900.0
1607090110.4197,2758.0
1607090110.4218,2712.0
1607090110.4238,2739.0
1607090110.4258,2686.0
1607090110.4279,2640.0
1607090110.4297,2633.0
1607090110.4317,2611.0
1607090110.4337,2575.0
1607090110.4357,2549.0
1607090110.4378,2525.0
1607090110.4398,2496.0
1607090110.4417,2467.0
1607090110.4439,2443.0
1607090110.4458,2419.0
1607090110.4477,2395.0
1607090110.4497,2368.0
1607090110.4517,2344.0
1607090110.4537,2323.0
1607090110.4558,2303.0
1607090110.4577,2279.0
1607090110.4597,2260.0
1607090110.4617,2246.0
1607090110.4637,2229.0
1607090110.4658,2212.0
1607090110.4677,2202.0
1607090110.4697,2193.0
1607090110.4718,2188.0
1607090110.4737,2176.0
1607090110.8999,2161.0
1607090110.9009,2145.0
1607090110.9033,2125.0
1607090110.9061,2096.0
1607090110.908,2053.0
1607090110.9099,1998.0
1607090110.912,1928.0
1607090110.9139,1858.0
1607090110.916,1813.0
1607090110.9179,1777.0
1607090110.9199,1738.0
1607090110.922,1707.0
1607090110.9239,1683.0
1607090110.9259,1661.0
1607090110.9279,1644.0
1607090110.9299,1632.0
1607090110.9318,1618.0
1607090110.9338,1599.0
1607090110.9359,1577.0
1607090110.9379,1563.0
1607090110.9399,1553.0
1607090110.9418,1541.0
1607090110.9438,1527.0
1607090110.9459,1512.0
1607090110.9478,1498.0
1607090110.9498,1481.0
1607090110.9518,1466.0
1607090110.9539,1454.0
1607090110.956,1442.0
1607090110.9578,1430.0
1607090110.9598,1411.0
1607090110.9618,1389.0
1607090110.9638,1370.0
1607090110.9659,1356.0
1607090110.9678,1337.0
1607090110.97,1325.0
1607090110.9719,1310.0
1607090110.9739,1293.0
1607090110.9759,1276.0
1607090110.9779,1267.0
1607090110.9798,1255.0
1607090110.9818,1238.0
1607090110.9838,1221.0
1607090110.9859,1214.0
1607090110.9879,1202.0
1607090110.9899,1187.0
1607090110.9918,1173.0
1607090110.9938,1161.0
1607090110.9959,1149.0
1607090110.9978,1137.0
1607090110.9999,1127.0
1607090111.0018,1118.0
1607090111.0039,1106.0
1607090111.006,1096.0
1607090111.0078,1084.0
1607090111.0098,1072.0
1607090111.0118,1058.0
1607090111.0138,1048.0
1607090111.0159,1041.0
1607090111.0178,1031.0
1607090111.0198,1019.0
1607090111.0219,1007.0
1607090111.0238,997.0
1607090111.0258,985.0
1607090111.0279,973.0
1607090111.0298,964.0
1607090111.0318,959.0
1607090111.0338,949.0
1607090111.0359,940.0
1607090111.0379,928.0
1607090111.0399,918.0
1607090111.0418,906.0
1607090111.0438,896.0
1607090111.4401,892.0
1607090111.4409,887.0
1607090111.4433,877.0
1607090111.446,870.0
1607090111.4479,860.0
1607090111.4499,851.0
1607090111.452,841.0
1607090111.4539,829.0
1607090111.456,812.0
1607090111.4579,808.0
1607090111.4599,803.0
1607090111.4619,791.0
1607090111.4639,783.0
1607090111.4661,781.0
1607090111.4679,774.0
1607090111.4698,762.0
1607090111.472,757.0
1607090111.4739,752.0
1607090111.4759,745.0
1607090111.4779,733.0
1607090111.4798,726.0
1607090111.4818,714.0
1607090111.4838,697.0
1607090111.4859,687.0
1607090111.488,694.0
1607090111.4898,711.0
1607090111.4919,707.0
1607090111.4938,690.0
1607090111.4959,680.0
1607090111.4978,666.0
1607090111.4999,649.0
1607090111.5018,644.0
1607090111.5039,639.0
1607090111.506,634.0
1607090111.5079,630.0
1607090111.5098,620.0
1607090111.5119,615.0
1607090111.5139,606.0
1607090111.5159,586.0
1607090111.5178,598.0
1607090111.5198,747.0
1607090111.5219,1060.0
1607090111.5239,1346.0
1607090111.5259,1240.0
1607090111.5279,678.0
1607090111.5299,300.0
1607090111.5318,461.0
1607090111.5338,584.0
1607090111.5359,464.0
1607090111.538,454.0
1607090111.5399,509.0
1607090111.5418,480.0
1607090111.5438,464.0
1607090111.5459,488.0
1607090111.5479,483.0
1607090111.5498,471.0
1607090111.5519,478.0
1607090111.5539,480.0
1607090111.556,476.0
1607090111.5578,478.0
1607090111.5599,485.0
1607090111.5619,485.0
1607090111.5638,483.0
1607090111.5659,483.0
1607090111.568,483.0
1607090111.5699,483.0
1607090111.572,488.0
1607090111.5738,492.0
1607090111.5759,497.0
1607090111.5779,500.0
1607090111.5798,507.0
1607090111.5818,517.0
1607090111.5839,529.0
1607090112.0094,543.0
1607090112.0103,553.0
1607090112.0114,565.0
1607090112.0134,574.0
1607090112.0154,574.0
1607090112.0173,560.0
1607090112.0193,553.0
1607090112.0214,533.0
1607090112.0234,490.0
1607090112.0254,442.0
1607090112.0273,401.0
1607090112.0293,365.0
1607090112.0313,339.0
1607090112.0333,319.0
1607090112.0353,300.0
1607090112.0373,286.0
1607090112.0393,276.0
1607090112.0413,276.0
1607090112.0432,281.0
1607090112.0453,286.0
1607090112.0473,286.0
1607090112.0493,288.0
1607090112.0512,290.0
1607090112.0533,293.0
1607090112.0555,295.0
1607090112.0572,300.0
1607090112.0592,303.0
1607090112.0613,305.0
