Time,HR,RR
1602579242.3754,58,922
1602579243.3638,59,924
1602579244.3542,59,nan
1602579245.3737,61,903
1602579246.3636,62,1851
1602579247.3833,63,963
1602579248.4036,64,938
1602579249.3634,65,950
1602579250.3534,65,891
1602579251.3730,65,854
1602579252.3625,66,868
1602579253.3534,67,1016
1602579254.3735,66,1077
1602579255.3633,66,798
1602579256.3524,68,736
1602579257.3729,70,676
1602579258.3634,76,655
1602579259.3529,80,678
1602579260.3730,82,806
1602579261.3621,81,776
1602579262.3530,81,747
1602579263.3727,81,783
1602579264.3626,81,939
1602579265.3523,81,nan
1602579266.3858,80,1054
1602579267.3630,75,1135
1602579268.3527,70,1174
1602579269.4024,69,1059
1602579270.3618,67,962
1602579271.3529,67,1098
1602579272.3724,66,1141
1602579273.3628,65,1269
1602579274.3522,64,1143
1602579275.3850,62,1019
1602579276.3628,62,1224
1602579277.3527,62,nan
1602579278.3720,61,1038
1602579279.3613,60,1248
1602579280.3517,60,1162
1602579281.3718,59,1066
1602579282.3617,58,1170
1602579283.3518,58,924
1602579284.3869,59,814
1602579285.3615,60,780
1602579286.3514,62,893
1602579287.3711,63,1055
1602579288.3608,63,1025
1602579289.3515,63,935
1602579290.3711,63,925
1602579291.3611,63,893
1602579292.3509,64,838
1602579293.3704,65,840
1602579294.3614,65,862
1602579295.3509,66,945
1602579296.3707,66,1089
1602579297.3603,66,1110
1602579298.3508,65,1061
1602579299.3707,64,1029
1602579300.4208,63,1008
1602579301.3503,63,982
1602579302.4000,63,912
1602579303.3605,63,882
1602579304.3507,64,1127
1602579305.3701,64,1136
1602579306.3601,62,934
1602579307.3966,63,769
1602579308.3703,66,726
1602579309.3604,68,669
1602579310.3499,75,655
1602579311.3856,79,674
1602579312.3601,81,671
1602579313.3499,82,829
1602579314.3700,82,953
1602579315.3593,80,1013
1602579316.3497,75,1061
1602579317.3698,71,1084
1602579318.3597,70,1095
1602579319.3493,69,1092
1602579320.3690,67,1088
1602579321.3599,66,1071
1602579322.3500,65,1014
1602579323.3692,65,1007
1602579324.3589,64,908
1602579325.3796,64,871
1602579326.3696,65,803
1602579327.3595,66,991
1602579328.3489,65,1078
1602579329.3682,65,832
1602579330.3595,65,757
1602579331.3494,66,748
1602579332.3693,68,870
1602579333.3587,69,1076
1602579334.3635,68,1085
1602579335.3992,67,1083
1602579336.3594,66,1043
1602579337.3491,65,1008
1602579338.3683,65,1028
1602579339.3590,64,1039
1602579340.3484,64,1060
1602579341.3691,63,1085
1602579342.3577,63,nan
1602579343.3936,63,1099
1602579344.3682,62,1096
1602579345.3582,61,1137
1602579346.3477,61,1120
1602579347.3673,60,1115
1602579348.3583,60,1174
1602579349.3481,59,1192
1602579350.3679,58,1141
1602579351.3575,58,1197
1602579352.3919,58,nan
1602579353.3677,57,1114
1602579354.3580,57,1078
1602579355.3472,57,1240
1602579356.3671,56,1221
1602579357.3575,56,1141
1602579358.3479,55,1140
1602579359.3676,55,1166
1602579360.3572,55,nan
1602579361.3610,55,1042
1602579362.3674,55,1154
1602579363.3572,55,1224
1602579364.3470,55,1126
1602579365.3667,55,1225
1602579366.3570,54,1291
1602579367.3469,54,1105
1602579368.3970,54,969
1602579369.3563,54,nan
1602579370.3630,54,946
1602579371.3678,55,1329
1602579372.3568,55,1203
1602579373.3467,55,1367
1602579374.3667,55,nan
1602579375.3570,54,1310
1602579376.3465,53,1206
1602579377.3665,53,1261
1602579378.3561,52,1273
1602579379.3589,52,1218
1602579380.3663,52,1277
1602579381.3565,52,nan
1602579382.3457,52,1170
1602579383.3659,51,1097
1602579384.3560,52,1222
1602579385.3464,52,1227
1602579386.3660,52,1151
1602579387.3560,52,1112
1602579388.3450,52,970
1602579389.3661,53,1012
1602579390.3557,54,1069
1602579391.3459,54,1059
1602579392.3651,55,989
1602579393.3559,55,913
1602579394.3455,56,980
1602579395.3662,57,1004
1602579396.3553,57,1092
1602579397.3599,58,1054
1602579398.3654,58,1115
1602579399.3552,57,1171
