,ecg
1606846987.0857,497.0
1606846987.0863,2792.0
1606846987.0879,5105.0
1606846987.0899,6249.0
1606846987.0919,7123.0
1606846987.0939,8148.0
1606846987.0959,8833.0
1606846987.0979,9325.0
1606846987.0999,9861.0
1606846987.1019,10265.0
1606846987.1039,10554.0
1606846987.1059,10841.0
1606846987.1079,11075.0
1606846987.1099,11246.0
1606846987.1119,11402.0
1606846987.1139,11535.0
1606846987.1159,11627.0
1606846987.1179,11701.0
1606846987.1199,11767.0
1606846987.1219,11824.0
1606846987.1239,11857.0
1606846987.1259,11852.0
1606846987.1279,11840.0
1606846987.13,11843.0
1606846987.132,11817.0
1606846987.134,11755.0
1606846987.1359,11686.0
1606846987.1379,11618.0
1606846987.1399,11532.0
1606846987.142,11461.0
1606846987.144,11402.0
1606846987.146,11315.0
1606846987.148,11232.0
1606846987.15,11165.0
1606846987.152,11087.0
1606846987.1541,11009.0
1606846987.156,10933.0
1606846987.1581,10850.0
1606846987.1602,10772.0
1606846987.162,10696.0
1606846987.1639,10609.0
1606846987.166,10517.0
1606846987.168,10431.0
1606846987.17,10348.0
1606846987.172,10258.0
1606846987.1741,10164.0
1606846987.176,10071.0
1606846987.178,9986.0
1606846987.1801,9891.0
1606846987.182,9792.0
1606846987.1853,9707.0
1606846987.186,9621.0
1606846987.188,9529.0
1606846987.19,9434.0
1606846987.1919,9347.0
1606846987.194,9264.0
1606846987.196,9164.0
1606846987.198,9065.0
1606846987.2,8982.0
1606846987.202,8894.0
1606846987.2039,8795.0
1606846987.2059,8700.0
1606846987.2079,8620.0
1606846987.2099,8532.0
1606846987.2119,8440.0
1606846987.214,8350.0
1606846987.216,8267.0
1606846987.2179,8179.0
1606846987.2199,8089.0
1606846987.2219,8004.0
1606846987.224,7923.0
1606846987.2259,7848.0
1606846987.2279,7760.0
1606846987.6254,7677.0
1606846987.6259,7599.0
1606846987.6269,7516.0
1606846987.6289,7428.0
1606846987.6309,7355.0
1606846987.633,7282.0
1606846987.6349,7201.0
1606846987.6369,7123.0
1606846987.6389,7054.0
1606846987.6409,6983.0
1606846987.6429,6898.0
1606846987.6449,6815.0
1606846987.647,6749.0
1606846987.6489,6682.0
1606846987.6509,6595.0
1606846987.6529,6510.0
1606846987.6549,6448.0
1606846987.6569,6386.0
1606846987.6589,6306.0
1606846987.6609,6237.0
1606846987.6629,6176.0
1606846987.6649,6105.0
1606846987.6669,6036.0
1606846987.6689,5981.0
1606846987.671,5918.0
1606846987.673,5854.0
1606846987.675,5802.0
1606846987.6769,5740.0
1606846987.6791,5671.0
1606846987.681,5600.0
1606846987.683,5529.0
1606846987.6849,5465.0
1606846987.6869,5406.0
1606846987.6889,5361.0
1606846987.691,5333.0
1606846987.6929,5342.0
1606846987.6951,5418.0
1606846987.6969,5527.0
1606846987.6989,5603.0
1606846987.7009,5655.0
1606846987.7029,5749.0
1606846987.7049,5941.0
1606846987.7069,6135.0
1606846987.7089,5880.0
1606846987.7109,5048.0
1606846987.7129,4428.0
1606846987.7149,4388.0
1606846987.7169,4366.0
1606846987.7189,4227.0
1606846987.7209,4203.0
1606846987.7229,4201.0
1606846987.7249,4139.0
