,hr,rr,ecg,gsr,temperature
1602581466.9722,70.0,965.0,311.0,418.0,35.13
1602581466.9733,70.0,965.0,1815.0,418.0,35.13
1602581466.9745,70.0,965.0,4215.0,418.0,35.13
1602581466.9766,70.0,965.0,5810.0,418.0,35.13
1602581466.9785,70.0,965.0,6580.0,418.00000000000006,35.13
1602581466.9805,70.0,965.0,7488.0,418.00000000000006,35.13
1602581466.9826,70.0,965.0,8283.0,418.00000000000006,35.13
1602581466.9846,70.0,965.0,8749.0,418.00000000000006,35.13
1602581466.9865,70.0,965.0,9208.0,418.00000000000006,35.13
1602581466.9885,70.0,965.0,9647.0,418.00000000000006,35.13
1602581466.9906,70.0,965.0,9937.0,418.00000000000006,35.13
1602581466.9926,70.0,965.0,10170.0,418.00000000000006,35.13
1602581466.9946,70.0,965.0,10410.0,418.00000000000006,35.13
1602581466.9966,70.0,965.0,10604.0,418.0000000000001,35.13
1602581466.9986,70.0,965.0,10749.0,418.0000000000001,35.13
1602581467.0006,70.0,965.0,10871.0,418.0000000000001,35.13
1602581467.0026,70.0,965.0,10979.0,418.0000000000001,35.13
1602581467.0046,70.0,965.0,11070.0,418.0000000000001,35.13
1602581467.0065,70.0,965.0,11141.0,418.0000000000001,35.13
1602581467.0086,70.0,965.0,11235.0,418.0000000000001,35.13
1602581467.0106,70.0,965.0,11419.0,418.0000000000001,35.13
1602581467.0127,70.0,965.0,11649.0,418.0000000000001,35.13
1602581467.0146,70.0,965.0,11642.0,418.0000000000001,35.13
1602581467.0166,70.0,965.0,11166.0,418.0000000000001,35.13
1602581467.0186,70.0,965.0,10702.0,418.00000000000017,35.13
1602581467.0206,70.0,965.0,10849.0,418.00000000000017,35.13
1602581467.0226,70.0,965.0,11173.0,418.00000000000017,35.13
1602581467.0246,70.0,965.0,11186.0,418.00000000000017,35.13
1602581467.0266,70.0,965.0,11144.0,418.00000000000017,35.13
1602581467.0286,70.0,965.0,11159.0,418.00000000000017,35.13
1602581467.0306,70.0,965.0,11107.0,418.00000000000017,35.13
1602581467.0326,70.0,965.0,11048.0,418.00000000000017,35.13
1602581467.0346,70.0,965.0,11019.0,418.00000000000017,35.13
1602581467.0366,70.0,965.0,10955.0,418.00000000000017,35.13
1602581467.0386,70.0,965.0,10879.0,418.00000000000017,35.13
1602581467.0406,70.0,965.0,10835.0,418.00000000000017,35.13
1602581467.0427,70.0,965.0,10778.0,418.00000000000017,35.13
1602581467.0447,70.0,965.0,10695.0,418.00000000000017,35.13
1602581467.0467,70.0,965.0,10624.0,418.00000000000017,35.13
1602581467.0487,70.0,965.0,10562.0,418.00000000000017,35.13
1602581467.0506,70.0,965.0,10494.0,418.00000000000017,35.13
1602581467.0526,70.0,965.0,10430.0,418.00000000000017,35.13
1602581467.0546,70.0,965.0,10349.0,418.00000000000017,35.13
1602581467.0567,70.0,965.0,10261.0,418.00000000000017,35.13
1602581467.0586,70.0,965.0,10184.0,418.00000000000017,35.13
1602581467.0606,70.0,965.0,10091.0,418.00000000000017,35.13
1602581467.0627,70.0,965.0,10000.0,418.00000000000017,35.13
1602581467.0647,70.0,965.0,9942.0,418.0000000000002,35.13
1602581467.0666,70.0,965.0,9865.0,418.0000000000002,35.13
1602581467.0687,70.0,965.0,9770.0,418.0000000000002,35.13
1602581467.0716,70.0,965.0,9696.0,417.9999999999402,35.13
1602581467.0727,70.0,965.0,9613.0,417.9999999999402,35.13
1602581467.0746,70.0,965.0,9510.0,417.9999999999402,35.13
1602581467.0766,70.0,965.0,9429.0,417.9999999999402,35.13
1602581467.0786,70.0,965.0,9348.0,417.9999999999402,35.13
1602581467.0806,70.0,965.0,9259.0,417.9999999999402,35.13
1602581467.0826,70.0,965.0,9181.0,417.9999999999402,35.13
1602581467.0846,70.0,965.0,9095.0,417.9999999999402,35.13
1602581467.0866,70.0,965.0,8975.0,417.9999999999402,35.13
1602581467.0886,70.0,965.0,8867.0,417.9999999999402,35.13
1602581467.0906,70.0,965.0,8771.0,417.9999999999402,35.13
1602581467.0926,70.0,965.0,8661.0,417.9999999999402,35.13
1602581467.0946,70.0,965.0,8568.0,417.9999999999402,35.13
1602581467.0966,70.0,965.0,8482.0,417.9999999999402,35.13
1602581467.0985,70.0,965.0,8374.0,417.9999999999402,35.13
1602581467.1006,70.0,965.0,8261.0,417.9999999999402,35.13
1602581467.1026,70.0,965.0,8155.0,417.9999999999402,35.13
1602581467.1046,70.0,965.0,8052.0,417.9999999999402,35.13
1602581467.1065,70.0,965.0,7952.0,417.9999999999402,35.13
1602581467.1086,70.0,965.0,7849.0,417.9999999999402,35.13
1602581467.1106,70.0,965.0,7753.0,417.9999999999402,35.13
1602581467.1126,70.0,965.0,7662.0,417.9999999999402,35.13
1602581467.1145,70.0,965.0,7569.0,417.9999999999402,35.13
1602581467.5121,70.0,965.0,7483.0,417.9999999999402,35.06
1602581467.5129,70.0,965.0,7397.0,417.9999999999402,35.06
1602581467.5145,70.0,965.0,7306.0,417.9999999999402,35.06
1602581467.5165,70.0,965.0,7218.0,417.9999999999402,35.06
1602581467.5185,70.0,965.0,7140.0,417.9999999999402,35.06
1602581467.5205,70.0,965.0,7059.0,417.9999999999402,35.06
1602581467.5225,70.0,965.0,6973.0,417.9999999999402,35.06
1602581467.5246,70.0,965.0,6889.0,417.9999999999402,35.06
