Time,HR,RR
1606936449.3994,69,855
1606936450.3887,69,nan
1606936451.4383,69,831
1606936452.5184,70,860
1606936453.3888,71,849
1606936454.3787,72,886
1606936455.4287,72,928
1606936456.4488,71,929
1606936457.3788,70,910
1606936458.3988,69,930
1606936459.3886,69,957
1606936460.4080,69,949
1606936461.5122,68,908
1606936462.3887,68,950
1606936463.3786,67,954
1606936464.3986,67,899
1606936465.4489,67,891
1606936466.3789,67,967
1606936467.3987,67,867
1606936468.3886,68,850
1606936469.3786,68,900
1606936470.5183,69,910
1606936471.3901,69,851
1606936472.3786,69,900
1606936473.3985,69,955
1606936474.4112,69,946
1606936475.5206,68,955
1606936476.3990,68,928
1606936477.3887,68,942
1606936478.3786,67,947
1606936479.5095,67,886
1606936480.3891,67,897
1606936481.3788,67,902
1606936482.3986,67,916
1606936483.3897,67,882
1606936484.5199,67,872
1606936485.3987,68,926
1606936486.3889,68,890
1606936487.3786,68,872
1606936488.4802,68,933
1606936489.4191,68,959
1606936490.3789,68,957
1606936491.3988,67,926
1606936492.3887,67,962
1606936493.4602,67,961
1606936494.3991,67,941
1606936495.3889,66,917
1606936496.3788,66,941
1606936497.4486,66,918
1606936498.4190,66,886
1606936499.3788,66,919
1606936500.4287,67,915
1606936501.3886,67,922
1606936502.4626,67,887
1606936503.3990,67,930
1606936504.3887,67,952
1606936505.3787,67,973
1606936506.3986,66,939
1606936507.5291,66,991
1606936508.3787,66,969
1606936509.3987,65,915
1606936510.3887,65,949
1606936511.4277,65,952
1606936512.3990,65,951
1606936513.3889,65,922
1606936514.3787,65,975
1606936515.3987,65,974
1606936516.4681,65,915
1606936517.3791,65,867
1606936518.3987,66,883
1606936519.3886,66,889
1606936520.4003,67,920
1606936521.4291,67,959
1606936522.4193,67,958
1606936523.3788,66,926
1606936524.3987,66,924
1606936525.4702,66,922
1606936526.3791,66,910
1606936527.3989,66,950
1606936528.3887,66,940
1606936529.4072,66,882
1606936530.4875,66,942
1606936531.3888,66,937
1606936532.3786,66,888
1606936533.3986,66,881
1606936534.4391,67,948
1606936535.3789,67,949
1606936536.3988,67,948
1606936537.3887,66,949
1606936538.3788,66,1003
1606936539.4776,66,964
1606936540.3888,65,969
1606936541.3787,65,986
1606936542.3986,65,959
1606936543.3885,65,936
1606936544.3788,65,945
1606936545.3988,65,979
1606936546.3886,65,911
1606936547.3785,65,913
1606936548.4800,65,928
1606936549.4490,65,906
1606936550.3787,66,921
1606936551.3986,66,944
1606936552.3886,66,951
1606936553.4956,66,942
1606936554.4288,66,924
1606936555.4187,66,945
1606936556.3786,66,930
1606936557.4285,66,894
1606936558.3888,66,869
1606936559.3786,66,941
1606936560.3985,66,934
1606936561.3885,66,892
1606936562.4867,66,891
1606936563.3992,67,909
1606936564.3886,67,949
1606936565.3785,67,924
1606936566.3985,67,904
1606936567.5275,67,956
1606936568.3786,66,929
1606936569.3987,66,909
1606936570.3885,66,943
1606936571.4586,66,908
1606936572.3987,66,892
1606936573.3887,67,882
1606936574.3788,67,882
1606936575.3986,67,880
1606936576.4971,68,879
1606936577.3788,68,926
1606936578.3987,68,924
1606936579.3887,68,902
1606936580.4300,68,931
1606936581.3991,68,981
1606936582.3889,67,961
1606936583.3786,67,932
1606936584.3986,67,971
1606936585.4692,66,968
1606936586.3787,66,914
1606936587.4288,66,931
1606936588.4187,66,936
1606936589.4009,66,940
1606936590.5103,66,914
1606936591.3888,66,918
1606936592.3788,66,959
1606936593.3987,66,933
1606936594.4692,66,934
1606936595.3789,66,995
1606936596.3989,66,998
1606936597.3888,65,968
1606936598.4087,65,952
1606936599.5153,65,1004
1606936600.3889,64,963
1606936601.4088,64,913
1606936602.3987,64,977
1606936603.4103,64,968
1606936604.5189,64,932
1606936605.3989,64,958
1606936606.3887,64,975
1606936607.4087,64,958
1606936608.5699,64,937
1606936609.3888,64,986
1606936610.4388,64,967
1606936611.3988,64,946
1606936612.4693,64,909
1606936613.5180,64,954
1606936614.3990,64,919
1606936615.3888,65,893
1606936616.3788,65,945
1606936617.4493,65,948
1606936618.3893,65,924
1606936619.4090,65,919
1606936620.4288,65,966
1606936621.4488,65,940
1606936622.4893,65,920
1606936623.3990,66,935
1606936624.3889,66,913
1606936625.3788,66,897
1606936626.4170,66,915
1606936627.3893,66,974
1606936628.3790,66,956
1606936629.3988,66,956
1606936630.3889,66,974
1606936631.4609,65,965
1606936632.3991,65,932
1606936633.3898,65,898
1606936634.3790,66,957
1606936635.4224,65,922
1606936636.5383,65,974
1606936637.3791,65,1008
1606936638.3689,65,991
1606936639.3889,65,972
1606936640.4280,64,989
1606936641.4293,64,980
1606936642.3891,64,941
1606936643.3789,64,916
1606936644.4204,64,937
1606936645.5381,65,970
1606936646.4091,64,943
1606936647.3690,64,926
