,hr,rr,ecg,gsr,temperature
1603015192.8255,76.0,763.0,1122.0,470.0,36.38
1603015192.826,76.0,763.0,2975.0,470.0,36.38
1603015192.8284,76.0,763.0,4523.0,470.0,36.38
1603015192.831,76.0,763.0,5341.0,470.0,36.38
1603015192.833,76.0,763.0,6192.0,470.0,36.38
1603015192.835,76.0,763.0,7044.0,470.0,36.38
1603015192.8371,76.0,763.0,7603.0,470.0,36.38
1603015192.839,76.0,763.0,8111.0,470.0,36.38
1603015192.841,76.0,763.0,8650.0,470.0,36.38
1603015192.843,76.0,763.0,9053.0,470.0,36.38
1603015192.845,76.0,763.0,9396.0,470.0,36.38
1603015192.847,76.0,763.0,9777.0,470.0,36.38
1603015192.849,76.0,763.0,10095.0,470.0,36.38
1603015192.851,76.0,763.0,10358.0,470.0,36.38
1603015192.8531,76.0,763.0,10652.0,470.0,36.38
1603015192.855,76.0,763.0,10904.0,470.0,36.38
1603015192.857,76.0,763.0,11082.0,470.0,36.38
1603015192.859,76.0,763.0,11286.0,470.0,36.38
1603015192.861,76.0,763.0,11521.0,470.0,36.38
1603015192.863,76.0,763.0,11716.0,470.0,36.38
1603015192.865,76.0,763.0,11876.0,470.0,36.38
1603015192.867,76.0,763.0,12014.0,470.0,36.38
1603015192.8689,76.0,763.0,12126.0,470.0,36.38
1603015192.8711,76.0,763.0,12257.0,470.0,36.38
1603015192.8731,76.0,763.0,12386.0,470.0,36.38
1603015192.875,76.0,763.0,12476.0,470.0,36.38
1603015192.877,76.0,763.0,12566.0,470.00000000000006,36.38
1603015192.879,76.0,763.0,12646.0,470.00000000000006,36.38
1603015192.881,76.0,763.0,12702.0,470.00000000000006,36.38
1603015192.883,76.0,763.0,12775.0,470.00000000000006,36.38
1603015192.885,76.0,763.0,12872.0,470.00000000000006,36.38
1603015192.8871,76.0,763.0,12923.0,470.00000000000006,36.38
1603015192.889,76.0,763.0,12918.0,470.00000000000006,36.38
1603015192.891,76.0,763.0,12928.0,470.00000000000006,36.38
1603015192.893,76.0,763.0,12996.0,470.00000000000006,36.38
1603015192.895,76.0,763.0,13054.0,470.00000000000006,36.38
1603015192.897,76.0,763.0,13039.0,470.00000000000006,36.38
1603015192.899,76.0,763.0,13030.0,470.00000000000006,36.38
1603015192.901,76.0,763.0,13078.0,470.00000000000006,36.38
1603015192.9031,76.0,763.0,13095.0,470.00000000000006,36.38
1603015192.905,76.0,763.0,13064.0,470.00000000000006,36.38
1603015192.907,76.0,763.0,13061.0,470.00000000000006,36.38
1603015192.909,76.0,763.0,13071.0,470.00000000000006,36.38
1603015192.911,76.0,763.0,13032.0,470.00000000000006,36.38
1603015192.913,76.0,763.0,12986.0,470.00000000000006,36.38
1603015192.915,76.0,763.0,13003.0,470.00000000000006,36.38
1603015192.917,76.0,763.0,13001.0,470.00000000000006,36.38
1603015192.919,76.0,763.0,12945.0,470.00000000000006,36.38
1603015192.921,76.0,763.0,12903.0,470.00000000000006,36.38
1603015192.923,76.0,763.0,12884.0,470.00000000000006,36.38
1603015192.9255,76.0,763.0,12860.0,469.99999999993275,36.38
1603015192.9271,76.0,763.0,12811.0,469.99999999993275,36.38
1603015192.929,76.0,763.0,12746.0,469.99999999993275,36.38
1603015192.931,76.0,763.0,12704.0,469.99999999993275,36.38
1603015192.933,76.0,763.0,12670.0,469.99999999993275,36.38
1603015192.935,76.0,763.0,12590.0,469.99999999993275,36.38
1603015192.9371,76.0,763.0,12503.0,469.99999999993275,36.38
1603015192.939,76.0,763.0,12454.0,469.99999999993275,36.38
1603015192.941,76.0,763.0,12405.0,469.99999999993275,36.38
1603015192.943,76.0,763.0,12364.0,469.99999999993275,36.38
1603015192.945,76.0,763.0,12328.0,469.99999999993275,36.38
1603015192.947,76.0,763.0,12252.0,469.99999999993275,36.38
1603015192.949,76.0,763.0,12177.0,469.99999999993275,36.38
1603015192.951,76.0,763.0,12114.0,469.99999999993275,36.38
1603015192.9531,76.0,763.0,12005.0,469.99999999993275,36.38
1603015192.955,76.0,763.0,11932.0,469.99999999993275,36.38
1603015192.957,76.0,763.0,12048.0,469.99999999993275,36.38
1603015192.959,76.0,763.0,12218.0,469.99999999993275,36.38
1603015192.961,76.0,763.0,12043.0,469.99999999993275,36.38
1603015192.963,76.0,763.0,11431.0,469.99999999993275,36.38
1603015192.965,76.0,763.0,11060.0,469.99999999993275,36.38
1603015192.967,76.0,763.0,11273.0,469.99999999993275,36.38
1603015192.9691,76.0,763.0,11429.0,469.99999999993275,36.38
1603015193.3951,76.0,763.0,11303.0,469.99999999993275,36.38
1603015193.3955,76.0,763.0,11232.0,469.99999999993275,36.38
1603015193.398,76.0,763.0,11179.0,469.99999999993275,36.38
1603015193.4006,76.0,763.0,11045.0,469.99999999993275,36.38
1603015193.4026,76.0,763.0,10972.0,469.99999999993275,36.38
1603015193.4046,76.0,763.0,10958.0,469.99999999993275,36.38
1603015193.4066,76.0,763.0,10873.0,469.99999999993275,36.38
1603015193.4086,76.0,763.0,10751.0,469.99999999993275,36.38
1603015193.4106,76.0,763.0,10681.0,469.99999999993275,36.38
1603015193.4126,76.0,763.0,10615.0,469.99999999993275,36.38
1603015193.4146,76.0,763.0,10506.0,469.99999999993275,36.38
1603015193.4166,76.0,763.0,10394.0,469.99999999993275,36.38
1603015193.4186,76.0,763.0,10307.0,469.99999999993275,36.38
1603015193.4206,76.0,763.0,10217.0,469.99999999993275,36.38
1603015193.4226,76.0,763.0,10134.0,469.99999999993275,36.38
1603015193.4246,76.0,763.0,10069.0,469.99999999993275,36.38
1603015193.4265,76.0,763.0,9981.0,469.99999999993275,36.38
1603015193.4286,76.0,763.0,9881.0,469.99999999993275,36.38
1603015193.4307,76.0,763.0,9809.0,469.99999999993275,36.38
1603015193.4326,76.0,763.0,9745.0,469.99999999993275,36.38
1603015193.4346,76.0,763.0,9685.0,469.99999999993275,36.38
1603015193.4365,76.0,763.0,9619.0,469.99999999993275,36.38
1603015193.4387,76.0,763.0,9510.0,469.99999999993275,36.38
1603015193.4406,76.0,763.0,9403.0,469.99999999993275,36.38
1603015193.4426,76.0,763.0,9354.0,469.99999999993275,36.38
1603015193.4446,76.0,763.0,9291.0,469.99999999993275,36.38
1603015193.4466,76.0,763.0,9172.0,469.99999999993275,36.38
1603015193.4486,76.0,763.0,9073.0,469.99999999993275,36.38
1603015193.4507,76.0,763.0,9009.0,469.99999999993275,36.38
1603015193.4526,76.0,763.0,8910.0,469.99999999993275,36.38
1603015193.4546,76.0,763.0,8786.0,469.99999999993275,36.38
1603015193.4566,76.0,763.0,8694.0,469.99999999993275,36.38
1603015193.4586,76.0,763.0,8601.0,469.99999999993275,36.38
1603015193.4606,76.0,763.0,8494.0,469.99999999993275,36.38
1603015193.4626,76.0,763.0,8400.0,469.99999999993275,36.38
1603015193.4646,76.0,763.0,8290.0,469.99999999993275,36.38
1603015193.4666,76.0,763.0,8166.0,469.99999999993275,36.38
1603015193.4686,76.0,763.0,8072.0,469.99999999993275,36.38
1603015193.4706,76.0,763.0,7984.0,469.99999999993275,36.38
1603015193.4726,76.0,763.0,7887.0,469.99999999993275,36.38
1603015193.4746,76.0,763.0,7807.0,469.99999999993275,36.38
1603015193.4766,76.0,763.0,7712.0,469.99999999993275,36.38
1603015193.4786,76.0,763.0,7610.0,469.99999999993275,36.38
1603015193.4806,76.0,763.0,7564.0,469.99999999993275,36.38
1603015193.4826,76.0,763.0,7496.0,469.99999999993275,36.38
1603015193.4846,76.0,763.0,7372.0,469.99999999993275,36.38
1603015193.4865,76.0,763.0,7311.0,469.99999999993275,36.38
1603015193.4886,76.0,763.0,7270.0,469.99999999993275,36.38
1603015193.4906,76.0,763.0,7161.0,469.99999999993275,36.38
1603015193.4925,76.0,763.0,7073.0,469.99999999993275,36.38
1603015193.4946,76.0,763.0,7032.0,469.99999999993275,36.38
1603015193.4966,76.0,763.0,6969.0,469.99999999993275,36.38
1603015193.4986,76.0,763.0,6877.0,469.99999999993275,36.38
1603015193.5006,76.0,763.0,6789.0,469.99999999993275,36.38
1603015193.5026,76.0,763.0,6721.0,469.99999999993275,36.38
1603015193.5046,76.0,763.0,6660.0,469.99999999993275,36.38
1603015193.5065,76.0,763.0,6590.0,469.99999999993275,36.38
1603015193.5086,76.0,763.0,6505.0,469.99999999993275,36.38
1603015193.5106,76.0,763.0,6434.0,469.99999999993275,36.38
1603015193.5126,76.0,763.0,6359.0,469.99999999993275,36.38
1603015193.5156,76.0,763.0,6262.0,469.99999999993275,36.38
1603015193.5186,76.0,763.0,6192.0,469.99999999993275,36.38
1603015193.5206,76.0,763.0,6148.0,469.99999999993275,36.38
1603015193.5219,76.0,763.0,6077.0,469.99999999993275,36.38
1603015193.5235,76.0,763.0,5983.0,469.99999999993275,36.38
1603015193.5256,76.0,763.0,5902.0,469.99999999993275,36.38
1603015193.5275,76.0,763.0,5856.0,469.99999999993275,36.38
1603015193.5296,76.0,763.0,5815.0,469.99999999993275,36.38
1603015193.5316,76.0,763.0,5737.0,469.99999999993275,36.38
1603015193.5336,76.0,763.0,5657.0,469.99999999993275,36.38
1603015193.5356,76.0,763.0,5611.0,469.99999999993275,36.38
1603015193.5376,76.0,763.0,5550.0,469.99999999993275,36.38
1603015193.5396,76.0,763.0,5460.0,469.99999999993275,36.38
1603015193.9353,76.0,770.0,5392.0,469.99999999993275,36.44
1603015193.9358,76.0,770.0,5334.0,469.99999999993275,36.44
1603015193.9382,76.0,770.0,5273.0,469.99999999993275,36.44
1603015193.9408,76.0,770.0,5222.0,469.99999999993275,36.44
1603015193.9428,76.0,770.0,5174.0,469.99999999993275,36.44
1603015193.9448,76.0,770.0,5094.0,469.99999999993275,36.44
1603015193.947,76.0,770.0,5016.0,469.99999999993275,36.44
1603015193.9489,76.0,770.0,4994.0,469.99999999993275,36.44
1603015193.9509,76.0,770.0,4970.0,469.99999999993275,36.44
1603015193.9528,76.0,770.0,4872.0,469.99999999993275,36.44
1603015193.9549,76.0,770.0,4778.0,469.99999999993275,36.44
1603015193.9568,76.0,770.0,4729.0,469.99999999993275,36.44
1603015193.9588,76.0,770.0,4668.0,469.99999999993275,36.44
1603015193.9608,76.0,770.0,4583.0,469.99999999993275,36.44
1603015193.9628,76.0,770.0,4520.0,469.99999999993275,36.44
1603015193.9648,76.0,770.0,4489.0,469.99999999993275,36.44
1603015193.9668,76.0,770.0,4450.0,469.99999999993275,36.44
1603015193.9689,76.0,770.0,4394.0,469.99999999993275,36.44
1603015193.9708,76.0,770.0,4338.0,469.99999999993275,36.44
1603015193.9728,76.0,770.0,4275.0,469.99999999993275,36.44
1603015193.9749,76.0,770.0,4265.0,469.99999999993275,36.44
1603015193.9768,76.0,770.0,4423.0,469.99999999993275,36.44
1603015193.9788,76.0,770.0,4591.0,469.99999999993275,36.44
1603015193.9808,76.0,770.0,4311.0,469.99999999993275,36.44
1603015193.9829,76.0,770.0,3675.0,469.99999999993275,36.44
1603015193.9849,76.0,770.0,3495.0,469.99999999993275,36.44
1603015193.9869,76.0,770.0,3828.0,469.99999999993275,36.44
1603015193.9888,76.0,770.0,3932.0,469.99999999993275,36.44
1603015193.9909,76.0,770.0,3821.0,469.99999999993275,36.44
1603015193.9928,76.0,770.0,3794.0,469.99999999993275,36.44
1603015193.9949,76.0,770.0,3731.0,469.99999999993275,36.44
1603015193.9968,76.0,770.0,3668.0,469.99999999993275,36.44
1603015193.9989,76.0,770.0,3697.0,469.99999999993275,36.44
1603015194.0008,76.0,770.0,3670.0,469.99999999993275,36.44
1603015194.0029,76.0,770.0,3573.0,469.99999999993275,36.44
1603015194.0049,76.0,770.0,3553.0,469.99999999993275,36.44
1603015194.0068,76.0,770.0,3541.0,469.99999999993275,36.44
1603015194.0088,76.0,770.0,3468.0,469.99999999993275,36.44
1603015194.0109,76.0,770.0,3427.0,469.99999999993275,36.44
1603015194.0128,76.0,770.0,3415.0,469.99999999993275,36.44
