,hr,rr,ecg,gsr,temperature
1602598349.8746,61.0,923.0,8570.0,106.30748483186416,33.38
1602598349.8748,61.0,923.0,9878.0,106.39208757654754,33.38
1602598349.8754,61.0,923.0,10894.0,106.47353820704748,33.38
1602598349.8756,61.0,923.0,11659.0,106.55183672336399,33.38
1602598349.8758,61.0,923.0,12453.0,106.62698312549706,33.38
1602598349.876,61.0,923.0,13131.0,106.69897741344671,33.38
1602598349.8762,61.0,923.0,13661.0,106.76781958721291,33.38
1602598349.8764,61.0,923.0,14185.0,106.83350964679569,33.38
1602598349.8765,61.0,923.0,14658.0,106.89604759219502,33.38
1602598349.8766,61.0,923.0,15030.0,106.95543342341092,33.38
1602598349.8768,61.0,923.0,15375.0,107.0116671404434,33.38
1602598349.8769,61.0,923.0,15727.0,107.06474874329243,33.38
1602598349.877,61.0,923.0,16014.0,107.11467823195802,33.38
1602598349.8772,61.0,923.0,16236.0,107.1614556064402,33.38
1602598349.8773,61.0,923.0,16444.0,107.20508086673892,33.38
1602598349.8774,61.0,923.0,16651.0,107.24555401285423,33.38
1602598349.8776,61.0,923.0,16849.0,107.28287504478608,33.38
1602598349.8777,61.0,923.0,17015.0,107.31704396253451,33.38
1602598349.8778,61.0,923.0,17155.0,107.34806076609951,33.38
1602598349.8779,61.0,923.0,17293.0,107.37592545548107,33.38
1602598349.8781,61.0,923.0,17418.0,107.4006380306792,33.38
1602598349.8782,61.0,923.0,17505.0,107.42219849169389,33.38
1602598349.8784,61.0,923.0,17573.0,107.44060683852514,33.38
1602598349.8785,61.0,923.0,17660.0,107.45586307117297,33.38
1602598349.8786,61.0,923.0,17730.0,107.46796718963736,33.38
1602598349.8788,61.0,923.0,17771.0,107.4769191939183,33.38
1602598349.8789,61.0,923.0,17826.0,107.48271908401583,33.38
1602598349.879,61.0,923.0,17877.0,107.48536685992991,33.38
1602598349.8792,61.0,923.0,17886.0,107.48486252166056,33.38
1602598349.8793,61.0,923.0,17884.0,107.48120606920779,33.38
1602598349.8794,61.0,923.0,17903.0,107.47439750257156,33.38
1602598349.8796,61.0,923.0,17925.0,107.46443682175192,33.38
1602598349.8797,61.0,923.0,17920.0,107.45132402674882,33.38
1602598349.8798,61.0,923.0,17886.0,107.4350591175623,33.38
1602598349.8799,61.0,923.0,17874.0,107.41564209419235,33.38
1602598349.8801,61.0,923.0,17903.0,107.39307295663896,33.38
1602598349.8802,61.0,923.0,17884.0,107.36735170490213,33.38
1602598349.8803,61.0,923.0,17814.0,107.33847833898189,33.38
1602598349.8805,61.0,923.0,17785.0,107.30645285887819,33.38
1602598349.8806,61.0,923.0,17761.0,107.27127526459107,33.38
1602598349.8807,61.0,923.0,17684.0,107.2329455561205,33.38
1602598349.8808,61.0,923.0,17614.0,107.1914637334665,33.38
1602598349.881,61.0,923.0,17573.0,107.14682979662908,33.38
1602598349.8811,61.0,923.0,17529.0,107.09904374560821,33.38
1602598349.8812,61.0,923.0,17484.0,107.04810558040391,33.38
1602598349.8814,61.0,923.0,17421.0,106.99401530101618,33.38
1602598349.8815,61.0,923.0,17336.0,106.93677290744502,33.38
1602598349.8816,61.0,923.0,17264.0,106.87637839969041,33.38
1602598349.8818,61.0,923.0,17160.0,106.81283177775238,33.38
1602598349.8819,61.0,923.0,17061.0,106.74613304163091,33.38
1602598349.8823,61.0,923.0,17151.0,106.67628219131066,33.38
1602598349.8825,61.0,923.0,17423.0,106.58489246981425,33.38
