,ecg
1606836935.2705,3047.0
1606836935.2723,5203.0
1606836935.2748,6257.0
1606836935.2775,7045.0
1606836935.2794,7984.0
1606836935.2814,8630.0
1606836935.2835,9102.0
1606836935.2854,9613.0
1606836935.2874,10026.0
1606836935.2894,10332.0
1606836935.2914,10620.0
1606836935.2934,10855.0
1606836935.2956,11024.0
1606836935.2978,11185.0
1606836935.3002,11351.0
1606836935.3028,11483.0
1606836935.3049,11589.0
1606836935.3064,11696.0
1606836935.3084,11804.0
1606836935.3104,11894.0
1606836935.3124,11965.0
1606836935.3144,12029.0
1606836935.3164,12090.0
1606836935.3184,12146.0
1606836935.3204,12185.0
1606836935.3224,12215.0
1606836935.3244,12251.0
1606836935.3263,12273.0
1606836935.3283,12276.0
1606836935.3303,12290.0
1606836935.3323,12308.0
1606836935.3343,12303.0
1606836935.3363,12298.0
1606836935.3383,12298.0
1606836935.3403,12293.0
1606836935.3423,12273.0
1606836935.3444,12244.0
1606836935.3463,12227.0
1606836935.3483,12222.0
1606836935.3504,12193.0
1606836935.3523,12141.0
1606836935.3544,12112.0
1606836935.3563,12092.0
1606836935.3583,12041.0
1606836935.3603,11990.0
1606836935.3623,11963.0
1606836935.3644,11926.0
1606836935.3663,11858.0
1606836935.3683,11794.0
1606836935.3703,11760.0
1606836935.3726,11721.0
1606836935.3744,11652.0
1606836935.3762,11591.0
1606836935.3782,11535.0
1606836935.3802,11466.0
1606836935.3822,11405.0
1606836935.3843,11351.0
1606836935.3862,11285.0
1606836935.3882,11212.0
1606836935.3902,11148.0
1606836935.3923,11085.0
1606836935.3943,11031.0
1606836935.3962,10980.0
1606836935.3982,10914.0
1606836935.4002,10843.0
1606836935.4022,10784.0
1606836935.4043,10716.0
1606836935.4062,10613.0
1606836935.4082,10513.0
1606836935.4102,10434.0
1606836935.4122,10361.0
1606836935.4143,10297.0
1606836935.4162,10275.0
1606836935.8386,10302.0
1606836935.8398,10368.0
1606836935.8422,10427.0
1606836935.8449,10451.0
1606836935.8469,10527.0
1606836935.8489,10789.0
1606836935.8509,11053.0
1606836935.8529,10740.0
1606836935.8549,9835.0
1606836935.8569,9229.0
1606836935.8589,9182.0
1606836935.8609,9128.0
1606836935.8629,8974.0
1606836935.8649,8928.0
1606836935.8669,8886.0
1606836935.8689,8791.0
1606836935.8709,8720.0
1606836935.8729,8671.0
1606836935.8749,8605.0
1606836935.8769,8542.0
1606836935.8789,8476.0
1606836935.8809,8400.0
1606836935.8829,8334.0
1606836935.8849,8277.0
1606836935.8868,8211.0
1606836935.8888,8145.0
1606836935.8908,8079.0
1606836935.8928,8008.0
1606836935.8951,7938.0
1606836935.8969,7879.0
1606836935.8988,7827.0
1606836935.9009,7776.0
1606836935.9028,7713.0
1606836935.9049,7632.0
1606836935.9068,7561.0
1606836935.9088,7495.0
1606836935.9108,7414.0
1606836935.9128,7319.0
1606836935.9148,7226.0
1606836935.9168,7128.0
1606836935.9188,7028.0
1606836935.9208,6930.0
1606836935.9228,6864.0
1606836935.9249,6808.0
1606836935.9268,6729.0
1606836935.9288,6649.0
1606836935.9308,6590.0
1606836935.9328,6534.0
1606836935.9348,6473.0
1606836935.9368,6412.0
1606836935.9388,6348.0
1606836935.9408,6279.0
1606836935.9428,6216.0
1606836935.9448,6155.0
1606836935.9468,6099.0
1606836935.9488,6045.0
1606836935.9508,5979.0
1606836935.9528,5915.0
1606836935.9548,5859.0
1606836935.9568,5798.0
1606836935.9588,5734.0
1606836935.9608,5675.0
1606836935.9628,5617.0
1606836935.9648,5553.0
1606836935.9668,5494.0
1606836935.9689,5441.0
1606836935.9708,5384.0
1606836935.9728,5318.0
1606836935.9748,5252.0
1606836935.9768,5191.0
1606836935.9788,5137.0
1606836935.9808,5079.0
1606836935.9828,5015.0
1606836936.409,4964.0
1606836936.4099,4908.0
1606836936.4124,4839.0
1606836936.4151,4795.0
1606836936.417,4776.0
1606836936.419,4736.0
1606836936.4213,4680.0
1606836936.423,4626.0
1606836936.4251,4568.0
1606836936.427,4511.0
1606836936.429,4448.0
1606836936.431,4379.0
1606836936.433,4333.0
1606836936.435,4308.0
1606836936.4369,4306.0
1606836936.4389,4362.0
1606836936.441,4480.0
1606836936.4429,4577.0
1606836936.445,4626.0
1606836936.4469,4761.0
1606836936.449,5098.0
1606836936.4509,5331.0
1606836936.4529,4868.0
1606836936.455,3949.0
1606836936.4569,3533.0
1606836936.4589,3599.0
1606836936.4609,3523.0
1606836936.4629,3406.0
1606836936.465,3423.0
1606836936.4669,3408.0
1606836936.469,3350.0
1606836936.4709,3333.0
