Time,HR,RR
1602946693.2263,76,866
1602946694.2124,75,847
1602946695.2307,75,865
1602946696.2206,75,912
1602946697.2106,74,956
1602946698.3794,73,968
1602946699.2207,72,1006
1602946700.2106,70,1015
1602946701.2305,69,954
1602946702.3085,69,955
1602946703.2106,68,887
1602946704.2305,68,867
1602946705.2205,68,884
1602946706.2105,69,904
1602946707.3197,69,879
1602946708.2205,69,927
1602946709.2105,69,939
1602946710.2604,68,910
1602946711.2804,68,926
1602946712.2106,68,927
1602946713.2304,68,916
1602946714.2205,68,891
1602946715.2104,68,935
1602946716.3189,68,957
1602946717.2507,67,964
1602946718.2704,67,945
1602946719.2303,67,977
1602946720.2503,66,958
1602946721.2108,66,975
1602946722.2604,66,968
1602946723.2204,65,921
1602946724.2103,65,934
1602946725.3106,65,952
1602946726.2205,65,937
1602946727.2103,65,923
1602946728.2302,65,940
1602946729.2418,66,938
1602946730.3493,66,925
1602946731.2305,66,957
1602946732.2203,66,934
1602946733.2102,65,917
1602946734.2817,66,930
1602946735.2208,66,940
1602946736.2103,66,917
1602946737.2302,66,888
1602946738.2498,66,919
1602946739.3227,66,924
1602946740.2305,66,935
1602946741.2204,66,970
1602946742.2102,66,991
1602946743.2603,66,993
1602946744.2506,65,948
1602946745.2103,65,972
1602946746.2303,65,972
1602946747.2202,65,963
1602946748.3206,65,900
1602946749.2303,65,923
1602946750.2202,65,935
1602946752.0477,65,947
1602946752.4263,65,932
1602946753.5146,65,939
1602946754.2124,66,963
1602946755.2323,65,974
1602946756.2764,65,945
1602946757.3336,65,995
1602946758.2322,65,1025
1602946759.2222,65,1013
1602946760.2120,64,990
1602946761.2546,64,996
1602946762.5381,64,988
1602946763.2118,63,941
1602946764.2318,63,911
1602946765.2294,64,914
1602946766.3237,64,932
1602946767.2315,64,941
1602946768.2217,64,948
1602946769.2115,65,1015
1602946770.2315,64,1028
1602946771.3285,64,996
1602946772.2115,64,993
1602946773.2317,63,1016
1602946774.2215,63,923
1602946775.3134,63,902
1602946776.2614,64,912
1602946777.2514,64,903
1602946778.2116,64,894
1602946779.2315,65,912
1602946780.3178,65,956
1602946781.2117,65,964
1602946782.2314,65,883
1602946783.4628,65,848
1602946785.0156,66,947
1602946785.4124,66,908
1602946786.2200,66,859
1602946787.2098,67,836
1602946788.2297,68,806
1602946789.2992,68,790
1602946790.2099,69,806
1602946791.2299,71,829
1602946792.2197,71,861
1602946793.2303,71,863
1602946794.3493,71,911
1602946795.2200,71,934
1602946796.2097,70,929
1602946797.2297,70,890
1602946798.2388,70,892
1602946799.2098,70,887
1602946800.2298,70,874
1602946801.2197,70,894
1602946802.2604,70,897
1602946803.3392,69,894
1602946804.2198,69,888
1602946805.2108,69,901
1602946806.2296,69,894
1602946807.2387,69,888
1602946808.3505,69,893
1602946809.2597,69,876
1602946810.2496,69,848
1602946811.2095,70,847
1602946812.3401,70,838
1602946813.2497,70,830
1602946814.2097,71,837
1602946815.2296,71,857
1602946816.2424,71,867
1602946817.3494,71,907
1602946818.2296,71,927
1602946819.2195,70,922
1602946820.2095,70,891
1602946821.2810,70,915
1602946822.2196,69,906
1602946823.2095,69,865
1602946824.2294,69,854
1602946825.2194,70,845
1602946826.3583,70,830
1602946827.2295,71,828
1602946828.2195,71,882
1602946829.2094,71,870
1602946830.2812,71,873
1602946831.2196,71,920
1602946832.2094,71,936
1602946833.2294,70,917
1602946834.2193,70,867
1602946835.2903,70,902
1602946836.2294,70,909
1602946837.2194,69,889
1602946838.2092,69,904
1602946839.2891,69,907
1602946840.2195,69,888
1602946841.2393,69,851
1602946842.2593,70,864
1602946843.2491,70,891
1602946844.2906,70,892
1602946847.9702,70,922
1602946847.9762,70,979
1602946847.9816,69,983
1602946848.9256,68,955
1602946849.2240,68,989
1602946850.2107,67,985
1602946851.2312,67,948
1602946852.2208,66,924
1602946853.3202,67,918
1602946854.2310,67,903
1602946855.2208,67,942
1602946856.2606,67,960
1602946857.2766,66,948
1602946858.3466,66,932
1602946859.2108,66,937
1602946860.2308,66,935
1602946861.2208,66,887
1602946862.2754,67,894
1602946863.2311,67,878
1602946864.2208,67,859
1602946865.2105,67,873
1602946866.2366,68,885
1602946867.3766,68,887
1602946868.2410,68,889
1602946869.2307,68,970
1602946870.3607,68,966
1602946871.2736,67,939
1602946872.3396,67,966
1602946873.2191,67,978
1602946874.2090,66,927
1602946875.2589,66,900
1602946876.3283,66,918
1602946877.2391,67,842
1602946878.2291,67,828
1602946879.2188,68,834
1602946880.2285,68,857
1602946881.3376,69,888
1602946882.2189,69,924
1602946883.2088,69,964
1602946884.2287,68,983
1602946885.2678,68,966
