Time,HR,RR
1607168612.8445,42,1423
1607168613.8327,43,1483
1607168614.8509,43,1335
1607168615.8409,43,nan
1607168616.8608,43,1325
1607168617.8513,43,1549
1607168618.8414,43,1348
1607168619.8312,43,nan
1607168620.8508,43,1156
1607168621.9305,43,nan
1607168622.8310,44,1520
1607168623.8509,44,1696
1607168624.8406,43,1585
1607168625.8307,43,nan
1607168626.9404,43,1403
1607168627.8411,43,1480
1607168628.8309,43,nan
1607168629.8508,43,1619
1607168630.9905,42,1430
1607168631.8313,42,nan
1607168632.8511,42,1514
1607168633.8410,42,1492
1607168634.8309,42,1404
1607168635.9408,42,nan
1607168636.8411,42,1288
1607168637.8310,42,1375
1607168638.8508,42,nan
1607168639.8703,43,1441
1607168640.8313,43,1373
1607168641.8510,43,nan
1607168642.8410,43,1695
1607168643.8609,43,1568
1607168644.9321,43,nan
1607168645.8423,42,1498
1607168646.8310,42,1437
1607168647.8508,42,nan
1607168648.8723,42,1628
1607168649.9406,42,1619
1607168650.8817,42,nan
1607168651.8412,41,1529
1607168652.8609,41,1524
1607168653.8693,41,nan
1607168654.8413,41,1395
1607168655.8309,41,1379
1607168656.8510,42,1621
1607168657.8410,42,nan
1607168658.9401,41,1456
1607168659.8813,41,1388
1607168660.8409,41,nan
1607168661.8308,42,1604
1607168662.8718,42,1405
1607168663.9815,41,1409
1607168664.8311,41,nan
1607168665.8510,42,1445
1607168666.8409,42,1365
1607168667.9406,42,1260
1607168668.8514,42,nan
1607168669.8409,42,1474
1607168671.2604,43,1419
1607168672.0560,43,1382
1607168673.2616,43,nan
1607168673.8308,43,1494
1607168674.8522,43,1061
1607168675.8430,44,1364
1607168676.9625,44,nan
1607168677.8530,44,1075
1607168678.8430,45,1519
1607168679.8332,45,1610
1607168680.8675,45,nan
1607168682.0914,45,1405
1607168682.8422,44,1398
1607168683.8525,44,nan
1607168684.8435,44,1627
1607168685.9409,44,1467
1607168686.8530,44,nan
1607168687.8736,44,1337
1607168688.8420,44,1551
1607168689.8517,44,nan
1607168690.9716,44,1368
1607168691.8415,43,1512
1607168692.8928,43,nan
1607168694.0107,43,1585
1607168694.8809,43,1495
1607168695.8547,43,nan
1607168696.8416,43,1475
1607168697.8334,43,1578
1607168698.8533,43,nan
1607168699.9198,42,1455
1607168700.8331,42,1521
1607168701.8529,42,1562
1607168702.8435,42,nan
1607168703.8691,42,1395
1607168704.9921,42,1460
1607168705.8437,42,1612
1607168706.8315,42,nan
1607168707.8530,42,1409
1607168708.9495,42,1149
1607168709.8333,42,nan
1607168710.8531,42,1510
1607168711.8435,43,1622
1607168712.8478,43,nan
1607168713.9616,42,1470
1607168714.8430,42,1517
1607168715.8346,42,nan
1607168716.8530,42,1518
1607168717.8631,42,1384
1607168718.8330,42,1461
1607168719.8531,42,nan
1607168720.8434,42,1413
1607168721.8465,42,1387
1607168722.9847,42,1512
1607168723.8421,42,nan
1607168724.8332,42,1311
1607168725.8832,42,1353
1607168726.8569,42,nan
1607168727.9687,43,1494
1607168728.8532,43,1372
1607168729.8431,43,1394
1607168730.8333,43,nan
1607168731.9569,43,1398
1607168732.8431,43,1368
1607168733.8330,43,1461
1607168734.8534,43,nan
1607168735.8792,43,1454
1607168736.9620,43,nan
1607168737.8534,43,1354
1607168738.8440,43,1584
1607168739.8330,43,1492
1607168740.9020,43,nan
1607168741.8431,43,1411
1607168742.8332,43,1536
1607168743.8536,43,nan
1607168744.8430,43,1533
1607168745.9670,42,1432
1607168746.8831,42,nan
1607168747.8432,42,1442
1607168748.8330,42,1501
1607168749.8695,42,nan
1607168750.9766,42,1446
1607168751.8336,42,1581
1607168752.8535,42,1565
1607168753.8430,42,nan
1607168754.9052,42,1374
1607168755.8868,42,1396
1607168756.8434,42,nan
1607168757.8330,42,1553
1607168758.8833,42,1371
1607168759.9779,42,1382
1607168760.8335,42,nan
1607168761.8531,42,1475
1607168762.8443,42,1408
1607168763.9670,42,1464
1607168764.9839,42,1416
1607168765.8434,42,nan
1607168766.8331,42,1270
1607168767.8533,43,1022
1607168768.9777,44,1388
1607168769.8329,44,nan
1607168770.8532,45,1358
1607168772.0888,45,1351
1607168773.2550,45,1436
1607168774.3543,45,nan
1607168774.9179,45,1396
1607168776.0595,45,1353
1607168777.1440,45,1473
1607168778.2298,45,nan
1607168778.8350,45,1296
1607168779.9714,45,1149
1607168780.8433,45,1485
1607168781.8616,45,nan
1607168782.9725,45,1386
1607168783.8429,45,1304
1607168784.8340,45,1380
1607168785.8530,45,nan
1607168786.9018,45,1419
1607168787.8334,45,1383
1607168788.8533,45,nan
1607168789.8422,45,1519
1607168790.8325,45,1540
1607168791.9274,45,nan
1607168792.8422,44,1381
1607168793.8332,44,1463
1607168794.8529,44,nan
1607168795.8776,44,1578
1607168796.8332,44,1489
1607168797.8535,44,nan
1607168798.8712,43,1471
1607168799.8333,43,1606
1607168800.9247,43,nan
1607168801.8737,43,1427
1607168802.8335,43,1450
1607168803.8531,43,1517
1607168804.8428,43,nan
1607168805.9929,42,1389
1607168806.8531,42,1471
1607168807.8429,42,nan
1607168808.8330,43,1516
1607168809.9121,42,1424
1607168810.8433,42,nan
1607168811.8334,42,1505
1607168812.8530,42,1508
1607168813.8436,42,nan
1607168814.9241,42,1446
1607168815.8531,42,1548
1607168816.8431,42,1637
1607168817.8331,42,nan
1607168818.8569,42,1401
1607168819.8434,42,1440
1607168820.8333,42,nan
1607168821.8231,42,1508
1607168822.8437,42,1392
1607168823.9259,42,1443
1607168824.8231,42,nan
1607168825.8439,42,1432
1607168826.8334,42,1403
1607168827.8594,42,1428
1607168828.9808,42,nan
1607168829.8334,42,1336
1607168830.8213,43,1366
1607168831.8733,43,1397
1607168832.9264,43,nan
1607168833.8234,43,1357
1607168834.8432,43,1354
1607168835.8332,43,nan
1607168836.8561,43,1410
1607168837.9429,43,1378
1607168838.8325,44,1344
1607168839.8232,44,1379
1607168840.8442,44,nan
1607168841.8678,44,1331
1607168842.8532,44,1283
1607168843.8439,44,1350
1607168844.8321,44,nan
1607168845.8294,45,1347
1607168846.9694,45,1333
1607168847.8331,45,1393
1607168848.8233,45,nan
1607168849.8425,45,1388
1607168850.8988,45,1326
1607168852.0051,45,1387
1607168852.8441,45,nan
1607168853.8332,45,1449
1607168854.8280,45,1381
1607168855.8786,45,nan
1607168856.8331,45,1406
1607168857.8234,45,1451
1607168858.8412,44,1355
1607168859.8711,44,nan
1607168861.0325,44,1437
1607168861.8434,44,1432
1607168862.8336,44,1348
1607168863.8230,44,nan
1607168864.8791,44,1400
1607168865.9868,44,1395
1607168866.8236,44,1318
1607168867.8436,44,nan
1607168868.8339,44,1335
1607168869.9484,45,1454
1607168870.8432,45,nan
1607168871.8314,44,1391
1607168872.8239,44,1401
1607168873.8813,44,1431
1607168874.9726,44,nan
1607168875.8532,44,1400
1607168876.8434,44,1359
1607168878.0968,44,nan
1607168879.0724,44,1418
1607168879.8414,44,1567
1607168880.8311,44,nan
1607168881.8211,44,1457
1607168882.8411,44,1550
1607168884.0028,43,1571
1607168884.8210,43,nan
1607168885.8411,43,1372
1607168886.8311,43,1477
1607168887.8687,43,nan
1607168888.8410,43,1592
1607168889.8312,43,1469
1607168890.8210,43,nan
1607168891.8409,42,1480
1607168892.9187,42,1494
1607168893.8210,42,1500
1607168894.8411,42,nan
1607168895.8310,42,1379
1607168896.8717,42,1396
1607168897.8414,42,nan
1607168898.8311,42,1447
1607168899.8213,42,1373
1607168900.8410,43,1429
1607168901.9115,43,1114
1607168902.8211,43,nan
1607168903.8414,43,1430
1607168904.8311,44,1341
1607168905.8210,44,nan
1607168906.9815,44,1387
1607168907.8611,44,1511
1607168908.8514,44,1413
1607168909.8413,44,nan
1607168910.8796,44,1303
1607168911.8216,44,1397
1607168912.8419,44,1382
1607168913.8313,44,nan
1607168914.8212,44,1204
1607168915.9184,44,1393
1607168916.8316,45,1376
