Time,GSR,Temp(C)
1603053489.2210,410,36.94
1603053490.0305,410,36.94
1603053490.9309,411,36.94
1603053491.7103,411,36.94
1603053492.5198,410,36.94
1603053493.3595,411,36.94
1603053494.1995,411,36.94
1603053495.0394,411,36.94
1603053495.8495,411,36.94
1603053496.6917,411,36.94
1603053497.5295,410,37.00
1603053498.3452,410,37.00
1603053499.1795,410,36.94
1603053500.0562,410,36.94
1603053500.8294,410,36.94
1603053501.7057,407,36.94
1603053502.5094,406,36.94
1603053503.4091,405,36.94
1603053504.1595,405,36.94
1603053505.0662,405,36.94
1603053505.8394,405,37.00
1603053506.7756,403,36.94
1603053507.4894,399,37.00
1603053508.4564,397,36.94
1603053509.1393,396,36.94
1603053509.9796,393,36.94
1603053510.8193,391,36.94
1603053511.6595,392,36.94
1603053512.4694,392,36.94
1603053513.3094,393,36.94
1603053514.1494,391,36.94
1603053514.9594,391,37.00
1603053515.7992,391,36.94
1603053516.6394,390,36.94
1603053517.4493,388,36.94
1603053518.3194,388,36.94
1603053519.1292,389,37.00
1603053519.9693,390,36.94
1603053520.8063,390,36.94
1603053521.6193,390,36.94
1603053522.5186,390,37.00
1603053523.2693,390,36.94
1603053524.1650,388,36.94
1603053524.9493,384,36.94
1603053525.7594,382,36.94
1603053526.6293,382,36.94
1603053527.5255,382,37.00
1603053528.2792,382,36.94
1603053529.0893,382,36.94
1603053529.9292,383,36.94
1603053530.8854,383,37.00
1603053531.5792,383,36.94
1603053532.4193,382,37.00
1603053533.2591,382,36.94
1603053534.0692,383,36.94
1603053534.9092,383,36.94
1603053535.7492,383,36.94
1603053536.5891,380,36.94
1603053537.3992,380,37.00
1603053538.2391,380,37.00
1603053539.0791,379,37.00
1603053539.8891,379,36.94
1603053540.7291,379,36.94
1603053541.5691,378,36.94
1603053542.4091,377,36.94
1603053543.2762,371,36.94
1603053544.0591,365,36.94
1603053544.9275,363,36.94
1603053545.7091,363,36.94
1603053546.6371,361,36.94
1603053547.3891,355,36.94
1603053551.1520,349,36.94
1603053551.1569,344,36.94
1603053551.1614,337,36.94
1603053551.1645,331,36.94
1603053552.2406,330,36.94
1603053553.0852,331,36.94
1603053553.7873,327,37.00
1603053554.5270,326,36.94
1603053554.8604,327,36.94
1603053555.8478,325,36.94
1603053556.5103,317,36.94
1603053557.4222,298,36.94
1603053558.1907,289,36.94
1603053559.0301,288,36.94
1603053559.8399,290,36.94
1603053560.6799,293,36.94
1603053561.5200,297,36.94
1603053562.3821,301,37.00
1603053563.1689,305,36.94
1603053564.0240,309,37.00
1603053564.8192,312,36.94
1603053565.6873,313,36.94
1603053566.4990,315,36.94
1603053567.3965,318,36.94
1603053568.1490,320,36.94
1603053569.0466,320,36.94
1603053569.8288,321,36.94
1603053570.7580,323,36.94
1603053571.4789,324,36.94
1603053572.4079,325,36.94
1603053573.1288,326,36.94
1603053573.9689,326,36.94
1603053574.8088,326,36.94
1603053575.6491,327,37.00
1603053576.4588,328,36.94
1603053577.2988,330,36.94
1603053578.1688,331,36.94
1603053578.9489,332,36.94
1603053579.7888,333,36.94
1603053580.6289,335,36.94
1603053581.4688,336,36.94
1603053582.2788,337,36.94
1603053583.1188,339,36.94
1603053583.9588,340,36.94
1603053584.7688,339,36.94
1603053585.6088,336,36.94
1603053586.4788,334,37.00
1603053587.2588,333,36.94
1603053588.1553,321,37.00
1603053588.9388,309,37.00
1603053589.8348,308,36.94
1603053590.5887,309,36.94
1603053591.5148,311,36.94
1603053592.2688,314,36.94
1603053593.0788,316,36.94
1603053593.9187,318,36.94
1603053594.8754,320,36.94
1603053595.5687,323,37.00
1603053596.4088,324,36.94
1603053597.2487,325,36.94
1603053598.0887,327,36.94
1603053598.8987,328,37.00
1603053599.7388,329,36.94
1603053600.5787,330,36.94
1603053601.3887,331,36.94
1603053602.2286,333,36.94
1603053603.0687,332,36.94
1603053603.8786,321,36.94
1603053604.7187,315,36.94
1603053605.5587,315,36.94
1603053606.3987,317,36.94
1603053607.2367,319,36.94
1603053608.0487,321,36.94
1603053608.8887,323,37.00
1603053609.6987,321,36.94
1603053610.6263,321,36.94
1603053611.3787,322,36.94
1603053612.2777,322,36.94
1603053613.0286,323,36.94
1603053613.9863,325,36.94
1603053614.7086,327,36.94
1603053615.6337,328,36.94
1603053616.3586,330,36.94
1603053617.1986,331,36.94
1603053618.0086,332,37.00
1603053618.8486,334,36.94
1603053619.6886,335,36.94
1603053620.5287,336,36.94
1603053621.3385,338,36.94
1603053622.1786,339,36.94
1603053623.0185,340,36.94
1603053623.8286,336,36.94
1603053624.6685,320,37.00
1603053625.5086,305,36.94
1603053626.3186,305,36.94
1603053627.1586,309,36.94
1603053627.9986,312,36.94
1603053628.8386,314,36.94
1603053629.6486,312,36.94
1603053630.4886,305,37.00
1603053631.3578,302,36.94
1603053632.1686,301,36.94
1603053633.0374,302,36.94
1603053633.8185,302,36.94
1603053634.7476,293,36.94
1603053635.4685,285,36.94
1603053636.3955,284,36.94
1603053637.1485,288,36.94
1603053637.9586,291,36.94
1603053638.7985,294,36.94
1603053639.7544,296,36.94
1603053640.4484,298,36.94
1603053641.2885,301,36.94
1603053642.1585,299,37.00
1603053642.9385,290,36.94
1603053643.7784,278,36.94
1603053644.6185,263,36.94
1603053645.4585,261,37.00
1603053646.2684,262,36.94
1603053647.1084,264,36.94
1603053647.9484,268,36.94
1603053648.7884,272,36.94
1603053649.5984,276,36.94
1603053650.4659,280,36.94
1603053651.2485,284,36.94
1603053652.1159,287,37.00
1603053652.9284,279,37.00
1603053653.8250,267,36.94
1603053654.6084,262,36.94
1603053655.4775,264,37.00
1603053656.2883,267,37.00
1603053657.1854,270,36.94