,hr,rr,ecg,gsr,temperature
1603053492.0524,82.0,823.0,2463.0,410.88458080531075,36.94
1603053492.0548,82.0,823.0,3533.0,410.898681262758,36.94
1603053492.0574,82.0,823.0,4212.0,410.91225636784134,36.94
1603053492.0601,82.0,823.0,5039.0,410.9253061205607,36.94
1603053492.0622,82.0,823.0,5730.0,410.93783052091624,36.94
1603053492.0643,82.0,823.0,6251.0,410.9498295689079,36.94
1603053492.0664,82.0,823.0,6802.0,410.96130326453556,36.94
1603053492.0684,82.0,823.0,7285.0,410.97225160779936,36.94
1603053492.0703,82.0,823.0,7673.0,410.98267459869925,36.94
1603053492.0723,82.0,823.0,8085.0,410.99257223723527,36.94
1603053492.0743,82.0,823.0,8478.0,411.0019445234073,36.94
1603053492.0759,82.0,823.0,8798.0,411.0107914572155,36.94
1603053492.0779,82.0,823.0,9103.0,411.0191130386598,36.94
1603053492.0798,82.0,823.0,9416.0,411.0269092677401,36.94
1603053492.0818,82.0,823.0,9693.0,411.03418014445657,36.94
1603053492.0839,82.0,823.0,9940.0,411.04092566880917,36.94
1603053492.0858,82.0,823.0,10183.0,411.0471458407978,36.94
1603053492.0879,82.0,823.0,10423.0,411.05284066042253,36.94
1603053492.0899,82.0,823.0,10646.0,411.05801012768336,36.94
1603053492.0919,82.0,823.0,10837.0,411.0626542425803,36.94
1603053492.0938,82.0,823.0,11022.0,411.0667730051133,36.94
1603053492.0958,82.0,823.0,11201.0,411.0703664152824,36.94
1603053492.0979,82.0,823.0,11349.0,411.0734344730877,36.94
1603053492.0999,82.0,823.0,11482.0,411.07597717852894,36.94
1603053492.1019,82.0,823.0,11628.0,411.07799453160635,36.94
1603053492.1038,82.0,823.0,11776.0,411.07948653231983,36.94
1603053492.1058,82.0,823.0,11892.0,411.08045318066945,36.94
1603053492.1078,82.0,823.0,11980.0,411.08089447665515,36.94
1603053492.1098,82.0,823.0,12069.0,411.0808104202769,36.94
1603053492.1118,82.0,823.0,12166.0,411.08020101153477,36.94
1603053492.1138,82.0,823.0,12244.0,411.07906625042875,36.94
1603053492.1158,82.0,823.0,12290.0,411.0774061369588,36.94
1603053492.1178,82.0,823.0,12326.0,411.07522067112495,36.94
1603053492.1198,82.0,823.0,12363.0,411.0725098529272,36.94
1603053492.1217,82.0,823.0,12382.0,411.0692736823655,36.94
1603053492.1238,82.0,823.0,12389.0,411.06551215944,36.94
1603053492.1258,82.0,823.0,12419.0,411.0612252841505,36.94
1603053492.1277,82.0,823.0,12465.0,411.05641305649715,36.94
1603053492.1297,82.0,823.0,12467.0,411.05107547647987,36.94
1603053492.1318,82.0,823.0,12433.0,411.04521254409866,36.94
1603053492.1338,82.0,823.0,12440.0,411.0388242593536,36.94
1603053492.1358,82.0,823.0,12467.0,411.0319106222446,36.94
1603053492.1378,82.0,823.0,12462.0,411.0244716327717,36.94
1603053492.1398,82.0,823.0,12443.0,411.01650729093484,36.94
1603053492.1418,82.0,823.0,12445.0,411.00801759673413,36.94
1603053492.1438,82.0,823.0,12457.0,410.9990025501695,36.94
1603053492.1458,82.0,823.0,12438.0,410.989462151241,36.94
1603053492.1478,82.0,823.0,12404.0,410.97939639994854,36.94
1603053492.1498,82.0,823.0,12399.0,410.9688052962922,36.94
1603053492.1518,82.0,823.0,12385.0,410.957688840272,36.94
1603053492.1545,82.0,823.0,12346.0,410.9460470318288,36.94
1603053492.1558,82.0,823.0,12302.0,410.9308154115795,36.94
1603053492.1577,82.0,823.0,12246.0,410.91495751511025,36.94
1603053492.1597,82.0,823.0,12198.0,410.89850247154754,36.94
