Time,GSR,Temp(C)
1607012541.4099,236,34.00
1607012543.0599,235,34.00
1607012544.7095,234,34.00
1607012546.3597,234,34.00
1607012548.0096,234,34.00
1607012549.6596,235,34.00
1607012551.3095,232,34.00
1607012552.9601,233,34.00
1607012554.6417,240,34.00
1607012556.3261,228,34.00
1607012558.0065,235,34.00
1607012559.6871,234,34.00
1607012561.2096,233,34.00
1607012562.8595,230,34.00
1607012564.5095,229,34.00
1607012566.1594,229,34.00
1607012567.8094,227,34.00
1607012569.4595,223,34.00
1607012571.1094,221,34.00
1607012572.7594,221,34.00
1607012574.4093,221,34.00
1607012576.0593,222,33.94
1607012577.7093,223,33.94
1607012579.3593,223,33.94
1607012581.0093,223,33.94
1607012582.6859,223,33.94
1607012584.3958,223,33.94
1607012586.0469,223,33.94
1607012587.6095,223,33.94
1607012589.2895,223,33.94
1607012590.9395,223,33.88
1607012592.5895,223,33.88
1607012594.2393,223,33.88
1607012595.8893,223,33.88
1607012597.5393,222,33.88
1607012599.1891,222,33.88
1607012600.8392,222,33.81
1607012602.4892,222,33.81
1607012604.1392,223,33.81
1607012605.7891,222,33.81
1607012607.4392,239,33.81
1607012609.0892,259,33.88
1607012610.7676,244,33.88
1607012612.4182,243,33.88
1607012614.1263,238,33.88
1607012615.7760,236,33.88
1607012617.3393,236,33.88
1607012618.9895,237,33.88
1607012620.6394,237,33.88
1607012622.2892,239,33.88
1607012623.9391,238,33.88
1607012625.6223,240,33.88
1607012627.2391,261,33.88
1607012628.8891,264,33.88
1607012630.5391,263,33.88
1607012632.1891,261,33.94
1607012633.8691,261,33.94
1607012635.4892,259,33.94
1607012637.1391,258,33.94
1607012638.8268,260,33.94
1607012640.4672,260,33.94
1607012642.2091,258,33.94
1607012643.8544,259,33.94
1607012645.5288,261,33.94
1607012647.0399,258,34.00
1607012648.6898,255,34.00
1607012650.5143,255,34.00
1607012651.9891,255,34.00
1607012653.6397,256,34.00
1607012655.2890,258,34.00
1607012656.9690,259,34.00
1607012658.6192,260,34.00
1607012660.2693,260,34.00
1607012661.9190,262,34.06
1607012663.5690,262,34.00
1607012665.2189,263,34.06
1607012666.8689,262,34.06
1607012668.5486,262,34.06
1607012670.1985,260,34.06
1607012671.9381,242,34.06
1607012673.5964,237,34.06
1607012675.1191,238,34.13
1607012676.7690,238,34.13
1607012678.4192,238,34.13
1607012680.0690,239,34.13
1607012681.7191,239,34.13
1607012683.3690,239,34.13
1607012685.0189,240,34.13
1607012686.6690,241,34.13
1607012688.3190,241,34.13
1607012689.9689,242,34.13
1607012691.6189,241,34.13
1607012693.2689,242,34.13
1607012694.9190,242,34.13
1607012696.5974,243,34.13
1607012698.2767,243,34.13
1607012699.9660,244,34.13
1607012701.5191,244,34.13
1607012703.1690,245,34.13
1607012704.8191,244,34.13
1607012706.4689,244,34.19
1607012708.1188,244,34.19
1607012709.7690,244,34.13
1607012711.4189,244,34.13
1607012713.0687,244,34.19
1607012714.7188,245,34.19
1607012716.3688,245,34.13
1607012718.0190,245,34.19
1607012719.6688,245,34.19
1607012721.3187,245,34.13
1607012722.9955,246,34.13
1607012724.6212,245,34.13
1607012726.3297,246,34.19
1607012727.9790,245,34.19
1607012729.6880,244,34.13
1607012731.3654,245,34.19
1607012732.8989,245,34.19
1607012734.5490,246,34.19
1607012736.1989,246,34.19
1607012737.8488,246,34.19
1607012739.4988,246,34.19
1607012741.1487,246,34.13
1607012742.7986,246,34.19
1607012744.4488,247,34.19
1607012746.0987,247,34.19
1607012747.7487,247,34.19
1607012749.3987,247,34.19
1607012751.0487,247,34.19
1607012752.7049,247,34.13
1607012754.4355,247,34.19
1607012756.0861,248,34.19
1607012757.7367,248,34.19
1607012759.2989,248,34.19
1607012760.9490,248,34.19
1607012762.5989,249,34.19
1607012764.2488,249,34.19
1607012765.8988,249,34.19
1607012767.5488,249,34.19
1607012769.1987,249,34.19
1607012770.8489,249,34.19
1607012772.4987,250,34.13
1607012774.1489,251,34.19
1607012775.7987,251,34.19
1607012777.4486,252,34.19
1607012779.0986,253,34.19
1607012780.7487,253,34.19
1607012782.4556,254,34.19
1607012784.1147,253,34.13
1607012785.8184,254,34.19
1607012787.4676,255,34.19
1607012788.9987,255,34.19
1607012790.6486,257,34.19
1607012792.2985,257,34.19
1607012793.9785,257,34.19
1607012795.6286,258,34.19
1607012797.2785,257,34.19
1607012798.9286,258,34.19
1607012800.5785,259,34.19
1607012802.2284,258,34.19
1607012803.8784,258,34.19
1607012805.5284,257,34.19
1607012807.1784,248,34.19
1607012808.8286,248,34.19
1607012810.4784,249,34.19
1607012812.2176,250,34.19
1607012813.8689,251,34.19
1607012815.5165,250,34.19
1607012817.0787,251,34.19
1607012818.7292,251,34.19
1607012820.3784,251,34.19
1607012822.0286,252,34.19
1607012823.6797,252,34.13
1607012825.3283,252,34.19
1607012826.9784,253,34.19
1607012828.6284,252,34.19
1607012830.2783,252,34.13
1607012831.9282,253,34.13
1607012833.5785,253,34.13
1607012835.2282,254,34.13
1607012836.8783,254,34.13
1607012838.5283,253,34.19
1607012840.2951,252,34.13
1607012841.8874,251,34.13
1607012843.5978,252,34.19
1607012845.2427,251,34.13
1607012846.7785,251,34.13
1607012848.4285,251,34.13