,hr,rr
1607020810.9089,3.7006578947368354,-83.75
1607020811.9885,3.7006578947368354,-113.75
1607020812.8888,3.7006578947368354,-101.75
1607020813.9086,4.700657894736835,-73.75
1607020814.8988,4.700657894736835,7.25
1607020815.9137,3.7006578947368354,37.25
1607020816.909,2.7006578947368354,7.25
1607020817.8989,2.7006578947368354,-61.75
1607020818.8888,2.7006578947368354,-206.75
1607020819.9386,4.700657894736835,-205.75
1607020820.9861,5.700657894736835,-156.75
1607020821.8888,8.700657894736835,388.25
1607020822.9086,10.700657894736835,261.25
1607020823.8985,11.700657894736835,156.25
1607020824.8885,10.700657894736835,32.25
1607020825.998,7.700657894736835,-36.75
1607020826.899,7.700657894736835,-177.75
1607020827.8887,8.700657894736835,-191.75
1607020828.9086,9.700657894736835,-199.75
1607020829.9288,10.700657894736835,-148.75
1607020830.8889,11.700657894736835,-20.75
1607020831.9087,10.700657894736835,100.25
1607020832.8986,6.700657894736835,136.25
1607020833.8885,3.7006578947368354,111.25
1607020834.99,2.7006578947368354,-76.75
1607020835.8988,3.7006578947368354,-182.75
1607020836.8887,6.700657894736835,-208.75
1607020837.9086,8.700657894736835,-166.75
1607020838.92,9.700657894736835,-74.75
1607020840.0297,9.700657894736835,-2.75
1607020840.9088,8.700657894736835,80.25
1607020841.8987,5.700657894736835,76.25
1607020842.8887,4.700657894736835,-1.75
1607020843.9901,4.700657894736835,-34.75
1607020844.959,3.7006578947368354,-68.75
1607020845.8888,3.7006578947368354,-63.75
1607020846.9086,3.7006578947368354,-42.75
1607020847.9189,3.7006578947368354,47.25
1607020848.9975,2.7006578947368354,49.25
1607020849.9088,1.7006578947368354,-1.75
1607020850.8986,1.7006578947368354,-67.75
1607020851.8885,1.7006578947368354,-71.75
1607020852.9385,1.7006578947368354,-34.75
1607020853.8988,2.7006578947368354,-15.75
1607020854.9187,1.7006578947368354,-13.75
1607020855.9084,1.7006578947368354,2.25
1607020856.8984,1.7006578947368354,-8.75
1607020858.0594,1.7006578947368354,-11.75
1607020858.9085,0.7006578947368354,-7.75
1607020859.8985,0.7006578947368354,23.25
1607020860.8884,0.7006578947368354,14.25
1607020861.9379,0.7006578947368354,40.25
1607020863.0387,-0.2993421052631646,66.25
1607020863.9184,-0.2993421052631646,38.25
1607020864.9085,-1.2993421052631646,45.25
1607020865.8983,-1.2993421052631646,-24.75
1607020866.9411,-1.2993421052631646,-26.75
1607020867.9084,-1.2993421052631646,-37.75
1607020868.8985,-1.2993421052631646,-27.75
1607020869.8883,-1.2993421052631646,-29.75
1607020870.9279,-0.2993421052631646,62.25
1607020872.0394,-1.2993421052631646,121.25
1607020872.8885,-2.2993421052631646,56.25
1607020873.9084,-2.2993421052631646,18.25
1607020874.8982,-2.2993421052631646,-20.75
1607020875.9386,-2.2993421052631646,-82.75
1607020876.9086,-2.2993421052631646,-70.75
1607020877.8984,-1.2993421052631646,-33.75
1607020878.9183,-0.2993421052631646,75.25
1607020879.9082,-1.2993421052631646,149.25
1607020881.0099,-2.2993421052631646,175.25
1607020881.8884,-3.2993421052631646,98.25
1607020882.9083,-4.299342105263165,15.25
1607020883.8983,-4.299342105263165,-67.75
1607020884.9384,-4.299342105263165,-84.75
1607020885.9389,-3.2993421052631646,-52.75
1607020886.8984,-2.2993421052631646,415.25
1607020887.8882,-3.2993421052631646,182.25
1607020888.9082,-4.299342105263165,173.25
1607020889.9798,-5.299342105263165,200.25
1607020890.8885,-6.299342105263165,143.25
1607020891.9085,-7.299342105263165,44.25
1607020892.8985,-7.299342105263165,38.25
1607020893.8882,-6.299342105263165,47.25
1607020894.9086,-6.299342105263165,66.25
1607020895.8984,-6.299342105263165,49.25
1607020896.8884,-6.299342105263165,84.25
1607020897.9082,-6.299342105263165,61.25
1607020898.947,-6.299342105263165,56.25
1607020899.8884,-6.299342105263165,41.25
1607020900.9084,-6.299342105263165,2.25
1607020901.8983,-6.299342105263165,33.25
1607020902.8882,-5.299342105263165,74.25
1607020903.9875,-5.299342105263165,65.25
1607020904.8984,-5.299342105263165,-12.75
1607020905.8884,-5.299342105263165,-25.75
1607020906.9083,-4.299342105263165,-91.75
1607020907.9458,-3.2993421052631646,-79.75
1607020908.8882,-2.2993421052631646,5.25
1607020909.9084,-2.2993421052631646,194.25
1607020910.8982,-2.2993421052631646,217.25
1607020911.9182,-4.299342105263165,122.25
1607020912.9889,-5.299342105263165,91.25
1607020913.8982,-5.299342105263165,-52.75
1607020914.8884,-4.299342105263165,-76.75
1607020915.9083,-2.2993421052631646,-87.75
1607020917.055,-2.2993421052631646,-74.75
1607020917.8881,-1.2993421052631646,-96.75
1607020918.9381,-0.2993421052631646,-79.75
1607020919.8981,-0.2993421052631646,-21.75
1607020920.8883,0.7006578947368354,72.25
1607020921.9587,-0.2993421052631646,58.25
1607020922.8983,-0.2993421052631646,102.25
1607020923.8883,-1.2993421052631646,130.25
1607020924.9082,-2.2993421052631646,122.25
1607020925.8982,-3.2993421052631646,70.25
1607020926.9972,-3.2993421052631646,26.25
1607020927.9084,-3.2993421052631646,-18.75
1607020928.8982,-3.2993421052631646,7.25
1607020929.8882,-3.2993421052631646,73.25
1607020930.9296,-3.2993421052631646,151.25
1607020931.8983,-3.2993421052631646,98.25
1607020932.8882,-4.299342105263165,94.25
1607020933.8782,-5.299342105263165,101.25
1607020934.8981,-5.299342105263165,-52.75
1607020935.9955,-4.299342105263165,-73.75
1607020936.9085,-3.2993421052631646,-41.75
1607020937.8983,-3.2993421052631646,0.25
1607020938.8882,-2.2993421052631646,146.25
1607020939.8975,-3.2993421052631646,199.25
1607020941.0096,-4.299342105263165,131.25
1607020941.8883,-4.299342105263165,94.25
1607020942.8782,-5.299342105263165,104.25
1607020943.8981,-5.299342105263165,60.25
1607020944.9975,-5.299342105263165,19.25
1607020945.8782,-5.299342105263165,25.25
1607020946.8981,-5.299342105263165,2.25
1607020947.888,-4.299342105263165,40.25
1607020948.8941,-4.299342105263165,100.25
