,hr,rr,ecg,gsr,temperature
1603018842.9682,78.0,784.0,1271.0,438.0,36.75
1603018842.9706,78.0,784.0,2652.0,438.0,36.75
1603018842.9732,78.0,784.0,3610.0,438.0,36.75
1603018842.9758,78.0,784.0,4249.0,438.00000000000006,36.75
1603018842.978,78.0,784.0,4974.0,438.00000000000006,36.75
1603018842.98,78.0,784.0,5610.0,438.00000000000006,36.75
1603018842.9821,78.0,784.0,6101.0,438.00000000000006,36.75
1603018842.9841,78.0,784.0,6583.0,438.00000000000006,36.75
1603018842.986,78.0,784.0,7021.0,438.00000000000006,36.75
1603018842.9876,78.0,784.0,7400.0,438.00000000000006,36.75
1603018842.9896,78.0,784.0,7787.0,438.0000000000001,36.75
1603018842.9916,78.0,784.0,8156.0,438.0000000000001,36.75
1603018842.9936,78.0,784.0,8450.0,438.0000000000001,36.75
1603018842.9956,78.0,784.0,8720.0,438.0000000000001,36.75
1603018842.9976,78.0,784.0,9011.0,438.0000000000001,36.75
1603018842.9996,78.0,784.0,9276.0,438.0000000000001,36.75
1603018843.0015,78.0,784.0,9483.0,438.0000000000001,36.75
1603018843.0036,78.0,784.0,9681.0,438.0000000000001,36.75
1603018843.0056,78.0,784.0,9885.0,438.00000000000017,36.75
1603018843.0076,78.0,784.0,10066.0,438.00000000000017,36.75
1603018843.0096,78.0,784.0,10223.0,438.00000000000017,36.75
1603018843.0116,78.0,784.0,10377.0,438.00000000000017,36.75
1603018843.0136,78.0,784.0,10541.0,438.00000000000017,36.75
1603018843.0156,78.0,784.0,10697.0,438.00000000000017,36.75
1603018843.0176,78.0,784.0,10818.0,438.00000000000017,36.75
1603018843.0196,78.0,784.0,10921.0,438.00000000000017,36.75
1603018843.0216,78.0,784.0,11083.0,438.00000000000017,36.75
1603018843.0236,78.0,784.0,11364.0,438.00000000000017,36.75
1603018843.0256,78.0,784.0,11637.0,438.00000000000017,36.75
1603018843.0276,78.0,784.0,11548.0,438.0000000000002,36.75
1603018843.0296,78.0,784.0,11148.0,438.0000000000002,36.75
1603018843.0315,78.0,784.0,11102.0,438.0000000000002,36.75
1603018843.0335,78.0,784.0,11461.0,438.0000000000002,36.75
1603018843.0356,78.0,784.0,11610.0,438.0000000000002,36.75
1603018843.0375,78.0,784.0,11576.0,438.0000000000002,36.75
1603018843.0395,78.0,784.0,11668.0,438.0000000000002,36.75
1603018843.0415,78.0,784.0,11745.0,438.0000000000002,36.75
1603018843.0435,78.0,784.0,11731.0,438.0000000000002,36.75
1603018843.0456,78.0,784.0,11757.0,438.0000000000002,36.75
1603018843.0475,78.0,784.0,11796.0,438.0000000000002,36.75
1603018843.0496,78.0,784.0,11796.0,438.0000000000002,36.75
1603018843.0515,78.0,784.0,11798.0,438.0000000000002,36.75
1603018843.0535,78.0,784.0,11813.0,438.0000000000002,36.75
1603018843.0555,78.0,784.0,11810.0,438.0000000000002,36.75
1603018843.0575,78.0,784.0,11803.0,438.0000000000002,36.75
1603018843.0595,78.0,784.0,11796.0,438.0000000000002,36.75
1603018843.0615,78.0,784.0,11779.0,438.0000000000002,36.75
1603018843.0635,78.0,784.0,11769.0,438.0000000000002,36.75
1603018843.0656,78.0,784.0,11760.0,438.0000000000002,36.75
1603018843.0675,78.0,784.0,11743.0,438.0000000000002,36.75
1603018843.0702,78.0,784.0,11733.0,437.99999999993736,36.75
1603018843.0715,78.0,784.0,11702.0,437.99999999993736,36.75
1603018843.0734,78.0,784.0,11637.0,437.99999999993736,36.75
1603018843.0755,78.0,784.0,11591.0,437.99999999993736,36.75
1603018843.0775,78.0,784.0,11572.0,437.99999999993736,36.75
1603018843.0795,78.0,784.0,11540.0,437.99999999993736,36.75
1603018843.0815,78.0,784.0,11495.0,437.99999999993736,36.75
1603018843.0835,78.0,784.0,11454.0,437.99999999993736,36.75
1603018843.0855,78.0,784.0,11413.0,437.99999999993736,36.75
1603018843.0874,78.0,784.0,11340.0,437.99999999993736,36.75
1603018843.0895,78.0,784.0,11268.0,437.99999999993736,36.75
1603018843.0914,78.0,784.0,11222.0,437.99999999993736,36.75
1603018843.0935,78.0,784.0,11167.0,437.99999999993736,36.75
1603018843.0955,78.0,784.0,11075.0,437.99999999993736,36.75
1603018843.0974,78.0,784.0,10989.0,437.99999999993736,36.75
1603018843.0994,78.0,784.0,10924.0,437.99999999993736,36.75
1603018843.1014,78.0,784.0,10842.0,437.99999999993736,36.75
1603018843.1034,78.0,784.0,10745.0,437.99999999993736,36.75
1603018843.1055,78.0,784.0,10663.0,437.99999999993736,36.75
1603018843.1074,78.0,784.0,10584.0,437.99999999993736,36.75
1603018843.1094,78.0,784.0,10497.0,437.99999999993736,36.75
1603018843.1114,78.0,784.0,10420.0,437.99999999993736,36.75
1603018843.1134,78.0,784.0,10346.0,437.99999999993736,36.75
