,hr,rr,ecg,gsr,temperature
1602947683.5828,73.0,817.0,133.0,434.11541919468937,36.75
1602947683.5835,73.0,817.0,884.0,434.10131873724214,36.75
1602947683.5859,73.0,817.0,2621.0,434.08774363215883,36.75
1602947683.5886,73.0,817.0,4234.0,434.0746938794394,36.75
1602947683.5906,73.0,817.0,5084.0,434.0621694790839,36.75
1602947683.5925,73.0,817.0,5859.0,434.0501704310923,36.75
1602947683.5946,73.0,817.0,6702.0,434.0386967354646,36.75
1602947683.5965,73.0,817.0,7290.0,434.0277483922008,36.75
1602947683.5985,73.0,817.0,7773.0,434.0173254013009,36.75
1602947683.6006,73.0,817.0,8293.0,434.0074277627649,36.75
1602947683.6028,73.0,817.0,8725.0,433.99805547659287,36.75
1602947683.6045,73.0,817.0,9070.0,433.9892085427847,36.75
1602947683.6065,73.0,817.0,9408.0,433.9808869613404,36.75
1602947683.6085,73.0,817.0,9711.0,433.97309073226006,36.75
1602947683.6105,73.0,817.0,9991.0,433.9658198555436,36.75
1602947683.6125,73.0,817.0,10253.0,433.95907433119106,36.75
1602947683.6145,73.0,817.0,10472.0,433.9528541592024,36.75
1602947683.6165,73.0,817.0,10659.0,433.9471593395777,36.75
1602947683.6186,73.0,817.0,10843.0,433.94198987231687,36.75
1602947683.6206,73.0,817.0,11021.0,433.9373457574199,36.75
1602947683.6225,73.0,817.0,11167.0,433.93322699488687,36.75
1602947683.6245,73.0,817.0,11293.0,433.9296335847178,36.75
1602947683.6265,73.0,817.0,11431.0,433.92656552691255,36.75
1602947683.6285,73.0,817.0,11555.0,433.9240228214713,36.75
1602947683.6306,73.0,817.0,11643.0,433.9220054683939,36.75
1602947683.6325,73.0,817.0,11725.0,433.9205134676804,36.75
1602947683.6346,73.0,817.0,11813.0,433.9195468193308,36.75
1602947683.6366,73.0,817.0,11890.0,433.9191055233451,36.75
1602947683.6385,73.0,817.0,11956.0,433.9191895797233,36.75
1602947683.6405,73.0,817.0,12002.0,433.91979898846546,36.75
1602947683.6425,73.0,817.0,12068.0,433.9209337495715,36.75
1602947683.6445,73.0,817.0,12284.0,433.9225938630414,36.75
1602947683.6465,73.0,817.0,12629.0,433.9247793288753,36.75
1602947683.6479,73.0,817.0,12639.0,433.92749014707306,36.75
1602947683.6495,73.0,817.0,12073.0,433.9307263176347,36.75
1602947683.6516,73.0,817.0,11691.0,433.9344878405603,36.75
1602947683.6536,73.0,817.0,12012.0,433.9387747158497,36.75
1602947683.6555,73.0,817.0,12311.0,433.94358694350313,36.75
1602947683.6575,73.0,817.0,12238.0,433.94892452352036,36.75
1602947683.6595,73.0,817.0,12235.0,433.95478745590157,36.75
1602947683.6616,73.0,817.0,12318.0,433.9611757406467,36.75
1602947683.6635,73.0,817.0,12274.0,433.9680893777557,36.75
1602947683.6655,73.0,817.0,12223.0,433.97552836722855,36.75
1602947683.6675,73.0,817.0,12243.0,433.9834927090654,36.75
1602947683.6696,73.0,817.0,12238.0,433.9919824032661,36.75
1602947683.6716,73.0,817.0,12189.0,434.0009974498307,36.75
1602947683.6735,73.0,817.0,12165.0,434.0105378487592,36.75
1602947683.6755,73.0,817.0,12148.0,434.0206036000517,36.75
1602947683.6775,73.0,817.0,12099.0,434.031194703708,36.75
1602947683.6795,73.0,817.0,12051.0,434.04231115972823,36.75
1602947683.6822,73.0,817.0,12031.0,434.05395296805017,36.75
1602947683.6835,73.0,817.0,12012.0,434.0691845882996,36.75
1602947683.6856,73.0,817.0,11963.0,434.08504248476885,36.75
