Time,HR,RR
1607169624.7737,49,1012
1607169625.7930,49,nan
1607169626.9019,50,1325
1607169627.7712,50,1368
1607169628.8213,50,1325
1607169629.7810,50,nan
1607169630.8264,50,1417
1607169631.7914,49,1590
1607169632.7811,49,nan
1607169633.7709,48,1489
1607169634.8305,47,1379
1607169635.8876,47,nan
1607169636.8021,47,1496
1607169637.7911,47,1488
1607169638.7905,47,nan
1607169639.8310,46,1510
1607169640.9479,46,1473
1607169641.7826,45,1498
1607169642.7729,45,nan
1607169643.7927,45,1565
1607169644.8391,44,1404
1607169645.7716,44,1203
1607169646.7929,44,nan
1607169647.7810,44,1440
1607169648.8129,45,1453
1607169649.9374,45,nan
1607169650.7808,44,1484
1607169651.7715,44,1448
1607169652.7940,44,1362
1607169653.8545,44,1302
1607169654.7710,44,nan
1607169655.7921,44,1312
1607169656.7811,44,1360
1607169657.7709,45,1342
1607169658.8970,45,1262
1607169659.7827,45,1064
1607169660.7721,46,934
1607169661.7924,47,965
1607169662.8310,49,1054
1607169663.7724,49,nan
1607169664.7931,50,1023
1607169665.7820,51,1341
1607169666.7708,51,1430
1607169667.8545,51,1412
1607169668.8112,50,1018
1607169669.8022,50,929
1607169670.7975,50,nan
1607169671.8350,51,990
1607169672.8974,53,1299
1607169673.8253,53,1362
1607169674.7821,52,1232
1607169675.7722,52,1085
1607169676.8591,52,926
1607169677.7818,53,954
1607169678.7795,53,nan
1607169679.7901,54,1286
1607169680.7844,54,1356
1607169681.8916,54,1415
1607169682.7945,54,nan
1607169683.7998,53,1449
1607169684.7714,52,1394
1607169685.7981,51,1334
1607169686.7810,50,1325
1607169687.7711,50,nan
1607169688.7933,50,1272
1607169689.7802,50,1206
1607169690.8584,50,1388
1607169691.7918,50,nan
1607169692.7844,49,1401
1607169693.7704,49,1346
1607169694.8363,48,1293
1607169695.8850,48,nan
1607169696.7717,48,1312
1607169697.7924,48,1339
1607169698.8027,48,1323
1607169699.9766,48,1291
1607169700.7919,48,nan
1607169701.8120,48,1273
1607169702.7997,48,1312
1607169703.7897,48,1302
1607169704.8890,48,1290
1607169705.7699,48,nan
1607169706.7897,48,1324
1607169707.7797,48,1294
1607169708.8494,47,1294
1607169709.8986,47,nan
1607169710.7798,47,1357
1607169711.7697,47,1348
1607169712.7898,47,1335
1607169714.0690,47,nan
1607169714.7706,47,1371
1607169715.7924,47,1404
1607169716.7849,47,1334
1607169717.8064,47,nan
1607169719.0124,46,1324
1607169719.7818,46,1340
1607169720.7705,46,1295
1607169721.8215,46,1311
1607169722.8225,46,nan
1607169723.7702,47,1336
